seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_072401.2_cds_XP_001163449.2_18286	46.64	53.36	0.00981	48.30	3.67	4.13
lcl|NC_072401.2_cds_XP_001164297.1_18344	47.64	52.36	0.02648	47.84	3.97	4.14
lcl|NC_072401.2_cds_XP_001164599.2_18367	45.97	54.03	0.06852	40.72	3.87	4.17
lcl|NC_072401.2_cds_XP_016806910.1_18395	48.62	51.38	0.01814	52.82	3.99	4.15
lcl|NC_072401.2_cds_XP_001166846.3_18417	49.84	50.16	0.01827	46.44	4.67	4.20
lcl|NC_072401.2_cds_XP_009445742.1_18426	56.71	43.29	0.01520	69.83	4.46	3.93
lcl|NC_072401.2_cds_XP_009445768.1_18448	39.43	60.57	0.06693	35.31	3.42	4.39
lcl|NC_072401.2_cds_XP_001137884.1_18452	46.24	53.76	0.02151	51.98	3.80	4.09
lcl|NC_072401.2_cds_XP_009445774.3_18458	50.59	49.41	-0.01930	57.32	4.03	4.10
lcl|NC_072401.2_cds_XP_009445789.1_18538	42.86	57.14	0.06351	41.65	3.40	4.14
lcl|NC_072401.2_cds_XP_001140765.1_18550	41.51	58.49	0.10133	38.82	3.50	4.32
lcl|NC_072401.2_cds_XP_526550.1_18551	49.35	50.65	-0.00194	57.99	3.97	4.15
lcl|NC_072401.2_cds_XP_016806947.1_18575	41.07	58.93	0.06017	37.29	3.41	4.38
lcl|NC_072401.2_cds_XP_009445799.4_18581	38.43	61.57	0.07346	31.28	3.38	4.40
lcl|NC_072401.2_cds_XP_009445838.2_18666	50.04	49.96	0.07321	50.48	3.69	3.87
lcl|NC_072401.2_cds_XP_001150768.3_18726	42.43	57.57	0.06271	42.32	3.43	4.22
lcl|NC_072401.2_cds_XP_016806984.1_18752	45.69	54.31	0.01489	44.12	3.62	4.11
lcl|NC_072401.2_cds_XP_003310356.4_18805	40.38	59.62	0.06966	36.57	3.69	4.39
lcl|NC_072401.2_cds_XP_054538901.1_18852	38.46	61.54	0.04537	33.91	3.25	4.32
lcl|NC_072401.2_cds_XP_054538865.1_18857	46.56	53.44	-0.05623	40.00	3.53	4.10
lcl|NC_072401.2_cds_XP_016807025.3_18943	63.86	36.14	-0.02740	71.51	5.18	3.78
lcl|NC_072401.2_cds_XP_526576.3_18955	46.29	53.71	-0.02663	40.93	4.03	4.14
lcl|NC_072401.2_cds_XP_517202.4_18963	50.94	49.06	-0.01092	55.00	3.72	3.83
lcl|NC_072401.2_cds_XP_054538922.1_18997	58.94	41.06	-0.04050	64.25	4.22	3.58
lcl|NC_072401.2_cds_XP_016807056.2_19030	43.00	57	0.10235	41.12	3.53	4.10
lcl|NC_072401.2_cds_XP_009446001.2_19079	39.55	60.45	0.07385	33.81	3.53	4.42
lcl|NC_072401.2_cds_XP_063665638.1_19156	47.11	52.89	0.01522	36.18	3.75	3.89
lcl|NC_072401.2_cds_XP_517240.2_19175	46.52	53.48	0.04337	43.53	3.47	4.07
lcl|NC_072401.2_cds_XP_009446031.1_19184	45.90	54.1	0.01699	49.77	3.50	4.08
lcl|NC_072401.2_cds_XP_016807102.2_19221	45.09	54.91	-0.10996	35.35	3.58	4.26
lcl|NC_072401.2_cds_XP_001164227.2_19296	38.87	61.13	0.03746	30.20	3.36	4.32
lcl|NC_072401.2_cds_XP_054539034.1_19304	36.94	63.06	0.07088	27.71	3.36	4.49
lcl|NC_072401.2_cds_XP_063665676.1_19311	47.26	52.74	0.07128	46.29	3.94	3.98
lcl|NC_072401.2_cds_XP_054539039.1_19362	46.73	53.27	-0.02195	45.91	3.62	4.03
lcl|NC_072401.2_cds_XP_054539075.1_19383	41.50	58.5	0.11415	36.09	3.48	4.32
lcl|NC_072401.2_cds_XP_003310418.3_19386	45.78	54.22	0.07162	41.44	3.59	4.21
lcl|NC_072401.2_cds_XP_016807173.1_19418	40.25	59.75	0.05386	34.97	3.25	4.52
lcl|NC_072401.2_cds_XP_054539078.2_19440	59.53	40.47	0.08017	66.62	4.27	3.71
lcl|NC_072401.2_cds_XP_517281.3_19452	38.01	61.99	0.12529	30.76	3.43	4.33
lcl|NC_072401.2_cds_XP_009446141.1_19475	40.36	59.64	0.07899	37.07	3.49	4.17
lcl|NC_072401.2_cds_XP_016807203.1_19486	41.90	58.1	-0.05441	35.02	3.47	4.36
lcl|NC_072401.2_cds_XP_517284.5_19514	47.02	52.98	0.06688	50.18	3.67	4.06
lcl|NC_072401.2_cds_XP_009446157.1_19522	44.92	55.08	0.02883	47.65	3.59	4.05
lcl|NC_072401.2_cds_XP_016807215.1_19523	47.69	52.31	0.05830	55.39	3.62	3.99
lcl|NC_072401.2_cds_XP_517300.2_19574	47.33	52.67	-0.00080	48.24	3.71	4.09
lcl|NC_072401.2_cds_XP_016807250.1_19628	41.98	58.02	0.02468	38.26	3.59	4.27
lcl|NC_072401.2_cds_XP_009446231.3_19677	45.44	54.56	0.07226	34.00	3.70	3.99
lcl|NC_072401.2_cds_XP_001153181.1_19678	48.90	51.1	0.05229	52.35	3.65	3.96
lcl|NC_072401.2_cds_XP_063664986.1_19681	45.56	54.44	0.02422	46.62	3.53	3.96
lcl|NC_072401.2_cds_XP_054539769.1_19771	42.76	57.24	0.02946	37.79	3.45	4.19
lcl|NC_072401.2_cds_XP_016807326.1_19831	52.17	47.83	-0.12088	53.40	3.91	3.78
lcl|NC_072401.2_cds_XP_016807336.3_19845	47.47	52.53	0.23011	49.08	3.22	3.67
lcl|NC_072401.2_cds_XP_016807339.1_19855	51.70	48.3	0.08849	58.31	4.76	4.06
lcl|NC_072401.2_cds_XP_001160851.3_19873	44.40	55.6	0.04118	43.58	3.81	4.19
lcl|NC_072401.2_cds_XP_024211939.1_19875	43.09	56.91	0.09283	43.71	4.19	4.32
lcl|NC_072401.2_cds_XP_016807345.1_19880	46.18	53.82	0.05632	48.91	3.71	4.09
lcl|NC_072401.2_cds_XP_054539166.1_19895	46.97	53.03	0.04089	48.83	3.65	3.97
lcl|NC_072401.2_cds_XP_517342.5_19921	39.21	60.79	0.02004	35.04	3.45	4.37
lcl|NC_072401.2_cds_XP_016807359.2_19922	43.09	56.91	-0.00498	36.76	3.51	4.11
lcl|NC_072401.2_cds_XP_054538669.1_19946	45.63	54.37	0.02363	47.13	3.59	3.94
lcl|NC_072401.2_cds_XP_001163670.1_19950	37.36	62.64	0.09818	32.04	3.47	4.32
lcl|NC_072401.2_cds_XP_009446328.2_19984	51.84	48.16	-0.00473	56.89	3.96	3.92
lcl|NC_072401.2_cds_XP_001167454.3_20050	45.05	54.95	0.05939	47.72	3.57	4.08
lcl|NC_072401.2_cds_XP_001148831.3_20053	59.73	40.27	-0.04887	66.89	4.17	3.69
lcl|NC_072401.2_cds_XP_016806503.1_20073	41.40	58.6	0.04825	36.19	3.60	4.29
lcl|NC_072401.2_cds_XP_054539961.1_20075	49.26	50.74	-0.08290	56.62	3.60	3.97
lcl|NC_072401.2_cds_XP_016807415.1_20081	48.98	51.02	0.06611	47.65	3.75	4.07
lcl|NC_072401.2_cds_XP_001169005.2_20089	45.23	54.77	0.04690	48.86	3.82	4.27
lcl|NC_072401.2_cds_XP_009446353.4_20134	35.37	64.63	0.12831	31.89	3.31	4.36
lcl|NC_072401.2_cds_XP_003310448.3_20139	45.03	54.97	-0.07982	40.94	3.47	4.03
lcl|NC_072401.2_cds_XP_016807458.1_20169	42.02	57.98	-0.03106	37.81	3.43	4.34
lcl|NC_072401.2_cds_XP_016807493.2_20232	44.79	55.21	-0.11124	35.05	3.87	4.06
lcl|NC_072401.2_cds_XP_054539259.1_20279	46.73	53.27	0.11639	42.37	3.49	4.13
lcl|NC_072401.2_cds_XP_517397.2_20298	44.99	55.01	0.05646	47.39	3.74	4.36
lcl|NC_072401.2_cds_XP_016807524.1_20308	47.36	52.64	0.04692	49.16	3.63	4.13
lcl|NC_072401.2_cds_XP_517401.4_20326	38.37	61.63	0.05324	32.30	3.31	4.36
lcl|NC_072401.2_cds_XP_054539283.1_20382	47.50	52.5	0.01393	43.28	3.65	3.82
lcl|NC_072401.2_cds_XP_009446455.3_20441	42.34	57.66	-0.06222	42.61	3.49	4.21
lcl|NC_072401.2_cds_XP_009446466.1_20445	42.93	57.07	-0.04228	43.89	3.54	4.24
lcl|NC_072401.2_cds_NP_001065275.1_20448	54.30	45.7	0.10582	52.28	4.18	4.02
lcl|NC_072401.2_cds_XP_016807597.1_20453	47.61	52.39	-0.09140	45.16	3.50	3.87
lcl|NC_072401.2_cds_XP_001148597.4_20463	51.68	48.32	-0.05575	48.85	3.70	3.71
lcl|NC_072401.2_cds_XP_054539821.1_20468	39.29	60.71	0.04739	29.98	3.30	4.37
lcl|NC_072401.2_cds_XP_009446478.1_20491	43.26	56.74	0.06245	44.63	3.55	4.20
lcl|NC_072401.2_cds_XP_063665888.1_20533	50.21	49.79	0.02902	61.83	4.27	4.01
lcl|NC_072401.2_cds_XP_016807642.1_20534	41.42	58.58	0.02619	31.76	3.40	4.15
lcl|NC_072401.2_cds_XP_063665895.1_20570	44.53	55.47	0.13495	38.19	3.61	4.12
lcl|NC_072401.2_cds_XP_517429.1_20580	42.77	57.23	0.10518	30.84	3.49	4.17
lcl|NC_072401.2_cds_XP_009446522.2_20581	45.73	54.27	0.01536	42.78	3.68	4.18
lcl|NC_072401.2_cds_XP_024212057.1_20585	42.59	57.41	0.05228	37.33	3.40	4.21
lcl|NC_072401.2_cds_XP_054539342.1_20597	41.24	58.76	0.11636	36.33	3.76	4.17
lcl|NC_072401.2_cds_XP_016807665.1_20603	39.07	60.93	0.01054	31.41	3.51	4.37
lcl|NC_072401.2_cds_XP_009446543.2_20632	45.71	54.29	0.03718	37.66	4.62	4.26
lcl|NC_072401.2_cds_XP_063665928.1_20659	52.13	47.87	0.10644	60.82	3.77	3.75
lcl|NC_072401.2_cds_XP_016807710.1_20698	59.86	40.14	-0.01158	72.21	4.56	3.57
lcl|NC_072401.2_cds_XP_001136066.1_20703	44.78	55.22	0.00131	43.84	3.60	4.22
lcl|NC_072401.2_cds_XP_001138279.1_20772	38.33	61.67	0.14343	34.83	3.55	4.24
lcl|NC_072401.2_cds_XP_526693.4_20785	56.30	43.7	-0.08399	60.70	4.02	3.72
lcl|NC_072401.2_cds_XP_001139147.3_20803	50.96	49.04	0.02736	61.40	3.94	3.92
lcl|NC_072401.2_cds_XP_063665974.1_20858	43.99	56.01	0.03118	43.67	3.56	4.12
lcl|NC_072401.2_cds_XP_016807760.2_20865	43.91	56.09	-0.00437	41.42	3.64	4.31
lcl|NC_072401.2_cds_NP_001258588.1_20877	41.12	58.88	0.12240	37.23	3.92	4.13
lcl|NC_072401.2_cds_XP_024212077.2_20878	51.45	48.55	-0.04814	57.29	4.00	3.80
lcl|NC_072401.2_cds_XP_016807778.2_20918	45.04	54.96	0.03166	36.36	3.82	3.98
lcl|NC_072401.2_cds_XP_016807797.1_20935	54.09	45.91	-0.08269	64.20	3.97	3.75
lcl|NC_072401.2_cds_XP_517474.3_20978	42.71	57.29	0.11993	39.48	3.69	4.10
lcl|NC_072401.2_cds_XP_009446675.2_20999	46.88	53.12	-0.05104	46.31	3.63	4.12
lcl|NC_072401.2_cds_XP_016807842.1_21038	43.03	56.97	0.04482	37.96	3.49	4.10
lcl|NC_072401.2_cds_XP_009446682.2_21054	47.98	52.02	-0.04398	39.85	3.89	4.08
lcl|NC_072401.2_cds_XP_016807861.3_21085	52.03	47.97	-0.03754	61.29	3.81	3.62
lcl|NC_072401.2_cds_XP_016807876.2_21110	56.68	43.32	-0.04135	61.46	4.25	4.07
lcl|NC_072401.2_cds_XP_054539414.1_21153	45.77	54.23	-0.02780	47.17	3.73	4.20
lcl|NC_072401.2_cds_XP_009446717.3_21194	49.20	50.8	-0.01306	50.30	4.09	4.05
lcl|NC_072401.2_cds_XP_001136067.1_21199	47.79	52.21	0.10217	44.41	3.55	4.05
lcl|NC_072401.2_cds_XP_063664487.1_21269	44.38	55.62	0.12906	46.56	3.72	4.03
lcl|NC_072401.2_cds_XP_009446752.1_21302	50.20	49.8	0.04719	50.77	3.67	3.87
lcl|NC_072401.2_cds_XP_009446755.2_21309	45.36	54.64	0.03800	43.24	3.64	4.03
lcl|NC_072401.2_cds_XP_016807953.2_21328	41.98	58.02	0.07491	40.45	3.26	4.30
lcl|NC_072401.2_cds_XP_001150703.1_21379	44.41	55.59	0.11769	41.32	3.73	3.93
lcl|NC_072401.2_cds_NP_001414935.1_21389	39.27	60.73	0.06938	36.84	3.41	4.32
lcl|NC_072401.2_cds_NP_001414932.1_21394	39.01	60.99	0.08854	37.82	3.37	4.41
lcl|NC_072401.2_cds_XP_009446835.2_21403	54.60	45.4	-0.09717	55.25	4.34	3.77
lcl|NC_072401.2_cds_XP_517530.2_21434	54.41	45.59	-0.04066	50.84	3.91	3.90
lcl|NC_072401.2_cds_XP_063665240.1_21461	39.48	60.52	0.15700	29.32	3.43	4.29
lcl|NC_072401.2_cds_XP_001153846.1_21477	43.44	56.56	0.10442	39.45	3.47	4.27
lcl|NC_072401.2_cds_XP_016806452.1_21548	44.37	55.63	0.00161	42.52	3.43	4.34
lcl|NC_072401.2_cds_XP_009446868.2_21558	40.56	59.44	0.08000	30.95	3.42	4.40
lcl|NC_072401.2_cds_XP_054539909.1_21579	49.22	50.78	0.03227	53.04	3.99	3.98
lcl|NC_072401.2_cds_XP_054539485.1_21621	47.76	52.24	0.06720	48.72	3.68	4.06
lcl|NC_072401.2_cds_XP_024212140.1_21629	42.74	57.26	0.02889	40.92	3.60	4.23
lcl|NC_072401.2_cds_XP_016808046.1_21639	54.82	45.18	-0.05450	62.54	4.11	3.91
lcl|NC_072401.2_cds_XP_016808062.1_21752	48.06	51.94	0.08094	52.17	4.86	4.17
lcl|NC_072401.2_cds_XP_016808068.1_21794	34.57	65.43	0.02820	31.83	3.33	4.66
lcl|NC_072401.2_cds_XP_016808094.3_21853	51.63	48.37	-0.11698	52.02	3.92	3.89
lcl|NC_072401.2_cds_NP_001123942.1_21881	39.85	60.15	-0.09242	43.87	3.47	4.42
lcl|NC_072401.2_cds_XP_016808143.2_21905	46.48	53.52	0.02033	46.68	3.72	3.99
lcl|NC_072402.2_cds_XP_063666265.1_21947	60.68	39.32	-0.03325	76.43	4.17	3.64
lcl|NC_072402.2_cds_XP_063666261.1_21954	62.24	37.76	-0.01053	73.65	4.15	3.60
lcl|NC_072402.2_cds_XP_016808364.4_21982	66.63	33.37	0.00627	75.83	4.84	3.77
lcl|NC_072402.2_cds_XP_016808356.4_21992	62.36	37.64	-0.02561	88.02	4.69	3.32
lcl|NC_072402.2_cds_XP_054540110.2_22022	62.60	37.4	-0.02261	86.81	4.72	3.39
lcl|NC_072402.2_cds_XP_016808391.2_22033	65.93	34.07	-0.02900	83.14	4.67	3.39
lcl|NC_072402.2_cds_XP_016808410.1_22073	54.64	45.36	0.00659	61.37	4.10	3.88
lcl|NC_072402.2_cds_XP_016808413.3_22076	43.88	56.12	0.03820	37.01	3.59	4.29
lcl|NC_072402.2_cds_XP_016808421.1_22093	51.19	48.81	-0.01014	66.21	3.93	4.18
lcl|NC_072402.2_cds_XP_016808428.2_22106	55.84	44.16	-0.01277	67.72	3.96	3.74
lcl|NC_072402.2_cds_XP_063667155.1_22122	45.66	54.34	0.07849	42.37	3.46	4.24
lcl|NC_072402.2_cds_XP_009447074.3_22135	59.13	40.87	-0.09148	68.43	4.60	3.79
lcl|NC_072402.2_cds_XP_016808446.4_22140	45.52	54.48	0.07054	50.29	3.79	4.15
lcl|NC_072402.2_cds_XP_016808449.1_22143	54.39	45.61	0.02038	66.74	4.32	3.99
lcl|NC_072402.2_cds_XP_001175408.4_22173	52.24	47.76	0.03502	66.68	3.91	3.89
lcl|NC_072402.2_cds_XP_016808482.2_22236	41.11	58.89	0.08394	34.70	3.34	4.24
lcl|NC_072402.2_cds_XP_016810007.4_22240	50.30	49.7	0.05621	54.34	4.66	4.17
lcl|NC_072402.2_cds_XP_024212680.2_22268	37.33	62.67	0.10793	32.48	3.42	4.55
lcl|NC_072402.2_cds_XP_054540942.2_22271	39.99	60.01	0.00497	41.51	3.34	4.31
lcl|NC_072402.2_cds_XP_517658.6_22344	42.55	57.45	0.08086	36.32	3.45	4.24
lcl|NC_072402.2_cds_XP_517663.3_22441	44.08	55.92	0.08225	36.93	4.04	4.39
lcl|NC_072402.2_cds_XP_517667.5_22461	43.44	56.56	-0.01830	33.68	3.45	4.07
lcl|NC_072402.2_cds_XP_517672.2_22508	48.41	51.59	-0.03115	54.04	4.01	4.13
lcl|NC_072402.2_cds_XP_054540210.2_22516	42.50	57.5	0.05020	39.71	3.82	4.51
lcl|NC_072402.2_cds_XP_001136220.5_22536	37.40	62.6	0.07176	27.27	3.41	4.39
lcl|NC_072402.2_cds_XP_016808573.2_22553	53.60	46.4	0.04848	61.02	3.85	3.94
lcl|NC_072402.2_cds_XP_001137947.6_22558	42.53	57.47	0.02253	34.35	3.44	4.12
lcl|NC_072402.2_cds_XP_517685.5_22586	52.78	47.22	0.06769	53.19	4.55	3.93
lcl|NC_072402.2_cds_XP_517689.2_22603	41.49	58.51	0.09171	37.17	3.56	4.25
lcl|NC_072402.2_cds_XP_016808597.1_22629	51.28	48.72	-0.03155	58.92	4.09	3.98
lcl|NC_072402.2_cds_XP_001146396.1_22640	41.67	58.33	0.08325	43.40	3.45	4.26
lcl|NC_072402.2_cds_XP_054540994.1_22671	37.40	62.6	0.07847	31.72	3.43	4.34
lcl|NC_072402.2_cds_XP_016808619.4_22688	43.98	56.02	0.05882	39.71	3.39	4.06
lcl|NC_072402.2_cds_XP_009447289.4_22691	37.73	62.27	0.05807	30.33	3.23	4.45
lcl|NC_072402.2_cds_XP_001151239.5_22735	48.29	51.71	0.03627	50.35	3.79	4.15
lcl|NC_072402.2_cds_XP_001153549.2_22755	41.71	58.29	0.03111	38.49	3.39	4.37
lcl|NC_072402.2_cds_NP_001181849.1_22772	48.52	51.48	-0.02393	48.08	3.68	3.82
lcl|NC_072402.2_cds_XP_054541027.2_22779	41.02	58.98	0.13065	31.62	3.54	4.22
lcl|NC_072402.2_cds_XP_016808673.2_22804	43.38	56.62	0.02354	45.66	3.52	4.07
lcl|NC_072402.2_cds_XP_054540275.2_22913	56.15	43.85	-0.05521	59.26	4.21	3.85
lcl|NC_072402.2_cds_XP_009447349.3_22954	39.06	60.94	0.00818	30.60	3.45	4.56
lcl|NC_072402.2_cds_XP_526907.2_23018	45.95	54.05	0.07722	42.75	3.58	4.18
lcl|NC_072402.2_cds_XP_016808748.3_23038	41.96	58.04	0.04707	38.10	3.84	4.35
lcl|NC_072402.2_cds_XP_024209184.2_23057	54.26	45.74	-0.00407	59.97	5.11	4.09
lcl|NC_072402.2_cds_XP_054541058.2_23143	48.65	51.35	0.02632	43.64	4.48	3.87
lcl|NC_072402.2_cds_XP_001144416.2_23148	40.30	59.7	0.01170	33.41	3.42	4.41
lcl|NC_072402.2_cds_XP_054540338.1_23197	40.32	59.68	0.13689	32.93	3.72	4.34
lcl|NC_072402.2_cds_XP_001147019.3_23199	40.33	59.67	0.06747	33.09	3.76	4.44
lcl|NC_072402.2_cds_XP_526928.2_23232	42.10	57.9	0.03818	38.75	3.52	4.30
lcl|NC_072402.2_cds_XP_517769.2_23235	41.55	58.45	0.04283	38.22	3.81	4.36
lcl|NC_072402.2_cds_XP_063667313.1_23245	44.60	55.4	-0.03379	41.01	3.65	4.07
lcl|NC_072402.2_cds_XP_526930.7_23266	51.45	48.55	-0.05478	58.06	4.49	4.21
lcl|NC_072402.2_cds_XP_054540007.1_23349	44.56	55.44	0.06080	42.99	3.53	3.93
lcl|NC_072402.2_cds_XP_024212392.3_23356	46.07	53.93	0.01916	52.21	3.56	3.96
lcl|NC_072402.2_cds_XP_001138984.2_23360	45.54	54.46	0.13790	40.52	3.55	4.12
lcl|NC_072402.2_cds_XP_517788.5_23364	45.83	54.17	0.02032	43.16	3.68	3.95
lcl|NC_072402.2_cds_XP_016808862.4_23390	45.52	54.48	-0.01133	39.64	3.74	4.08
lcl|NC_072402.2_cds_XP_016808871.1_23397	40.45	59.55	0.00999	33.70	3.49	4.34
lcl|NC_072402.2_cds_XP_009447522.1_23414	44.04	55.96	-0.03241	46.79	3.36	4.09
lcl|NC_072402.2_cds_XP_016808882.3_23415	39.10	60.9	0.04813	31.45	3.49	4.52
lcl|NC_072402.2_cds_XP_016808887.1_23422	52.81	47.19	0.04125	59.41	3.89	3.76
lcl|NC_072402.2_cds_XP_016808895.1_23431	42.46	57.54	0.01974	34.84	3.48	4.27
lcl|NC_072402.2_cds_XP_009447533.1_23437	39.89	60.11	0.01502	31.71	3.37	4.37
lcl|NC_072402.2_cds_XP_001146090.1_23458	39.82	60.18	0.04984	31.94	3.47	4.31
lcl|NC_072402.2_cds_XP_024212401.2_23517	40.80	59.2	0.03160	35.89	3.42	4.40
lcl|NC_072402.2_cds_XP_016808937.1_23565	44.14	55.86	0.05738	46.50	3.61	4.10
lcl|NC_072402.2_cds_XP_054540392.2_23576	59.66	40.34	-0.16221	59.62	4.07	3.81
lcl|NC_072402.2_cds_XP_016808960.3_23586	52.56	47.44	0.01233	58.06	3.65	3.68
lcl|NC_072402.2_cds_XP_016808965.1_23598	46.11	53.89	-0.02757	34.33	3.73	4.05
lcl|NC_072402.2_cds_XP_024212415.3_23599	46.63	53.37	-0.01184	51.95	3.81	3.97
lcl|NC_072402.2_cds_XP_016808968.4_23617	55.48	44.52	-0.01191	58.33	3.90	3.83
lcl|NC_072402.2_cds_XP_063667419.1_23632	48.07	51.93	-0.04085	47.64	3.75	4.11
lcl|NC_072402.2_cds_XP_016808991.4_23686	52.98	47.02	0.10577	59.17	4.06	3.73
lcl|NC_072402.2_cds_XP_063667470.1_23759	44.36	55.64	0.02762	45.80	3.59	4.10
lcl|NC_072402.2_cds_XP_063667465.1_23763	42.80	57.2	0.00486	44.64	3.52	4.07
lcl|NC_072402.2_cds_XP_063667454.1_23769	43.64	56.36	0.04709	44.06	3.85	4.21
lcl|NC_072402.2_cds_XP_054540433.2_23792	38.35	61.65	0.14010	29.91	3.41	4.51
lcl|NC_072402.2_cds_XP_016809050.3_23810	44.93	55.07	0.07235	40.04	3.42	4.12
lcl|NC_072402.2_cds_XP_054540444.1_23834	39.80	60.2	0.05959	29.32	3.43	4.47
lcl|NC_072402.2_cds_XP_517864.2_23914	40.61	59.39	0.01505	38.43	3.49	4.43
lcl|NC_072402.2_cds_XP_517870.2_23941	42.61	57.39	0.03862	36.55	3.74	4.36
lcl|NC_072402.2_cds_XP_016809114.2_23974	41.63	58.37	0.00501	29.77	3.46	4.14
lcl|NC_072402.2_cds_XP_009447744.3_24016	55.84	44.16	0.07012	69.00	3.95	3.60
lcl|NC_072402.2_cds_XP_016809128.1_24022	41.90	58.1	0.10055	32.92	3.65	4.14
lcl|NC_072402.2_cds_XP_063666654.1_24034	56.13	43.87	-0.08762	66.86	5.01	4.07
lcl|NC_072402.2_cds_XP_001149181.4_24068	45.14	54.86	0.02086	49.75	4.10	4.42
lcl|NC_072402.2_cds_XP_009447806.1_24080	52.01	47.99	-0.05295	61.35	3.93	3.97
lcl|NC_072402.2_cds_XP_009447813.4_24090	40.25	59.75	0.01824	30.94	3.43	4.29
lcl|NC_072402.2_cds_XP_054540515.2_24159	49.11	50.89	-0.01818	52.08	3.61	3.85
lcl|NC_072402.2_cds_XP_063667551.1_24181	42.32	57.68	0.02155	36.98	3.40	4.13
lcl|NC_072402.2_cds_XP_016809197.1_24207	51.35	48.65	0.01966	52.86	3.96	4.02
lcl|NC_072402.2_cds_XP_001158953.2_24250	53.43	46.57	0.00601	54.86	3.81	3.92
lcl|NC_072402.2_cds_XP_526998.3_24259	46.60	53.4	0.07501	43.60	4.68	4.27
lcl|NC_072402.2_cds_XP_016809216.3_24261	49.51	50.49	0.08898	49.36	3.83	3.70
lcl|NC_072402.2_cds_XP_009447869.2_24270	50.86	49.14	0.08507	49.14	4.40	3.96
lcl|NC_072402.2_cds_XP_001160577.3_24275	52.13	47.87	0.01955	58.55	4.55	4.00
lcl|NC_072402.2_cds_XP_009447877.2_24303	42.44	57.56	0.06712	37.65	3.39	4.26
lcl|NC_072402.2_cds_XP_003339152.1_24319	42.73	57.27	0.05882	37.87	3.65	4.17
lcl|NC_072402.2_cds_XP_001163412.1_24390	37.90	62.1	0.15740	35.87	3.46	4.42
lcl|NC_072402.2_cds_XP_054540545.1_24425	66.59	33.41	-0.05047	70.11	4.90	3.22
lcl|NC_072402.2_cds_XP_016800439.1_24448	46.22	53.78	-0.04337	42.27	3.52	3.88
lcl|NC_072402.2_cds_XP_517930.2_24459	42.13	57.87	0.14017	39.00	3.60	4.20
lcl|NC_072402.2_cds_XP_009447927.4_24460	56.94	43.06	-0.03472	69.63	3.94	3.51
lcl|NC_072402.2_cds_XP_016809337.2_24523	60.73	39.27	0.01805	71.20	4.08	3.44
lcl|NC_072402.2_cds_XP_527165.2_24552	44.42	55.58	-0.12894	37.02	3.53	3.85
lcl|NC_072402.2_cds_XP_009447956.1_24557	42.88	57.12	0.23401	36.79	3.62	4.10
lcl|NC_072402.2_cds_XP_009447995.3_24667	39.90	60.1	0.12100	32.37	3.35	4.31
lcl|NC_072402.2_cds_XP_054541168.1_24714	49.94	50.06	0.06561	46.19	3.58	3.76
lcl|NC_072402.2_cds_XP_001170694.3_24723	49.68	50.32	-0.01807	54.99	3.72	3.66
lcl|NC_072402.2_cds_XP_009448010.2_24748	50.81	49.19	0.02219	51.35	3.75	3.86
lcl|NC_072402.2_cds_XP_016809389.1_24763	49.94	50.06	0.08021	55.02	3.74	3.90
lcl|NC_072402.2_cds_XP_054539996.1_24775	42.41	57.59	0.14561	32.70	3.40	4.32
lcl|NC_072402.2_cds_XP_054541184.2_24797	69.98	30.02	-0.07923	74.61	5.23	3.59
lcl|NC_072402.2_cds_XP_063666807.1_24841	65.93	34.07	-0.03582	82.46	5.44	3.72
lcl|NC_072402.2_cds_XP_063666819.1_24861	58.81	41.19	-0.02740	67.27	3.85	3.47
lcl|NC_072402.2_cds_XP_016809426.1_24864	46.16	53.84	0.00869	34.85	3.71	4.05
lcl|NC_072402.2_cds_NP_001076052.1_24906	56.83	43.17	0.06180	66.28	4.20	3.90
lcl|NC_072402.2_cds_NP_001076055.2_24907	56.15	43.85	0.06492	65.19	4.27	4.25
lcl|NC_072402.2_cds_NP_001351632.1_24908	57.00	43	0.07218	66.14	4.37	4.09
lcl|NC_072402.2_cds_NP_001076054.2_24909	56.03	43.97	0.06667	65.10	4.37	4.35
lcl|NC_072402.2_cds_NP_001076060.1_24910	56.91	43.09	0.08237	67.29	4.49	4.23
lcl|NC_072402.2_cds_NP_001076059.1_24911	57.32	42.68	0.05394	66.95	4.30	4.03
lcl|NC_072402.2_cds_NP_001076058.2_24912	57.13	42.87	0.07607	66.56	4.29	4.05
lcl|NC_072402.2_cds_NP_001076056.2_24913	58.57	41.43	0.06044	70.45	4.30	3.93
lcl|NC_072402.2_cds_NP_001076057.2_24914	57.19	42.81	0.08098	67.37	4.39	4.13
lcl|NC_072402.2_cds_NP_001076053.3_24915	56.37	43.63	0.07104	66.22	4.39	4.34
lcl|NC_072402.2_cds_NP_001076051.4_24916	53.63	46.37	0.01483	56.43	4.01	3.72
lcl|NC_072402.2_cds_NP_001076061.1_24917	55.56	44.44	-0.00238	63.00	4.00	3.86
lcl|NC_072402.2_cds_NP_001076024.3_24939	54.02	45.98	-0.06085	62.59	4.19	4.10
lcl|NC_072402.2_cds_NP_001076037.1_24940	55.95	44.05	-0.04470	65.59	4.17	3.96
lcl|NC_072402.2_cds_NP_001076013.2_24941	55.52	44.48	-0.03861	65.17	4.17	4.35
