sequence	Cluster
lcl|NC_085928.1_cds_XP_054408289.2_10952	4
lcl|NC_085928.1_cds_XP_054408306.2_10969	2
lcl|NC_085928.1_cds_XP_054408309.2_10988	3
lcl|NC_085928.1_cds_XP_054408335.2_11007	4
lcl|NC_085928.1_cds_XP_054406324.1_11030	4
lcl|NC_085928.1_cds_XP_054406251.2_11036	2
lcl|NC_085928.1_cds_XP_054408350.1_11038	3
lcl|NC_085928.1_cds_XP_003776339.5_11104	2
lcl|NC_085928.1_cds_XP_024100723.1_11126	4
lcl|NC_085928.1_cds_XP_024100398.1_11179	2
lcl|NC_085928.1_cds_XP_054408429.2_11200	2
lcl|NC_085928.1_cds_XP_009237542.1_11229	3
lcl|NC_085928.1_cds_XP_024100968.1_11286	2
lcl|NC_085928.1_cds_XP_024101124.3_11295	4
lcl|NC_085928.1_cds_XP_054408500.2_11299	4
lcl|NC_085928.1_cds_XP_002814070.2_11325	2
lcl|NC_085928.1_cds_XP_009237568.1_11371	3
lcl|NC_085928.1_cds_XP_054408552.2_11422	4
lcl|NC_085928.1_cds_XP_024100681.3_11423	4
lcl|NC_085928.1_cds_XP_024100649.3_11424	4
lcl|NC_085928.1_cds_NP_001125926.1_11427	3
lcl|NC_085928.1_cds_XP_054408554.1_11430	3
lcl|NC_085928.1_cds_XP_009237597.3_11488	2
lcl|NC_085928.1_cds_XP_054408591.2_11498	2
lcl|NC_085928.1_cds_XP_002814104.4_11534	3
lcl|NC_085928.1_cds_XP_024100031.1_11561	3
lcl|NC_085928.1_cds_XP_024100783.1_11564	4
lcl|NC_085928.1_cds_XP_024100079.1_11573	3
lcl|NC_085928.1_cds_NP_001126948.2_11631	3
lcl|NC_085928.1_cds_XP_054408672.1_11661	3
lcl|NC_085928.1_cds_NP_001126604.1_11672	3
lcl|NC_085928.1_cds_XP_024100907.2_11680	4
lcl|NC_085928.1_cds_XP_024100070.1_11693	4
lcl|NC_085928.1_cds_XP_024100736.1_11743	2
lcl|NC_085928.1_cds_XP_024100779.2_11803	3
lcl|NC_085928.1_cds_XP_024100771.1_11804	3
lcl|NC_085928.1_cds_XP_024099924.1_11823	2
lcl|NC_085928.1_cds_XP_009237675.2_11885	2
lcl|NC_085928.1_cds_XP_002814206.2_11887	2
lcl|NC_085928.1_cds_XP_024100134.3_11889	4
lcl|NC_085928.1_cds_XP_002814211.3_11891	4
lcl|NC_085928.1_cds_XP_054408802.2_11925	2
lcl|NC_085928.1_cds_XP_002814236.4_11951	4
lcl|NC_085928.1_cds_XP_024100973.2_12007	2
lcl|NC_085928.1_cds_XP_024100726.2_12008	2
lcl|NC_085928.1_cds_XP_054408853.1_12013	3
lcl|NC_085928.1_cds_XP_024100787.2_12043	4
lcl|NC_085928.1_cds_XP_024099989.1_12112	2
lcl|NC_085928.1_cds_XP_024100521.3_12144	2
lcl|NC_085928.1_cds_XP_009237771.2_12145	3
lcl|NC_085928.1_cds_XP_054408919.2_12154	2
lcl|NC_085928.1_cds_XP_024100523.2_12160	4
lcl|NC_085928.1_cds_XP_054408934.1_12182	2
lcl|NC_085928.1_cds_XP_009237789.1_12225	3
lcl|NC_085928.1_cds_XP_054408961.2_12248	3
lcl|NC_085928.1_cds_XP_009237816.3_12251	4
lcl|NC_085928.1_cds_NP_001125934.2_12258	4
lcl|NC_085928.1_cds_XP_024100567.3_12277	3
lcl|NC_085928.1_cds_XP_054408978.1_12279	4
lcl|NC_085928.1_cds_XP_024100632.1_12316	3
lcl|NC_085928.1_cds_XP_024100899.1_12340	2
lcl|NC_085928.1_cds_XP_002814379.2_12356	2
lcl|NC_085928.1_cds_XP_024100103.3_12368	2
lcl|NC_085928.1_cds_XP_009237860.4_12385	2
lcl|NC_085928.1_cds_XP_054409034.1_12403	4
lcl|NC_085928.1_cds_XP_024100476.2_12423	4
lcl|NC_085928.1_cds_XP_054409049.2_12437	3
lcl|NC_085928.1_cds_XP_024100322.2_12442	3
lcl|NC_085928.1_cds_NP_001125887.1_12446	3
lcl|NC_085928.1_cds_XP_054409051.1_12447	3
lcl|NC_085928.1_cds_XP_002814407.1_12472	3
lcl|NC_085928.1_cds_XP_024100344.2_12485	3
lcl|NC_085928.1_cds_XP_024100346.2_12487	3
lcl|NC_085928.1_cds_XP_024100596.3_12489	3
lcl|NC_085928.1_cds_NP_001126034.1_12495	4
lcl|NC_085928.1_cds_XP_002814472.2_12637	4
lcl|NC_085928.1_cds_XP_024100312.2_12638	4
lcl|NC_085928.1_cds_XP_054406955.2_12660	3
lcl|NC_085928.1_cds_XP_063578503.1_12709	4
lcl|NC_085928.1_cds_XP_063578504.1_12711	4
lcl|NC_085928.1_cds_XP_054406987.2_12717	3
lcl|NC_085928.1_cds_XP_024096975.1_12801	3
lcl|NC_085928.1_cds_XP_063578510.1_12819	4
lcl|NC_085928.1_cds_XP_054407060.2_12828	4
lcl|NC_071988.2_cds_XP_009237985.3_12887	4
lcl|NC_071988.2_cds_XP_054409614.1_12890	2
lcl|NC_071988.2_cds_XP_024101749.1_12901	2
lcl|NC_071988.2_cds_XP_063578660.1_12927	2
lcl|NC_071988.2_cds_XP_063579331.1_12933	2
lcl|NC_071988.2_cds_XP_002814554.3_12989	4
lcl|NC_071988.2_cds_XP_063579346.1_12999	3
lcl|NC_071988.2_cds_XP_054410886.2_13004	2
lcl|NC_071988.2_cds_XP_063579340.1_13010	2
lcl|NC_071988.2_cds_XP_002814567.2_13051	2
lcl|NC_071988.2_cds_XP_024101641.3_13081	4
lcl|NC_071988.2_cds_XP_063579361.1_13087	2
lcl|NC_071988.2_cds_NP_001128151.1_13128	2
lcl|NC_071988.2_cds_XP_024102095.3_13154	2
lcl|NC_071988.2_cds_XP_024101833.2_13167	2
lcl|NC_071988.2_cds_XP_063578643.1_13197	4
lcl|NC_071988.2_cds_NP_001127593.2_13209	4
lcl|NC_071988.2_cds_XP_002814606.5_13212	2
lcl|NC_071988.2_cds_XP_054409672.2_13215	4
lcl|NC_071988.2_cds_XP_024102346.3_13223	2
lcl|NC_071988.2_cds_XP_024102076.3_13236	2
lcl|NC_071988.2_cds_XP_009238069.4_13274	2
lcl|NC_071988.2_cds_XP_024101825.3_13301	2
lcl|NC_071988.2_cds_XP_054409687.1_13304	2
lcl|NC_071988.2_cds_XP_054409691.2_13319	2
lcl|NC_071988.2_cds_XP_054409702.2_13364	2
lcl|NC_071988.2_cds_XP_024102217.3_13398	2
lcl|NC_071988.2_cds_XP_054409754.1_13402	2
lcl|NC_071988.2_cds_XP_054409738.2_13406	2
lcl|NC_071988.2_cds_XP_054410955.1_13424	2
lcl|NC_071988.2_cds_XP_002814682.4_13436	2
lcl|NC_071988.2_cds_XP_054409764.2_13471	2
lcl|NC_071988.2_cds_XP_054409779.1_13502	2
lcl|NC_071988.2_cds_XP_054409786.2_13506	2
lcl|NC_071988.2_cds_XP_054409788.2_13518	2
lcl|NC_071988.2_cds_XP_054409791.2_13522	4
lcl|NC_071988.2_cds_XP_003776485.4_13523	4
lcl|NC_071988.2_cds_XP_024101611.3_13533	2
lcl|NC_071988.2_cds_XP_024102052.2_13577	3
lcl|NC_071988.2_cds_XP_024101889.2_13590	2
lcl|NC_071988.2_cds_XP_003776490.2_13591	2
lcl|NC_071988.2_cds_XP_002814733.3_13608	3
lcl|NC_071988.2_cds_XP_054409805.1_13612	2
lcl|NC_071988.2_cds_XP_054409829.2_13660	4
lcl|NC_071988.2_cds_XP_054409837.1_13688	4
lcl|NC_071988.2_cds_XP_024101492.3_13724	4
lcl|NC_071988.2_cds_XP_024101500.2_13746	4
lcl|NC_071988.2_cds_XP_002814769.1_13748	2
lcl|NC_071988.2_cds_XP_054409860.2_13771	2
lcl|NC_071988.2_cds_XP_054409876.1_13801	2
lcl|NC_071988.2_cds_XP_009238237.3_13809	2
lcl|NC_071988.2_cds_XP_002814793.1_13813	4
lcl|NC_071988.2_cds_XP_054409889.1_13855	3
lcl|NC_071988.2_cds_XP_063579502.1_13874	3
lcl|NC_071988.2_cds_XP_024101634.1_13879	3
lcl|NC_071988.2_cds_XP_054409957.1_13907	2
lcl|NC_071988.2_cds_XP_054409945.2_13920	4
lcl|NC_071988.2_cds_XP_054409972.1_13930	2
lcl|NC_071988.2_cds_NP_001126679.1_13942	3
lcl|NC_071988.2_cds_XP_024101324.1_13956	2
lcl|NC_071988.2_cds_XP_002814831.1_13986	4
lcl|NC_071988.2_cds_XP_024102193.1_13994	2
lcl|NC_071988.2_cds_XP_054409986.1_13995	4
lcl|NC_071988.2_cds_XP_002814839.2_14065	4
lcl|NC_071988.2_cds_XP_002814882.3_14158	4
lcl|NC_071988.2_cds_XP_024102030.2_14169	3
lcl|NC_071988.2_cds_XP_054410016.1_14176	3
lcl|NC_071988.2_cds_XP_054410018.1_14191	2
lcl|NC_071988.2_cds_XP_063579529.1_14262	2
lcl|NC_071988.2_cds_XP_054410040.1_14308	4
lcl|NC_071988.2_cds_XP_054410069.1_14322	4
lcl|NC_071988.2_cds_XP_054410078.1_14366	3
lcl|NC_071988.2_cds_XP_002814955.1_14375	3
lcl|NC_071988.2_cds_XP_024101368.2_14488	3
lcl|NC_071988.2_cds_XP_002814975.2_14491	2
lcl|NC_071988.2_cds_XP_002814981.2_14512	4
lcl|NC_071988.2_cds_XP_054410103.1_14538	3
lcl|NC_071988.2_cds_XP_024101785.2_14564	4
lcl|NC_071988.2_cds_XP_024101599.2_14597	4
lcl|NC_071988.2_cds_XP_024102224.2_14615	4
lcl|NC_071988.2_cds_XP_024101658.2_14624	2
lcl|NC_071988.2_cds_XP_024101772.2_14630	4
lcl|NC_071988.2_cds_XP_024101812.2_14632	2
lcl|NC_071988.2_cds_XP_054410125.1_14637	3
lcl|NC_071988.2_cds_XP_063579576.1_14659	3
lcl|NC_071988.2_cds_XP_054410138.1_14687	4
lcl|NC_071988.2_cds_XP_054410140.1_14689	2
lcl|NC_071988.2_cds_XP_024101769.1_14707	3
lcl|NC_071988.2_cds_NP_001361068.1_14710	2
lcl|NC_071988.2_cds_XP_009238476.1_14734	2
lcl|NC_071988.2_cds_XP_063579615.1_14791	4
lcl|NC_071988.2_cds_XP_024102022.2_14793	4
lcl|NC_071988.2_cds_XP_024101800.2_14805	4
lcl|NC_071988.2_cds_XP_054409488.1_14809	4
lcl|NC_071988.2_cds_NP_001125103.1_14813	2
lcl|NC_071988.2_cds_XP_024101550.2_14847	4
lcl|NC_071988.2_cds_XP_002815071.3_14855	3
lcl|NC_071988.2_cds_XP_024101587.1_14876	3
lcl|NC_071988.2_cds_XP_024102008.2_14973	2
lcl|NC_071988.2_cds_XP_002815105.3_14989	4
lcl|NC_071988.2_cds_NP_001126365.1_15004	4
lcl|NC_071988.2_cds_XP_054410301.1_15016	4
lcl|NC_071988.2_cds_XP_024101721.2_15036	2
lcl|NC_071988.2_cds_XP_054410351.1_15081	4
lcl|NC_071988.2_cds_XP_054410366.1_15119	4
lcl|NC_071988.2_cds_XP_024101838.2_15125	4
lcl|NC_071988.2_cds_XP_003776567.3_15127	2
lcl|NC_071988.2_cds_XP_024101659.2_15138	4
lcl|NC_071988.2_cds_XP_024101569.2_15141	4
lcl|NC_071988.2_cds_XP_002815137.3_15146	2
lcl|NC_071988.2_cds_XP_009238557.1_15158	3
lcl|NC_071988.2_cds_XP_054410399.1_15190	2
lcl|NC_071988.2_cds_XP_054410425.1_15192	3
lcl|NC_071988.2_cds_XP_002815167.5_15240	3
lcl|NC_071988.2_cds_XP_024102035.2_15251	2
lcl|NC_071988.2_cds_XP_024101937.2_15252	2
lcl|NC_071988.2_cds_XP_054410443.1_15258	3
lcl|NC_071988.2_cds_XP_024102115.1_15264	2
lcl|NC_071988.2_cds_NP_001153257.1_15266	2
lcl|NC_071988.2_cds_XP_024101706.1_15285	2
lcl|NC_071988.2_cds_XP_009238592.3_15302	3
lcl|NC_071988.2_cds_XP_054410478.1_15321	2
lcl|NC_071988.2_cds_XP_054410481.1_15328	4
lcl|NC_071988.2_cds_NP_001126952.1_15355	2
lcl|NC_071988.2_cds_XP_002815203.3_15364	4
lcl|NC_071988.2_cds_XP_024102087.1_15384	4
lcl|NC_071988.2_cds_NP_001127308.1_15407	4
lcl|NC_071988.2_cds_XP_002815217.2_15413	2
lcl|NC_071988.2_cds_XP_024101699.1_15417	2
lcl|NC_071988.2_cds_XP_024101961.2_15420	4
lcl|NC_071988.2_cds_XP_009238622.3_15448	3
lcl|NC_071988.2_cds_XP_024101951.2_15461	4
lcl|NC_071988.2_cds_XP_024101900.2_15501	3
lcl|NC_071988.2_cds_XP_054409532.1_15520	3
lcl|NC_071988.2_cds_XP_054409537.1_15535	4
lcl|NC_071988.2_cds_XP_002815261.1_15551	4
lcl|NC_071988.2_cds_XP_024102135.1_15568	4
lcl|NC_071988.2_cds_XP_009238659.3_15593	2
lcl|NC_071988.2_cds_XP_024102167.2_15611	2
lcl|NC_071988.2_cds_XP_009238668.3_15617	4
lcl|NC_071988.2_cds_XP_054410608.1_15648	4
lcl|NC_071988.2_cds_XP_054410626.1_15676	4
lcl|NC_071988.2_cds_XP_024101864.1_15680	2
lcl|NC_071988.2_cds_XP_024101778.1_15715	4
lcl|NC_071988.2_cds_XP_024101808.2_15750	4
lcl|NC_071988.2_cds_XP_054410650.1_15758	4
lcl|NC_071988.2_cds_XP_054410652.1_15763	2
lcl|NC_071988.2_cds_XP_054410659.1_15769	2
lcl|NC_071988.2_cds_NP_001125455.1_15790	2
lcl|NC_071988.2_cds_XP_024101621.2_15803	3
lcl|NC_071988.2_cds_XP_054409333.1_15813	2
lcl|NC_071988.2_cds_XP_054410710.1_15874	3
lcl|NC_071988.2_cds_XP_054410714.1_15880	2
lcl|NC_071988.2_cds_XP_054409555.1_15904	2
lcl|NC_071988.2_cds_XP_002815374.1_15942	4
lcl|NC_071988.2_cds_XP_002815382.4_15954	3
lcl|NC_071988.2_cds_XP_054409388.1_15955	4
lcl|NC_071988.2_cds_XP_054410772.1_16025	2
lcl|NC_071988.2_cds_XP_054410773.1_16047	2
lcl|NC_071988.2_cds_XP_054410787.1_16075	4
lcl|NC_071988.2_cds_XP_024102316.1_16093	2
lcl|NC_071988.2_cds_XP_009238793.2_16125	2
lcl|NC_071989.2_cds_XP_054411280.1_16145	4
lcl|NC_071989.2_cds_XP_063580586.1_16160	4
lcl|NC_071989.2_cds_XP_024103238.2_16208	2
lcl|NC_071989.2_cds_XP_054411338.1_16212	2
lcl|NC_071989.2_cds_XP_054411361.1_16259	2
lcl|NC_071989.2_cds_XP_024103034.2_16261	2
lcl|NC_071989.2_cds_XP_054411371.1_16277	2
lcl|NC_071989.2_cds_XP_024103022.2_16290	2
lcl|NC_071989.2_cds_XP_002815474.1_16308	3
lcl|NC_071989.2_cds_XP_054411386.1_16315	2
lcl|NC_071989.2_cds_XP_024103279.2_16320	2
lcl|NC_071989.2_cds_XP_024103441.2_16321	2
lcl|NC_071989.2_cds_XP_024102722.2_16353	2
lcl|NC_071989.2_cds_XP_054411252.1_16374	4
lcl|NC_071989.2_cds_XP_024103066.1_16391	2
lcl|NC_071989.2_cds_XP_054411426.1_16398	4
lcl|NC_071989.2_cds_XP_054410990.1_16406	2
lcl|NC_071989.2_cds_XP_024103402.2_16414	4
lcl|NC_071989.2_cds_XP_002815524.3_16425	4
lcl|NC_071989.2_cds_XP_054411443.1_16455	2
lcl|NC_071989.2_cds_XP_024102795.1_16491	2
lcl|NC_071989.2_cds_XP_024103167.2_16499	2
lcl|NC_071989.2_cds_XP_024103176.2_16507	4
lcl|NC_071989.2_cds_XP_024102756.1_16509	3
lcl|NC_071989.2_cds_XP_003776627.2_16517	3
lcl|NC_071989.2_cds_XP_054411473.1_16521	2
lcl|NC_071989.2_cds_XP_024102699.2_16527	4
lcl|NC_071989.2_cds_XP_009238938.3_16535	2
lcl|NC_071989.2_cds_XP_054411487.1_16543	4
lcl|NC_071989.2_cds_XP_002815564.3_16558	4
lcl|NC_071989.2_cds_NP_001125756.1_16561	4
lcl|NC_071989.2_cds_XP_024102867.2_16563	4
lcl|NC_071989.2_cds_XP_024102947.2_16564	4
lcl|NC_071989.2_cds_XP_002815589.3_16646	2
lcl|NC_071989.2_cds_XP_024102609.2_16649	3
lcl|NC_071989.2_cds_XP_002815595.2_16657	4
lcl|NC_071989.2_cds_XP_009238987.3_16697	2
lcl|NC_071989.2_cds_XP_024103409.1_16698	2
lcl|NC_071989.2_cds_XP_024102830.1_16731	4
lcl|NC_071989.2_cds_XP_002815621.2_16736	2
lcl|NC_071989.2_cds_XP_024102990.3_16790	2
lcl|NC_071989.2_cds_XP_054411579.1_16802	3
lcl|NC_071989.2_cds_XP_024103073.2_16827	3
lcl|NC_071989.2_cds_XP_054412395.2_16860	2
lcl|NC_071989.2_cds_XP_054412399.2_16872	2
lcl|NC_071989.2_cds_XP_002815676.4_16971	4
lcl|NC_071989.2_cds_XP_024103205.3_16979	2
lcl|NC_071989.2_cds_XP_024102626.3_16988	4
lcl|NC_071989.2_cds_NP_001360861.1_16993	3
lcl|NC_071989.2_cds_XP_063580028.1_17013	2
lcl|NC_071989.2_cds_XP_054411612.1_17042	4
lcl|NC_071989.2_cds_NP_001126511.1_17043	3
lcl|NC_071989.2_cds_XP_063580091.1_17054	4
lcl|NC_071989.2_cds_XP_002815707.1_17080	2
lcl|NC_071989.2_cds_XP_002815729.2_17110	3
lcl|NC_071989.2_cds_XP_024103299.2_17136	2
lcl|NC_071989.2_cds_XP_002815734.4_17151	4
lcl|NC_071989.2_cds_XP_024103393.3_17158	4
lcl|NC_071989.2_cds_XP_002815747.4_17163	2
lcl|NC_071989.2_cds_XP_063579930.1_17188	2
lcl|NC_071989.2_cds_XP_024102720.1_17199	4
lcl|NC_071989.2_cds_XP_002815763.3_17255	4
lcl|NC_071989.2_cds_XP_054411013.1_17266	2
lcl|NC_071989.2_cds_XP_054411711.1_17330	4
lcl|NC_071989.2_cds_XP_054412414.2_17370	2
lcl|NC_071989.2_cds_XP_024102891.2_17379	2
lcl|NC_071989.2_cds_XP_024102896.1_17388	2
lcl|NC_071989.2_cds_XP_024102855.1_17402	4
lcl|NC_071989.2_cds_XP_054411105.2_17474	4
lcl|NC_071989.2_cds_NP_001124597.1_17477	4
lcl|NC_071989.2_cds_XP_024102718.2_17478	3
lcl|NC_071989.2_cds_XP_054411732.1_17487	2
lcl|NC_071989.2_cds_XP_002815813.3_17496	3
lcl|NC_071989.2_cds_XP_054411743.1_17529	3
lcl|NC_071989.2_cds_XP_002815820.1_17595	2
lcl|NC_071989.2_cds_XP_002815825.2_17615	2
lcl|NC_071989.2_cds_XP_054411791.1_17628	2
lcl|NC_071989.2_cds_XP_063579919.1_17651	4
lcl|NC_071989.2_cds_XP_054411091.1_17658	3
lcl|NC_071989.2_cds_XP_024102406.2_17660	2
lcl|NC_071989.2_cds_XP_002815846.1_17690	2
lcl|NC_071989.2_cds_XP_054411814.2_17700	4
lcl|NC_071989.2_cds_XP_054411826.1_17706	2
lcl|NC_071989.2_cds_XP_054411849.2_17745	4
lcl|NC_071989.2_cds_XP_054411855.2_17757	3
lcl|NC_071989.2_cds_XP_054411856.1_17761	4
lcl|NC_071989.2_cds_XP_054411864.2_17779	4
lcl|NC_071989.2_cds_XP_002815887.3_17789	2
lcl|NC_071989.2_cds_XP_024102746.2_17792	3
lcl|NC_071989.2_cds_XP_054411871.2_17795	2
lcl|NC_071989.2_cds_NP_001359333.1_17799	2
lcl|NC_071989.2_cds_XP_054411874.1_17819	3
lcl|NC_071989.2_cds_NP_001125068.2_17838	2
lcl|NC_071989.2_cds_XP_002815909.3_17894	3
lcl|NC_071989.2_cds_XP_054411914.2_17917	3
lcl|NC_071989.2_cds_XP_063580333.1_17925	3
lcl|NC_071989.2_cds_NP_001125029.1_17940	3
lcl|NC_071989.2_cds_XP_024102939.2_17943	4
lcl|NC_071989.2_cds_XP_024103435.1_18011	3
lcl|NC_071989.2_cds_XP_002815939.2_18030	4
lcl|NC_071989.2_cds_XP_024103038.1_18035	3
lcl|NC_071989.2_cds_XP_054412361.1_18081	2
lcl|NC_071989.2_cds_XP_024102978.1_18114	3
lcl|NC_071989.2_cds_NP_001126650.1_18132	3
lcl|NC_071989.2_cds_XP_024103287.2_18133	3
lcl|NC_071989.2_cds_XP_024103015.3_18152	3
lcl|NC_071989.2_cds_XP_024102734.1_18161	3
lcl|NC_071989.2_cds_XP_009239355.1_18181	3
lcl|NC_071989.2_cds_XP_002815990.3_18202	2
lcl|NC_071989.2_cds_XP_024103310.1_18245	2
lcl|NC_071989.2_cds_XP_024102844.3_18258	3
lcl|NC_071989.2_cds_XP_024102848.1_18262	3
lcl|NC_071989.2_cds_XP_024102474.1_18322	2
lcl|NC_071989.2_cds_XP_063579928.1_18346	2
lcl|NC_071989.2_cds_XP_003776730.3_18348	2
lcl|NC_071989.2_cds_XP_054411964.2_18357	2
lcl|NC_071989.2_cds_XP_054411963.2_18359	2
lcl|NC_071989.2_cds_XP_063580574.1_18361	2
lcl|NC_071989.2_cds_XP_054411962.1_18362	2
lcl|NC_071989.2_cds_XP_063580575.1_18366	3
lcl|NC_071989.2_cds_XP_024103443.3_18388	3
lcl|NC_071989.2_cds_XP_024103362.1_18391	3
lcl|NC_071989.2_cds_XP_024102840.2_18396	4
lcl|NC_071989.2_cds_XP_063580372.1_18460	3
lcl|NC_071989.2_cds_XP_054403019.1_18462	3
lcl|NC_071989.2_cds_XP_024102905.1_18467	2
lcl|NC_071989.2_cds_XP_002816096.2_18502	4
lcl|NC_071989.2_cds_XP_024103079.2_18518	3
lcl|NC_071989.2_cds_XP_063580381.1_18534	3
lcl|NC_071989.2_cds_XP_002816115.3_18574	4
lcl|NC_071989.2_cds_XP_024102931.3_18579	2
lcl|NC_071989.2_cds_XP_009239448.3_18585	3
lcl|NC_071989.2_cds_XP_024103185.3_18589	4
lcl|NC_071989.2_cds_XP_002816120.3_18590	2
lcl|NC_071989.2_cds_XP_009239460.4_18602	4
lcl|NC_071989.2_cds_XP_063580393.1_18619	2
lcl|NC_071989.2_cds_XP_024103117.3_18682	4
lcl|NC_071989.2_cds_XP_054412090.2_18705	3
lcl|NC_071989.2_cds_XP_024103499.1_18731	3
lcl|NC_071989.2_cds_XP_002816156.2_18749	4
lcl|NC_071989.2_cds_XP_003780483.2_18753	3
lcl|NC_071989.2_cds_XP_054411093.1_18783	3
lcl|NC_071989.2_cds_XP_024103448.2_18792	3
lcl|NC_071989.2_cds_XP_054412154.2_18847	4
lcl|NC_071989.2_cds_XP_054412162.2_18866	4
lcl|NC_071989.2_cds_XP_024103219.1_18886	3
lcl|NC_071989.2_cds_XP_024102820.1_18899	4
lcl|NC_071989.2_cds_XP_009239547.4_18907	4
lcl|NC_071989.2_cds_XP_054412195.1_18931	4
lcl|NC_071989.2_cds_XP_002816236.3_18962	3
lcl|NC_071989.2_cds_XP_063580467.1_18972	4
lcl|NC_071989.2_cds_XP_024102766.2_19035	3
lcl|NC_071989.2_cds_XP_024102922.2_19101	3
lcl|NC_071989.2_cds_XP_063580587.1_19127	3
lcl|NC_071989.2_cds_XP_024102936.2_19130	3
lcl|NC_071989.2_cds_XP_002816291.2_19141	2
lcl|NC_071989.2_cds_XP_054412300.1_19142	4
lcl|NC_071989.2_cds_XP_024102790.2_19163	4
lcl|NC_071989.2_cds_XP_063580663.1_19205	4
lcl|NC_071989.2_cds_XP_002816347.3_19238	2
lcl|NC_071989.2_cds_XP_009239631.4_19247	2
lcl|NC_071989.2_cds_XP_024102819.1_19279	3
lcl|NC_071989.2_cds_XP_003776777.1_19308	4
lcl|NC_071989.2_cds_XP_024102878.3_19338	4
lcl|NC_071989.2_cds_XP_054412654.1_19355	4
lcl|NC_071990.2_cds_NP_001126186.1_19404	2
lcl|NC_071990.2_cds_NP_001126223.1_19468	3
lcl|NC_071990.2_cds_XP_054413141.2_19509	2
lcl|NC_071990.2_cds_XP_054413145.2_19521	4
lcl|NC_071990.2_cds_XP_002816443.4_19524	2
lcl|NC_071990.2_cds_XP_002816470.4_19591	4
lcl|NC_071990.2_cds_XP_024104676.3_19598	2
lcl|NC_071990.2_cds_XP_054413204.1_19681	4
lcl|NC_071990.2_cds_XP_054413224.2_19704	2
lcl|NC_071990.2_cds_XP_024104333.1_19712	4
lcl|NC_071990.2_cds_XP_009239730.2_19719	3
lcl|NC_071990.2_cds_XP_063581460.1_19769	4
lcl|NC_071990.2_cds_XP_054413263.2_19773	4
lcl|NC_071990.2_cds_XP_054413274.2_19796	4
lcl|NC_071990.2_cds_XP_054412975.2_19818	4
lcl|NC_071990.2_cds_XP_024103847.2_19924	4
lcl|NC_071990.2_cds_XP_024104512.3_20043	3
lcl|NC_071990.2_cds_XP_024103638.1_20077	3
lcl|NC_071990.2_cds_XP_024103904.3_20158	3
lcl|NC_071990.2_cds_XP_054414609.1_20160	3
lcl|NC_071990.2_cds_XP_002816680.3_20173	3
lcl|NC_071990.2_cds_XP_024103914.3_20186	4
lcl|NC_071990.2_cds_XP_024104696.3_20196	3
lcl|NC_071990.2_cds_XP_063581500.1_20213	4
lcl|NC_071990.2_cds_XP_054413059.2_20215	4
lcl|NC_071990.2_cds_XP_024103609.3_20229	3
lcl|NC_071990.2_cds_XP_024103963.2_20301	3
lcl|NC_071990.2_cds_XP_024103965.1_20305	3
lcl|NC_071990.2_cds_XP_024104083.1_20381	3
lcl|NC_071990.2_cds_XP_024104082.1_20384	4
lcl|NC_071990.2_cds_XP_063581266.1_20388	3
lcl|NC_071990.2_cds_XP_054414686.2_20406	3
lcl|NC_071990.2_cds_XP_024104011.2_20424	3
lcl|NC_071990.2_cds_XP_054414691.2_20436	3
lcl|NC_071990.2_cds_XP_054414692.2_20439	3
lcl|NC_071990.2_cds_XP_054414693.2_20441	3
lcl|NC_071990.2_cds_XP_024104526.2_20484	4
lcl|NC_071990.2_cds_XP_054413339.1_20501	3
lcl|NC_071990.2_cds_XP_054413352.2_20531	3
lcl|NC_071990.2_cds_XP_054413367.1_20586	3
lcl|NC_071990.2_cds_XP_024103829.1_20594	3
lcl|NC_071990.2_cds_XP_024104728.1_20605	2
lcl|NC_071990.2_cds_XP_009240043.2_20638	3
lcl|NC_071990.2_cds_XP_054414702.1_20650	2
lcl|NC_071990.2_cds_XP_024104917.1_20659	3
lcl|NC_071990.2_cds_XP_024104007.3_20728	4
lcl|NC_071990.2_cds_XP_054413402.1_20736	3
lcl|NC_071990.2_cds_XP_024104127.3_20766	4
lcl|NC_071990.2_cds_XP_024103637.1_20799	3
lcl|NC_071990.2_cds_XP_024104913.2_20805	3
lcl|NC_071990.2_cds_XP_063580835.1_20821	2
lcl|NC_071990.2_cds_XP_054414747.1_20836	3
lcl|NC_071990.2_cds_XP_002816933.4_20940	4
lcl|NC_071990.2_cds_XP_054413464.1_20968	4
lcl|NC_071990.2_cds_XP_024104264.2_20977	2
lcl|NC_071990.2_cds_XP_024104636.3_20990	4
lcl|NC_071990.2_cds_XP_002816948.2_21009	3
lcl|NC_071990.2_cds_XP_024103578.3_21029	3
lcl|NC_071990.2_cds_XP_063581311.1_21045	3
lcl|NC_071990.2_cds_XP_054413501.2_21054	3
lcl|NC_071990.2_cds_XP_063581318.1_21059	2
lcl|NC_071990.2_cds_XP_009240188.4_21077	3
lcl|NC_071990.2_cds_XP_054413518.2_21078	3
lcl|NC_071990.2_cds_XP_024103871.1_21115	4
lcl|NC_071990.2_cds_XP_054413574.1_21220	2
lcl|NC_071990.2_cds_XP_009240212.3_21231	4
lcl|NC_071990.2_cds_XP_002817009.3_21234	4
lcl|NC_071990.2_cds_XP_054413590.1_21245	4
lcl|NC_071990.2_cds_XP_024104185.3_21276	4
lcl|NC_071990.2_cds_XP_002817065.3_21320	4
lcl|NC_071990.2_cds_XP_009240253.3_21322	2
