sequence	Cluster
lcl|NC_086017.1_cds_XP_018879827.3_10684	3
lcl|NC_086017.1_cds_XP_018879825.4_10686	3
lcl|NC_086017.1_cds_XP_018878646.2_10696	2
lcl|NC_086017.1_cds_XP_055237550.1_10724	4
lcl|NC_086017.1_cds_XP_055237567.2_10754	2
lcl|NC_086017.1_cds_XP_018879197.3_10771	4
lcl|NC_086017.1_cds_XP_018879740.4_10785	2
lcl|NC_086017.1_cds_XP_030865100.3_10801	4
lcl|NC_086017.1_cds_XP_055237606.1_10809	4
lcl|NC_086017.1_cds_XP_063560107.1_10819	2
lcl|NC_086017.1_cds_XP_004036122.3_10824	4
lcl|NC_086017.1_cds_XP_055237631.1_10853	4
lcl|NC_086017.1_cds_XP_030865563.1_10954	2
lcl|NC_086017.1_cds_XP_018880273.1_11000	3
lcl|NC_086017.1_cds_XP_055239730.2_11006	4
lcl|NC_086017.1_cds_XP_030864929.2_11022	4
lcl|NC_086017.1_cds_XP_030865742.1_11043	2
lcl|NC_086017.1_cds_XP_063560172.1_11074	2
lcl|NC_086017.1_cds_XP_004036227.2_11083	3
lcl|NC_086017.1_cds_XP_055239784.2_11089	2
lcl|NC_086017.1_cds_XP_055239792.1_11100	3
lcl|NC_086017.1_cds_XP_055239801.2_11105	2
lcl|NC_086017.1_cds_XP_018879999.3_11119	3
lcl|NC_086017.1_cds_XP_030864904.1_11123	4
lcl|NC_086017.1_cds_XP_055239821.2_11166	2
lcl|NC_086017.1_cds_XP_063560194.1_11191	4
lcl|NC_086017.1_cds_XP_004036276.4_11213	3
lcl|NC_086017.1_cds_XP_030865225.1_11234	3
lcl|NC_086017.1_cds_XP_004036285.3_11242	4
lcl|NC_086017.1_cds_XP_018879414.3_11291	2
lcl|NC_086017.1_cds_XP_004036317.1_11312	4
lcl|NC_086017.1_cds_XP_063560213.1_11330	4
lcl|NC_086017.1_cds_XP_004036339.4_11353	3
lcl|NC_086017.1_cds_XP_063560246.1_11381	2
lcl|NC_086017.1_cds_XP_063560247.1_11382	2
lcl|NC_086017.1_cds_XP_004036351.1_11383	4
lcl|NC_086017.1_cds_XP_018879223.3_11386	4
lcl|NC_086017.1_cds_XP_030865329.3_11439	3
lcl|NC_086017.1_cds_XP_004036366.4_11447	3
lcl|NC_086017.1_cds_XP_018878907.3_11477	3
lcl|NC_086017.1_cds_XP_055239267.1_11562	4
lcl|NC_086017.1_cds_XP_055238920.1_11564	2
lcl|NC_086017.1_cds_XP_055238927.2_11573	4
lcl|NC_086017.1_cds_XP_063560314.1_11631	4
lcl|NC_086017.1_cds_XP_030865390.1_11652	4
lcl|NC_086017.1_cds_XP_004037791.1_11669	4
lcl|NC_086017.1_cds_XP_030865271.3_11681	2
lcl|NC_086017.1_cds_XP_055239045.1_11692	2
lcl|NC_086017.1_cds_XP_030865574.2_11734	3
lcl|NC_086017.1_cds_XP_018879790.1_11772	4
lcl|NC_086017.1_cds_XP_018879793.2_11774	4
lcl|NC_086017.1_cds_XP_018879679.1_11794	3
lcl|NC_086017.1_cds_XP_055239432.2_11831	3
lcl|NC_086017.1_cds_XP_018879449.3_11837	3
lcl|NC_086017.1_cds_XP_063560361.1_11840	2
lcl|NC_086017.1_cds_XP_055238952.2_11871	3
lcl|NC_086017.1_cds_XP_055238951.2_11889	2
lcl|NC_086017.1_cds_XP_018880288.1_11926	3
lcl|NC_086017.1_cds_XP_018879975.1_11927	3
lcl|NC_086017.1_cds_XP_030865620.3_11938	3
lcl|NC_086017.1_cds_XP_055237864.2_11965	2
lcl|NC_086017.1_cds_XP_018879338.1_12035	3
lcl|NC_086017.1_cds_XP_018878624.3_12061	2
lcl|NC_086017.1_cds_XP_004038008.3_12062	4
lcl|NC_086017.1_cds_XP_018880377.3_12070	2
lcl|NC_086017.1_cds_XP_055239654.2_12074	2
lcl|NC_086017.1_cds_XP_018880162.1_12100	3
lcl|NC_086017.1_cds_XP_018879840.1_12136	4
lcl|NC_086017.1_cds_XP_055237427.2_12164	4
lcl|NC_086017.1_cds_XP_055237442.1_12168	2
lcl|NC_086017.1_cds_XP_030865178.1_12171	2
lcl|NC_086017.1_cds_XP_063560428.1_12196	4
lcl|NC_086017.1_cds_XP_063560437.1_12199	2
lcl|NC_086017.1_cds_XP_004038084.1_12253	4
lcl|NC_086017.1_cds_XP_004038112.4_12282	3
lcl|NC_086017.1_cds_XP_063560478.1_12312	3
lcl|NC_086017.1_cds_XP_030865352.2_12326	3
lcl|NC_086017.1_cds_XP_004038121.4_12348	3
lcl|NC_086017.1_cds_XP_055237945.2_12373	4
lcl|NC_086017.1_cds_XP_030865107.3_12390	2
lcl|NC_086017.1_cds_XP_055237965.2_12409	4
lcl|NC_086017.1_cds_XP_004038176.1_12428	4
lcl|NC_086017.1_cds_XP_018878603.3_12429	4
lcl|NC_086017.1_cds_XP_055237988.2_12444	4
lcl|NC_086017.1_cds_XP_063560498.1_12456	4
lcl|NC_086017.1_cds_XP_018878623.2_12468	4
lcl|NC_086017.1_cds_XP_063560506.1_12470	4
lcl|NC_086017.1_cds_XP_055238004.2_12478	4
lcl|NC_086017.1_cds_XP_055238051.2_12509	2
lcl|NC_086017.1_cds_XP_004038267.5_12616	2
lcl|NC_086017.1_cds_XP_004038269.3_12617	2
lcl|NC_086017.1_cds_XP_030865239.1_12633	4
lcl|NC_086017.1_cds_XP_063560546.1_12662	3
lcl|NC_086017.1_cds_XP_055238124.2_12671	2
lcl|NC_086017.1_cds_XP_063560563.1_12677	2
lcl|NC_086017.1_cds_XP_055238685.2_12685	4
lcl|NC_086017.1_cds_XP_055238733.1_12809	4
lcl|NC_086017.1_cds_XP_018878927.3_12869	4
lcl|NC_073227.2_cds_XP_030865918.2_12898	2
lcl|NC_073227.2_cds_XP_004038343.1_12905	3
lcl|NC_073227.2_cds_XP_055240230.2_12913	3
lcl|NC_073227.2_cds_XP_055240243.1_12932	3
lcl|NC_073227.2_cds_XP_055240254.1_12955	3
lcl|NC_073227.2_cds_XP_063561124.1_13022	2
lcl|NC_073227.2_cds_XP_030866256.1_13041	2
lcl|NC_073227.2_cds_XP_063561218.1_13060	4
lcl|NC_073227.2_cds_XP_055240343.2_13066	3
lcl|NC_073227.2_cds_XP_030866339.3_13075	3
lcl|NC_073227.2_cds_XP_055240361.2_13111	3
lcl|NC_073227.2_cds_XP_030865871.3_13134	3
lcl|NC_073227.2_cds_XP_055240390.2_13138	3
lcl|NC_073227.2_cds_XP_055240397.2_13145	2
lcl|NC_073227.2_cds_XP_055241352.2_13172	3
lcl|NC_073227.2_cds_XP_055241364.2_13186	3
lcl|NC_073227.2_cds_XP_055241373.1_13201	3
lcl|NC_073227.2_cds_XP_004038445.5_13219	3
lcl|NC_073227.2_cds_XP_055241843.2_13226	2
lcl|NC_073227.2_cds_XP_030866166.3_13234	2
lcl|NC_073227.2_cds_XP_004038438.5_13243	3
lcl|NC_073227.2_cds_XP_004038432.4_13253	3
lcl|NC_073227.2_cds_XP_063561272.1_13312	3
lcl|NC_073227.2_cds_XP_018881173.3_13334	3
lcl|NC_073227.2_cds_XP_055241652.2_13338	3
lcl|NC_073227.2_cds_XP_018880829.4_13355	3
lcl|NC_073227.2_cds_XP_018881363.2_13389	3
lcl|NC_073227.2_cds_XP_055241438.2_13415	3
lcl|NC_073227.2_cds_XP_055241440.1_13420	3
lcl|NC_073227.2_cds_XP_055241431.1_13430	3
lcl|NC_073227.2_cds_XP_018881469.1_13437	3
lcl|NC_073227.2_cds_XP_018881388.3_13461	3
lcl|NC_073227.2_cds_XP_018881231.2_13487	3
lcl|NC_073227.2_cds_XP_030866253.3_13507	3
lcl|NC_073227.2_cds_XP_004038569.1_13514	3
lcl|NC_073227.2_cds_XP_018881416.2_13526	3
lcl|NC_073227.2_cds_XP_030866198.3_13530	2
lcl|NC_073227.2_cds_XP_004038578.4_13531	2
lcl|NC_073227.2_cds_XP_018881142.2_13537	3
lcl|NC_073227.2_cds_XP_018881008.3_13577	4
lcl|NC_073227.2_cds_XP_004038609.1_13582	3
lcl|NC_073227.2_cds_XP_004038611.1_13584	3
lcl|NC_073227.2_cds_XP_055240785.1_13595	4
lcl|NC_073227.2_cds_XP_063561302.1_13599	3
lcl|NC_073227.2_cds_XP_018881028.4_13658	3
lcl|NC_073227.2_cds_XP_004038670.3_13686	2
lcl|NC_073227.2_cds_XP_063561327.1_13722	2
lcl|NC_073227.2_cds_XP_004038685.4_13730	2
lcl|NC_073227.2_cds_XP_055241539.2_13735	3
lcl|NC_073227.2_cds_XP_055241548.1_13755	3
lcl|NC_073227.2_cds_XP_004038782.4_13798	3
lcl|NC_073227.2_cds_XP_018881567.4_13801	3
lcl|NC_073227.2_cds_XP_018881507.2_13806	2
lcl|NC_073227.2_cds_XP_063561343.1_13857	4
lcl|NC_073227.2_cds_XP_030866048.1_13872	4
lcl|NC_073227.2_cds_XP_030866049.3_13874	4
lcl|NC_073227.2_cds_XP_055241015.1_13898	3
lcl|NC_073227.2_cds_XP_018881513.4_13907	3
lcl|NC_073227.2_cds_XP_018881638.1_13916	3
lcl|NC_073227.2_cds_XP_018881367.1_13929	4
lcl|NC_073227.2_cds_XP_030866110.3_13938	3
lcl|NC_073227.2_cds_XP_004038735.3_13957	2
lcl|NC_073227.2_cds_XP_018881519.1_13966	3
lcl|NC_073227.2_cds_XP_030866360.2_13967	3
lcl|NC_073227.2_cds_XP_004038714.5_14035	2
lcl|NC_073227.2_cds_XP_018881174.3_14085	2
lcl|NC_073227.2_cds_XP_030866085.2_14112	4
lcl|NC_073227.2_cds_XP_018880518.3_14118	4
lcl|NC_073227.2_cds_XP_055241061.1_14125	3
lcl|NC_073227.2_cds_XP_030866322.1_14190	3
lcl|NC_073227.2_cds_XP_030866437.3_14232	4
lcl|NC_073227.2_cds_XP_055240520.2_14236	4
lcl|NC_073227.2_cds_XP_004038919.5_14286	4
lcl|NC_073227.2_cds_XP_018881123.4_14294	4
lcl|NC_073227.2_cds_XP_055240206.2_14310	3
lcl|NC_073227.2_cds_XP_055240930.2_14393	4
lcl|NC_073227.2_cds_XP_004038945.5_14396	4
lcl|NC_073227.2_cds_XP_004038961.4_14415	2
lcl|NC_073227.2_cds_XP_030866024.1_14434	4
lcl|NC_073227.2_cds_XP_063561473.1_14479	2
lcl|NC_073227.2_cds_XP_004039129.4_14501	2
lcl|NC_073227.2_cds_XP_030866223.1_14519	3
lcl|NC_073227.2_cds_XP_004039155.4_14528	3
lcl|NC_073227.2_cds_XP_018880923.2_14545	2
lcl|NC_073227.2_cds_XP_018880922.4_14547	3
lcl|NC_073227.2_cds_XP_018880925.1_14551	4
lcl|NC_073227.2_cds_XP_055240627.1_14569	4
lcl|NC_073227.2_cds_XP_018880478.2_14590	2
lcl|NC_073227.2_cds_XP_004039177.3_14591	3
lcl|NC_073227.2_cds_XP_030866344.1_14600	4
lcl|NC_073227.2_cds_XP_018881439.1_14603	3
lcl|NC_073227.2_cds_XP_055241692.2_14628	3
lcl|NC_073227.2_cds_XP_063561517.1_14680	2
lcl|NC_073227.2_cds_XP_030866229.3_14685	2
lcl|NC_073227.2_cds_XP_018881357.1_14704	4
lcl|NC_073227.2_cds_XP_004040253.3_14707	4
lcl|NC_073227.2_cds_XP_018881584.4_14749	2
lcl|NC_073227.2_cds_XP_004040272.5_14753	4
lcl|NC_073227.2_cds_XP_018881117.1_14772	4
lcl|NC_073227.2_cds_XP_055241698.1_14806	3
lcl|NC_073227.2_cds_XP_018881634.3_14836	4
lcl|NC_073227.2_cds_XP_030866265.3_14842	3
lcl|NC_073227.2_cds_XP_055241156.2_14854	2
lcl|NC_073227.2_cds_XP_030865888.3_14868	4
lcl|NC_073227.2_cds_XP_055241221.2_14926	2
lcl|NC_073227.2_cds_XP_004040359.3_14966	2
lcl|NC_073227.2_cds_XP_055240145.2_14968	2
lcl|NC_073227.2_cds_XP_004040363.3_14972	3
lcl|NC_073227.2_cds_XP_018881310.2_14977	2
lcl|NC_073227.2_cds_XP_004040368.3_14981	2
lcl|NC_073227.2_cds_XP_055240976.2_14984	3
lcl|NC_073227.2_cds_XP_004040376.1_15012	4
lcl|NC_073227.2_cds_XP_055241137.1_15040	3
lcl|NC_073227.2_cds_XP_018881012.3_15044	4
lcl|NC_073227.2_cds_XP_018881248.1_15070	4
lcl|NC_073227.2_cds_XP_004040418.5_15078	3
lcl|NC_073227.2_cds_XP_018881565.4_15079	3
lcl|NC_073227.2_cds_XP_004040421.5_15082	4
lcl|NC_073227.2_cds_XP_055241297.2_15090	2
lcl|NC_073227.2_cds_XP_018881601.3_15094	3
lcl|NC_073227.2_cds_XP_055241316.1_15119	3
lcl|NC_073227.2_cds_XP_055241337.1_15138	4
lcl|NC_073227.2_cds_XP_018881486.1_15161	3
lcl|NC_073227.2_cds_XP_004040438.1_15170	2
lcl|NC_073227.2_cds_XP_018880978.1_15200	3
lcl|NC_073227.2_cds_XP_030866037.3_15211	2
lcl|NC_073227.2_cds_XP_030866240.1_15226	3
lcl|NC_073227.2_cds_XP_055240719.1_15254	2
lcl|NC_073227.2_cds_XP_030866283.1_15258	3
lcl|NC_073227.2_cds_XP_018881124.1_15263	3
lcl|NC_073227.2_cds_XP_004040478.5_15264	2
lcl|NC_073227.2_cds_XP_030865883.2_15281	4
lcl|NC_073227.2_cds_XP_018881126.1_15317	2
lcl|NC_073227.2_cds_XP_004040517.1_15348	4
lcl|NC_073227.2_cds_XP_055240902.1_15357	2
lcl|NC_073227.2_cds_XP_055241493.2_15376	4
lcl|NC_073227.2_cds_XP_055241498.2_15389	2
lcl|NC_073227.2_cds_XP_055241507.2_15397	2
lcl|NC_073227.2_cds_XP_004040564.5_15418	4
lcl|NC_073227.2_cds_XP_030866211.3_15432	3
lcl|NC_073227.2_cds_XP_030866425.3_15451	3
lcl|NC_073227.2_cds_XP_018880884.1_15455	2
lcl|NC_073227.2_cds_XP_004040607.1_15495	2
lcl|NC_073227.2_cds_XP_030866078.3_15517	2
lcl|NC_073227.2_cds_XP_030866051.1_15525	3
lcl|NC_073227.2_cds_XP_055240044.1_15546	2
lcl|NC_073227.2_cds_XP_018880613.2_15589	2
lcl|NC_073227.2_cds_XP_030866354.2_15594	4
lcl|NC_073227.2_cds_XP_055241740.2_15600	2
lcl|NC_073227.2_cds_XP_004040653.1_15620	3
lcl|NC_073227.2_cds_XP_055241753.2_15631	4
lcl|NC_073227.2_cds_XP_018881016.1_15635	3
lcl|NC_073227.2_cds_XP_018880524.3_15687	4
lcl|NC_073227.2_cds_XP_018881594.3_15695	3
lcl|NC_073227.2_cds_XP_055241080.2_15708	3
lcl|NC_073227.2_cds_XP_030866203.3_15740	2
lcl|NC_073227.2_cds_XP_055240840.2_15754	4
lcl|NC_073227.2_cds_XP_055240843.2_15755	2
lcl|NC_073227.2_cds_XP_030865902.2_15807	3
lcl|NC_073227.2_cds_XP_030865904.3_15827	2
lcl|NC_073227.2_cds_XP_055240881.2_15852	2
lcl|NC_073227.2_cds_XP_018880459.4_15856	3
lcl|NC_073227.2_cds_XP_030865941.3_15883	3
lcl|NC_073228.2_cds_XP_018881921.3_15970	3
lcl|NC_073228.2_cds_XP_063561801.1_16020	4
lcl|NC_073228.2_cds_XP_018881959.2_16031	3
lcl|NC_073228.2_cds_XP_004040857.3_16165	4
lcl|NC_073228.2_cds_XP_055245426.2_16178	2
lcl|NC_073228.2_cds_XP_018883328.4_16186	2
lcl|NC_073228.2_cds_XP_055245447.2_16201	3
lcl|NC_073228.2_cds_XP_055245468.2_16217	3
lcl|NC_073228.2_cds_XP_055245478.1_16234	3
lcl|NC_073228.2_cds_XP_063562086.1_16262	2
lcl|NC_073228.2_cds_XP_055245273.2_16281	2
lcl|NC_073228.2_cds_XP_063562100.1_16289	2
lcl|NC_073228.2_cds_XP_018883372.4_16291	2
lcl|NC_073228.2_cds_XP_018882939.4_16351	2
lcl|NC_073228.2_cds_XP_055244750.2_16367	2
lcl|NC_073228.2_cds_XP_055244768.1_16427	2
lcl|NC_073228.2_cds_XP_055244811.2_16446	2
lcl|NC_073228.2_cds_XP_063562136.1_16471	4
lcl|NC_073228.2_cds_XP_018883032.2_16476	4
lcl|NC_073228.2_cds_XP_018883727.3_16493	4
lcl|NC_073228.2_cds_XP_055244846.2_16515	2
lcl|NC_073228.2_cds_XP_018883240.2_16543	4
lcl|NC_073228.2_cds_XP_018882270.1_16562	4
lcl|NC_073228.2_cds_XP_055244848.2_16577	4
lcl|NC_073228.2_cds_XP_055244872.2_16585	4
lcl|NC_073228.2_cds_XP_030867387.3_16614	3
lcl|NC_073228.2_cds_XP_030867049.3_16625	4
lcl|NC_073228.2_cds_XP_004041053.4_16630	4
lcl|NC_073228.2_cds_XP_018882964.2_16658	2
lcl|NC_073228.2_cds_XP_055244978.2_16735	3
lcl|NC_073228.2_cds_XP_004041098.5_16799	4
lcl|NC_073228.2_cds_XP_055245028.2_16812	2
lcl|NC_073228.2_cds_XP_030867062.3_16825	3
lcl|NC_073228.2_cds_XP_063562220.1_16852	2
lcl|NC_073228.2_cds_XP_063562214.1_16853	2
lcl|NC_073228.2_cds_XP_063562203.1_16858	2
lcl|NC_073228.2_cds_XP_055242957.2_16870	2
lcl|NC_073228.2_cds_XP_030866757.2_16919	3
lcl|NC_073228.2_cds_XP_018883610.3_16935	4
lcl|NC_073228.2_cds_XP_055243004.2_16954	3
lcl|NC_073228.2_cds_XP_030866924.3_16977	3
lcl|NC_073228.2_cds_XP_055242797.2_16988	2
lcl|NC_073228.2_cds_XP_004041253.2_17021	4
lcl|NC_073228.2_cds_XP_055242830.1_17026	3
lcl|NC_073228.2_cds_XP_063562261.1_17033	2
lcl|NC_073228.2_cds_XP_004041216.5_17060	4
lcl|NC_073228.2_cds_XP_055242831.1_17062	4
lcl|NC_073228.2_cds_XP_018881699.3_17093	2
lcl|NC_073228.2_cds_XP_004041198.4_17095	3
lcl|NC_073228.2_cds_XP_055242871.2_17116	4
lcl|NC_073228.2_cds_XP_055242885.1_17118	2
lcl|NC_073228.2_cds_XP_018883324.2_17137	3
lcl|NC_073228.2_cds_XP_018883612.4_17177	4
lcl|NC_073228.2_cds_XP_030867571.1_17179	4
lcl|NC_073228.2_cds_XP_018881682.2_17182	3
lcl|NC_073228.2_cds_XP_018883150.1_17193	4
lcl|NC_073228.2_cds_XP_030866822.3_17213	4
lcl|NC_073228.2_cds_XP_030866837.3_17237	3
lcl|NC_073228.2_cds_XP_018882134.1_17266	4
lcl|NC_073228.2_cds_XP_055242707.1_17273	4
lcl|NC_073228.2_cds_XP_018882148.1_17285	4
lcl|NC_073228.2_cds_XP_055242708.2_17302	2
lcl|NC_073228.2_cds_XP_004041332.5_17308	4
lcl|NC_073228.2_cds_XP_018883637.3_17318	4
lcl|NC_073228.2_cds_XP_055242753.2_17323	4
lcl|NC_073228.2_cds_XP_055242738.1_17327	4
lcl|NC_073228.2_cds_XP_063562319.1_17398	2
lcl|NC_073228.2_cds_XP_030866721.1_17455	4
lcl|NC_073228.2_cds_XP_004041420.1_17479	4
lcl|NC_073228.2_cds_XP_055243618.1_17491	4
lcl|NC_073228.2_cds_XP_055243648.2_17515	2
lcl|NC_073228.2_cds_XP_004041378.2_17525	4
lcl|NC_073228.2_cds_XP_004041373.2_17531	4
lcl|NC_073228.2_cds_XP_004041497.2_17539	4
lcl|NC_073228.2_cds_XP_055243687.1_17599	2
lcl|NC_073228.2_cds_XP_063562378.1_17683	2
lcl|NC_073228.2_cds_XP_055243736.1_17695	4
lcl|NC_073228.2_cds_XP_063562383.1_17701	4
lcl|NC_073228.2_cds_XP_063562385.1_17707	4
lcl|NC_073228.2_cds_XP_055243756.2_17755	4
lcl|NC_073228.2_cds_XP_063561844.1_17771	4
lcl|NC_073228.2_cds_XP_055243785.2_17773	2
lcl|NC_073228.2_cds_XP_055243766.1_17811	4
lcl|NC_073228.2_cds_XP_063561877.1_17821	4
lcl|NC_073228.2_cds_XP_055243821.1_17835	2
lcl|NC_073228.2_cds_XP_030867237.2_17838	3
lcl|NC_073228.2_cds_XP_018883275.1_17845	2
lcl|NC_073228.2_cds_XP_018883266.2_17858	3
lcl|NC_073228.2_cds_XP_018882383.3_17914	4
lcl|NC_073228.2_cds_XP_018882390.1_17931	4
lcl|NC_073228.2_cds_XP_004041624.2_17964	3
lcl|NC_073228.2_cds_XP_030866954.1_17966	4
lcl|NC_073228.2_cds_XP_018882226.2_17974	4
lcl|NC_073228.2_cds_XP_055243908.1_17994	4
lcl|NC_073228.2_cds_XP_063562453.1_18056	4
lcl|NC_073228.2_cds_XP_004041580.3_18115	4
lcl|NC_073228.2_cds_XP_018882257.1_18131	4
lcl|NC_073228.2_cds_XP_030867412.3_18135	2
lcl|NC_073228.2_cds_XP_030866743.1_18222	4
lcl|NC_073228.2_cds_XP_018882296.1_18233	4
lcl|NC_073228.2_cds_XP_055244068.1_18271	4
lcl|NC_073228.2_cds_XP_018883231.2_18275	3
lcl|NC_073228.2_cds_XP_055244086.1_18292	4
lcl|NC_073228.2_cds_XP_018882491.1_18296	4
lcl|NC_073228.2_cds_XP_018882643.3_18319	4
lcl|NC_073228.2_cds_XP_055244151.1_18440	4
lcl|NC_073228.2_cds_XP_063562481.1_18473	4
lcl|NC_073228.2_cds_XP_004041868.2_18525	4
lcl|NC_073228.2_cds_XP_004041859.3_18593	4
lcl|NC_073228.2_cds_XP_055244237.2_18594	4
lcl|NC_073228.2_cds_XP_018882580.1_18632	2
lcl|NC_073228.2_cds_XP_063562532.1_18635	3
lcl|NC_073228.2_cds_XP_063562546.1_18656	3
lcl|NC_073228.2_cds_XP_055244294.2_18666	2
lcl|NC_073228.2_cds_XP_055244337.2_18700	2
lcl|NC_073228.2_cds_XP_030867177.3_18759	4
lcl|NC_073228.2_cds_XP_055244320.2_18791	2
lcl|NC_073228.2_cds_XP_018882760.3_18838	2
lcl|NC_073228.2_cds_XP_055244416.1_18844	4
lcl|NC_073228.2_cds_XP_030867313.2_18853	2
lcl|NC_073228.2_cds_XP_055244426.2_18854	2
lcl|NC_073228.2_cds_XP_018884186.2_18864	2
lcl|NC_073228.2_cds_XP_018884070.4_18871	4
lcl|NC_073228.2_cds_XP_018881715.2_18876	4
lcl|NC_073228.2_cds_XP_055244452.1_18896	4
lcl|NC_073228.2_cds_XP_055244472.2_18909	3
lcl|NC_073228.2_cds_XP_055244486.1_18933	4
lcl|NC_073228.2_cds_XP_055244510.1_18972	4
lcl|NC_073228.2_cds_XP_055244539.2_18983	2
lcl|NC_073228.2_cds_XP_055244530.1_18995	3
lcl|NC_073228.2_cds_XP_055244566.2_19045	4
lcl|NC_073228.2_cds_XP_018883614.3_19058	3
lcl|NC_073228.2_cds_XP_055244545.1_19072	2
lcl|NC_073228.2_cds_XP_030866629.2_19079	2
lcl|NC_073228.2_cds_XP_030866893.1_19114	4
lcl|NC_073228.2_cds_XP_063562621.1_19126	4
lcl|NC_073228.2_cds_XP_004042076.1_19141	4
lcl|NC_073228.2_cds_XP_004042075.1_19142	3
lcl|NC_073228.2_cds_XP_004042052.1_19192	4
lcl|NC_073228.2_cds_XP_055244650.1_19195	4
lcl|NC_073228.2_cds_XP_004042050.3_19203	4
lcl|NC_073228.2_cds_XP_018883950.4_19248	2
lcl|NC_073228.2_cds_XP_055244673.1_19257	3
lcl|NC_073228.2_cds_XP_055241905.2_19308	2
lcl|NC_073228.2_cds_XP_055241906.1_19314	3
lcl|NC_073228.2_cds_XP_018883893.4_19330	4
lcl|NC_073228.2_cds_XP_063562666.1_19364	4
lcl|NC_073228.2_cds_XP_063562681.1_19412	2
lcl|NC_073228.2_cds_XP_063562041.1_19414	3
lcl|NC_073228.2_cds_XP_018882600.3_19427	4
lcl|NC_073228.2_cds_XP_030867570.2_19469	2
lcl|NC_073228.2_cds_XP_063562696.1_19476	4
lcl|NC_073228.2_cds_XP_030866901.3_19495	3
lcl|NC_073228.2_cds_XP_055242039.2_19498	4
lcl|NC_073228.2_cds_XP_004042214.1_19502	4
lcl|NC_073228.2_cds_XP_063562702.1_19508	4
lcl|NC_073228.2_cds_XP_018883286.3_19509	2
lcl|NC_073228.2_cds_XP_055242056.2_19527	2
lcl|NC_073228.2_cds_XP_004042241.3_19532	2
lcl|NC_073228.2_cds_XP_030867027.3_19550	4
lcl|NC_073228.2_cds_XP_055242124.2_19583	3
lcl|NC_073228.2_cds_XP_055242118.1_19589	2
lcl|NC_073228.2_cds_XP_004042290.5_19634	2
lcl|NC_073228.2_cds_XP_055244708.2_19646	3
lcl|NC_073228.2_cds_XP_055243501.2_19706	4
lcl|NC_073228.2_cds_XP_055243105.2_19743	2
lcl|NC_073228.2_cds_XP_055243111.2_19751	3
lcl|NC_073228.2_cds_XP_055243119.2_19758	3
lcl|NC_073228.2_cds_XP_030866971.2_19767	2
lcl|NC_073228.2_cds_XP_055243156.1_19838	2
lcl|NC_073228.2_cds_XP_030866732.2_19842	2
lcl|NC_073228.2_cds_XP_063561966.1_19844	4
lcl|NC_073228.2_cds_XP_030867136.2_19855	3
lcl|NC_073228.2_cds_XP_055243294.1_19876	4
lcl|NC_073228.2_cds_XP_055243332.1_19895	4
lcl|NC_073228.2_cds_XP_004042387.4_19958	3
lcl|NC_073228.2_cds_XP_018883979.4_19972	3
lcl|NC_073228.2_cds_XP_063562777.1_19990	3
lcl|NC_073228.2_cds_XP_055243427.1_20008	2
lcl|NC_073228.2_cds_XP_030867297.2_20014	4
lcl|NC_073228.2_cds_XP_030867567.3_20017	3
lcl|NC_073228.2_cds_XP_004042426.3_20052	3
lcl|NC_073228.2_cds_XP_055243448.1_20063	2
lcl|NC_073228.2_cds_XP_055243229.2_20073	3
lcl|NC_073228.2_cds_XP_055242505.2_20101	2
lcl|NC_073228.2_cds_XP_063562798.1_20121	4
lcl|NC_073228.2_cds_XP_018883977.2_20145	4
lcl|NC_073228.2_cds_XP_063562811.1_20171	2
lcl|NC_073228.2_cds_XP_030866905.1_20182	3
lcl|NC_073228.2_cds_XP_030867127.2_20184	4
lcl|NC_073228.2_cds_XP_030866483.1_20200	3
lcl|NC_073228.2_cds_XP_018884096.2_20203	3
lcl|NC_073228.2_cds_XP_030866670.1_20216	4
lcl|NC_073228.2_cds_XP_018883386.3_20226	3
lcl|NC_073228.2_cds_XP_004042521.1_20267	3
lcl|NC_073228.2_cds_XP_063562841.1_20300	3
lcl|NC_073228.2_cds_XP_055242566.1_20315	4
lcl|NC_073228.2_cds_XP_018883535.2_20327	4
lcl|NC_073228.2_cds_XP_030867294.2_20329	2
lcl|NC_073228.2_cds_XP_055242602.2_20368	4
lcl|NC_073228.2_cds_XP_004042570.1_20386	2
lcl|NC_073228.2_cds_XP_018883752.1_20390	4
lcl|NC_073228.2_cds_XP_063562859.1_20435	3
lcl|NC_073228.2_cds_XP_018882566.1_20468	4
lcl|NC_073228.2_cds_XP_018882867.1_20496	4
lcl|NC_073228.2_cds_XP_004042624.1_20500	4
lcl|NC_073228.2_cds_XP_004042633.1_20515	4
lcl|NC_073228.2_cds_XP_055245109.2_20527	4
lcl|NC_073228.2_cds_XP_018882918.1_20539	4
lcl|NC_073228.2_cds_XP_004042652.3_20559	3
lcl|NC_073228.2_cds_XP_030867114.1_20601	3
lcl|NC_073228.2_cds_XP_063562885.1_20616	4
lcl|NC_073228.2_cds_XP_004042671.2_20617	4
lcl|NC_073228.2_cds_XP_018882528.2_20708	4
lcl|NC_073228.2_cds_XP_004042719.5_20714	3
lcl|NC_073228.2_cds_XP_018882406.3_20736	3
lcl|NC_073228.2_cds_XP_055245219.2_20759	4
lcl|NC_073228.2_cds_XP_030866890.3_20770	4
lcl|NC_073228.2_cds_XP_055245228.1_20775	4
lcl|NC_073228.2_cds_XP_004042754.3_20784	2
lcl|NC_073228.2_cds_XP_018883476.3_20850	4
