seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_073252.2_cds_XP_034815362.1_15919	54.85	45.15	-0.05386	62.54	4.14	3.90
lcl|NC_073252.2_cds_XP_034815392.2_15986	48.14	51.86	0.08828	52.69	5.03	4.21
lcl|NC_073252.2_cds_XP_034815403.2_16011	34.71	65.29	0.02983	32.11	3.32	4.63
lcl|NC_073252.2_cds_XP_054968045.2_16036	52.53	47.47	-0.08755	54.49	3.93	3.95
lcl|NC_073252.2_cds_NP_001266163.1_16048	40.04	59.96	-0.09108	44.20	3.52	4.43
lcl|NC_073252.2_cds_XP_034815421.3_16068	46.48	53.52	0.02126	46.74	3.73	3.99
lcl|NC_073253.2_cds_XP_063460147.1_16147	62.31	37.69	-0.01282	73.77	4.13	3.62
lcl|NC_073253.2_cds_XP_063460197.1_16174	62.48	37.52	-0.02748	88.62	4.77	3.38
lcl|NC_073253.2_cds_XP_063460432.1_16210	62.24	37.76	-0.01112	85.29	4.50	3.43
lcl|NC_073253.2_cds_XP_063460434.1_16215	65.84	34.16	-0.03038	82.88	4.64	3.38
lcl|NC_073253.2_cds_XP_034815602.1_16237	54.59	45.41	0.00753	61.37	4.06	3.87
lcl|NC_073253.2_cds_XP_003808016.1_16240	43.85	56.15	0.03823	36.92	3.59	4.29
lcl|NC_073253.2_cds_XP_034815613.1_16251	51.10	48.9	-0.01075	66.12	3.93	4.18
lcl|NC_073253.2_cds_XP_034815618.2_16266	55.66	44.34	-0.01717	67.44	3.96	3.75
lcl|NC_073253.2_cds_XP_003822001.1_16277	45.74	54.26	0.07680	42.81	3.48	4.24
lcl|NC_073253.2_cds_XP_034815628.1_16290	59.12	40.88	-0.09157	68.40	4.55	3.78
lcl|NC_073253.2_cds_XP_008973690.3_16294	45.54	54.46	0.07004	50.46	3.79	4.15
lcl|NC_073253.2_cds_XP_034815637.1_16295	54.40	45.6	0.02058	66.77	4.31	3.99
lcl|NC_073253.2_cds_XP_054968150.1_16311	52.15	47.85	0.03376	66.52	3.89	3.89
lcl|NC_073253.2_cds_XP_003822811.3_16338	41.06	58.94	0.08299	34.70	3.34	4.24
lcl|NC_073253.2_cds_XP_063460451.1_16341	50.37	49.63	0.05615	54.55	4.72	4.15
lcl|NC_073253.2_cds_XP_034815656.1_16354	37.24	62.76	0.10566	32.29	3.41	4.54
lcl|NC_073253.2_cds_XP_063460464.1_16356	39.71	60.29	0.01311	41.37	3.31	4.32
lcl|NC_073253.2_cds_XP_003822821.2_16397	42.53	57.47	0.08077	36.26	3.45	4.25
lcl|NC_073253.2_cds_XP_003822834.1_16449	44.02	55.98	0.08092	36.83	4.07	4.41
lcl|NC_073253.2_cds_XP_003822292.2_16465	43.41	56.59	-0.01808	33.65	3.45	4.07
lcl|NC_073253.2_cds_XP_003822311.1_16502	48.38	51.62	-0.02838	53.96	4.00	4.13
lcl|NC_073253.2_cds_XP_057158249.1_16504	42.32	57.68	0.05328	39.64	3.77	4.52
lcl|NC_073253.2_cds_XP_014200354.2_16519	37.47	62.53	0.06875	27.40	3.40	4.40
lcl|NC_073253.2_cds_XP_008974044.2_16535	53.60	46.4	0.04719	61.02	3.84	3.93
lcl|NC_073253.2_cds_XP_003822326.2_16540	42.55	57.45	0.02175	34.30	3.45	4.12
lcl|NC_073253.2_cds_XP_024784588.2_16588	52.65	47.35	0.06786	52.88	4.55	3.96
lcl|NC_073253.2_cds_XP_024784604.1_16601	41.52	58.48	0.09238	37.26	3.55	4.25
lcl|NC_073253.2_cds_XP_024784512.2_16620	51.16	48.84	-0.02730	58.65	4.07	3.96
lcl|NC_073253.2_cds_XP_008961090.4_16631	41.73	58.27	0.08363	43.40	3.46	4.25
lcl|NC_073253.2_cds_XP_054968266.1_16669	37.36	62.64	0.07754	31.60	3.43	4.34
lcl|NC_073253.2_cds_XP_003810506.2_16685	43.94	56.06	0.05973	39.71	3.39	4.08
lcl|NC_073253.2_cds_XP_054968288.1_16686	37.82	62.18	0.06022	30.33	3.24	4.46
lcl|NC_073253.2_cds_XP_063460501.1_16709	48.17	51.83	0.03396	50.17	3.77	4.18
lcl|NC_073253.2_cds_XP_063460272.1_16722	39.93	60.07	-0.00501	31.06	3.45	4.37
lcl|NC_073253.2_cds_XP_003810531.1_16724	41.71	58.29	0.02933	38.49	3.39	4.37
lcl|NC_073253.2_cds_XP_003810538.3_16738	48.51	51.49	-0.02254	48.00	3.68	3.82
lcl|NC_073253.2_cds_XP_054968296.1_16746	40.76	59.24	0.12835	31.28	3.56	4.23
lcl|NC_073253.2_cds_XP_008955557.3_16758	43.47	56.53	0.02458	45.80	3.56	4.08
lcl|NC_073253.2_cds_XP_034815902.1_16813	56.18	43.82	-0.05287	59.40	4.21	3.85
lcl|NC_073253.2_cds_XP_008951027.1_16834	39.11	60.89	0.00700	30.73	3.45	4.54
lcl|NC_073253.2_cds_XP_003827475.2_16861	45.83	54.17	0.08003	42.49	3.58	4.18
lcl|NC_073253.2_cds_XP_003827461.3_16876	39.07	60.93	0.05769	34.63	3.27	4.37
lcl|NC_073253.2_cds_XP_034815938.2_16885	54.33	45.67	-0.00254	60.18	5.06	4.10
lcl|NC_073253.2_cds_XP_034815973.2_16941	48.74	51.26	0.02899	43.77	4.46	3.88
lcl|NC_073253.2_cds_XP_003827430.1_16945	40.33	59.67	0.01079	33.41	3.40	4.40
lcl|NC_073253.2_cds_XP_003827415.1_16985	39.57	60.43	0.15186	32.21	3.72	4.37
lcl|NC_073253.2_cds_XP_003827414.2_16986	40.28	59.72	0.06755	33.09	3.77	4.44
lcl|NC_073253.2_cds_XP_003827399.4_17028	44.93	55.07	0.03887	41.76	3.99	4.25
lcl|NC_073253.2_cds_XP_003827398.1_17029	41.53	58.47	0.04218	38.14	3.81	4.36
lcl|NC_073253.2_cds_XP_054968368.1_17037	44.60	55.4	-0.03533	41.01	3.64	4.07
lcl|NC_073253.2_cds_XP_003811062.3_17043	51.34	48.66	-0.05649	57.97	4.46	4.21
lcl|NC_073253.2_cds_XP_003811024.4_17110	44.84	55.16	0.06142	43.11	3.55	3.92
lcl|NC_073253.2_cds_XP_003811022.3_17111	46.12	53.88	0.01870	52.18	3.56	3.94
lcl|NC_073253.2_cds_XP_003811023.1_17112	45.54	54.46	0.13790	40.64	3.55	4.12
lcl|NC_073253.2_cds_XP_008961582.2_17113	45.86	54.14	0.01961	43.26	3.69	3.92
lcl|NC_073253.2_cds_XP_034816029.2_17136	45.71	54.29	-0.01215	39.88	3.78	4.08
lcl|NC_073253.2_cds_XP_034816034.2_17140	40.49	59.51	0.00903	33.81	3.49	4.35
lcl|NC_073253.2_cds_XP_024784524.2_17147	44.04	55.96	-0.03395	46.79	3.36	4.09
lcl|NC_073253.2_cds_XP_034816041.1_17148	38.86	61.14	0.05000	31.15	3.51	4.54
lcl|NC_073253.2_cds_XP_034816043.1_17150	52.69	47.31	0.04288	59.53	3.90	3.75
lcl|NC_073253.2_cds_XP_034816047.1_17157	42.46	57.54	0.02087	34.77	3.45	4.28
lcl|NC_073253.2_cds_XP_057158289.1_17159	39.86	60.14	0.01517	31.70	3.37	4.37
lcl|NC_073253.2_cds_XP_024784619.3_17175	41.09	58.91	0.06129	38.07	3.76	4.30
lcl|NC_073253.2_cds_XP_003806697.1_17177	39.81	60.19	0.04955	31.91	3.47	4.31
lcl|NC_073253.2_cds_XP_034816070.1_17213	40.63	59.37	0.03060	35.55	3.42	4.43
lcl|NC_073253.2_cds_XP_054968419.1_17240	44.07	55.93	0.05628	46.38	3.62	4.10
lcl|NC_073253.2_cds_XP_003818552.3_17262	52.64	47.36	0.01231	58.18	3.66	3.68
lcl|NC_073253.2_cds_XP_034816103.1_17273	46.17	53.83	-0.02619	34.51	3.72	4.05
lcl|NC_073253.2_cds_XP_008970091.3_17280	55.60	44.4	-0.00992	58.56	3.90	3.82
lcl|NC_073253.2_cds_XP_034816117.1_17287	48.00	52	-0.04040	47.49	3.74	4.10
lcl|NC_073253.2_cds_XP_024783189.3_17342	59.62	40.38	-0.16667	59.51	4.06	3.85
lcl|NC_073253.2_cds_XP_003817978.3_17400	42.84	57.16	0.00567	44.54	3.54	4.08
lcl|NC_073253.2_cds_XP_034816150.1_17402	41.98	58.02	0.04489	42.40	3.52	4.20
lcl|NC_073253.2_cds_XP_034816182.1_17411	38.34	61.66	0.14065	29.91	3.40	4.51
lcl|NC_073253.2_cds_XP_008951940.2_17424	44.99	55.01	0.07295	40.10	3.44	4.12
lcl|NC_073253.2_cds_XP_034816199.2_17440	39.85	60.15	0.06213	29.48	3.44	4.46
lcl|NC_073253.2_cds_XP_003826804.2_17484	40.61	59.39	0.01505	38.52	3.50	4.44
lcl|NC_073253.2_cds_XP_003826799.3_17498	41.41	58.59	0.02606	34.93	3.64	4.38
lcl|NC_073253.2_cds_XP_008950328.3_17520	41.59	58.41	-0.00084	29.85	3.45	4.13
lcl|NC_073253.2_cds_XP_034816232.2_17535	55.77	44.23	0.06785	68.90	3.98	3.60
lcl|NC_073253.2_cds_XP_003826777.3_17539	42.18	57.82	0.10547	32.91	3.64	4.13
lcl|NC_073253.2_cds_XP_054968520.1_17544	56.28	43.72	-0.09193	66.94	5.01	4.07
lcl|NC_073253.2_cds_XP_003826767.2_17585	45.17	54.83	0.02010	49.85	4.10	4.42
lcl|NC_073253.2_cds_XP_008950306.2_17597	52.11	47.89	-0.05103	61.44	3.93	3.96
lcl|NC_073253.2_cds_XP_034816270.2_17607	40.25	59.75	0.01825	30.91	3.43	4.29
lcl|NC_073253.2_cds_XP_054968550.1_17635	49.13	50.87	-0.02068	51.92	3.60	3.84
lcl|NC_073253.2_cds_XP_054968562.1_17660	42.22	57.78	0.02240	36.78	3.39	4.12
lcl|NC_073253.2_cds_XP_003826736.1_17678	51.22	48.78	0.02108	52.54	3.97	4.02
lcl|NC_073253.2_cds_XP_034816328.1_17698	52.91	47.09	0.00963	54.24	3.81	3.96
lcl|NC_073253.2_cds_XP_034816335.1_17705	46.62	53.38	0.07611	43.65	4.71	4.26
lcl|NC_073253.2_cds_XP_003826714.3_17707	49.53	50.47	0.08872	49.43	3.83	3.70
lcl|NC_073253.2_cds_XP_014200457.4_17716	50.70	49.3	0.08239	48.98	4.38	3.95
lcl|NC_073253.2_cds_XP_003829381.2_17720	52.21	47.79	0.02097	58.66	4.55	3.96
lcl|NC_073253.2_cds_XP_003829370.1_17728	42.42	57.58	0.06686	37.70	3.39	4.25
lcl|NC_073253.2_cds_XP_063460285.1_17738	42.69	57.31	0.06375	38.52	3.65	4.16
lcl|NC_073253.2_cds_XP_003829350.1_17768	37.93	62.07	0.15797	35.95	3.46	4.42
lcl|NC_073253.2_cds_XP_034816382.1_17798	66.55	33.45	-0.05109	69.87	4.92	3.24
lcl|NC_073253.2_cds_XP_034816389.1_17815	46.25	53.75	-0.04396	42.35	3.52	3.86
lcl|NC_073253.2_cds_XP_003829335.3_17830	42.17	57.83	0.14474	39.00	3.61	4.19
lcl|NC_073253.2_cds_XP_003829334.3_17831	56.90	43.1	-0.03405	69.51	3.96	3.50
lcl|NC_073253.2_cds_XP_034816406.2_17894	60.76	39.24	0.01619	71.40	4.10	3.44
lcl|NC_073253.2_cds_XP_003829318.3_17913	44.49	55.51	-0.13151	37.20	3.51	3.86
lcl|NC_073253.2_cds_XP_054968674.1_17916	42.88	57.12	0.23401	36.79	3.62	4.10
lcl|NC_073253.2_cds_XP_003829294.1_17966	50.71	49.29	-0.00533	67.21	3.91	4.06
lcl|NC_073253.2_cds_XP_034816447.1_18009	39.90	60.1	0.12100	32.37	3.35	4.31
lcl|NC_073253.2_cds_XP_054968958.1_18026	49.48	50.52	0.06639	45.68	3.56	3.76
lcl|NC_073253.2_cds_XP_008952852.3_18030	49.68	50.32	-0.01807	54.88	3.73	3.66
lcl|NC_073253.2_cds_XP_008952961.4_18041	51.93	48.07	0.02951	52.61	3.93	3.78
lcl|NC_073253.2_cds_XP_034816478.1_18052	49.91	50.09	0.08100	54.91	3.74	3.90
lcl|NC_073253.2_cds_XP_054968970.1_18068	42.41	57.59	0.14386	32.70	3.40	4.33
lcl|NC_073253.2_cds_XP_003829252.3_18081	70.01	29.99	-0.07873	74.61	5.23	3.59
lcl|NC_073253.2_cds_XP_034816504.1_18111	65.93	34.07	-0.03717	82.50	5.43	3.74
lcl|NC_073253.2_cds_XP_054969010.1_18121	58.50	41.5	-0.04240	67.36	3.87	3.48
lcl|NC_073253.2_cds_XP_014200531.1_18122	46.61	53.39	0.00216	35.22	3.73	4.03
lcl|NC_073253.2_cds_XP_034816519.2_18208	55.52	44.48	-0.00298	63.10	4.00	3.86
lcl|NC_073253.2_cds_XP_003829188.4_18214	56.14	43.86	-0.01128	69.24	4.21	3.93
lcl|NC_073253.2_cds_XP_014200501.1_18233	54.86	45.14	-0.03722	59.50	4.04	3.93
lcl|NC_073253.2_cds_XP_034816540.3_18253	49.58	50.42	0.02708	51.34	3.98	3.78
lcl|NC_073253.2_cds_XP_034816561.2_18275	60.14	39.86	-0.03332	67.49	4.12	3.43
lcl|NC_073253.2_cds_XP_003829161.5_18279	59.02	40.98	-0.05198	69.34	4.10	3.33
lcl|NC_073253.2_cds_XP_063460721.1_18288	56.88	43.12	-0.02374	65.65	3.85	3.50
lcl|NC_073253.2_cds_XP_003829131.1_18347	42.08	57.92	0.12786	40.87	3.47	4.25
lcl|NC_073253.2_cds_XP_008952741.1_18350	45.42	54.58	-0.00760	37.29	3.72	4.07
lcl|NC_073253.2_cds_XP_034816612.1_18355	47.38	52.62	-0.01884	39.73	3.84	4.41
lcl|NC_073253.2_cds_XP_054968746.1_18398	43.65	56.35	0.18968	38.45	3.50	4.23
lcl|NC_073253.2_cds_XP_034816640.1_18405	45.78	54.22	0.06430	43.15	3.65	4.07
lcl|NC_073253.2_cds_XP_054968750.1_18424	54.47	45.53	0.01737	64.00	3.76	3.73
lcl|NC_073253.2_cds_XP_063460743.1_18437	61.20	38.8	-0.06460	69.92	4.10	3.56
lcl|NC_073253.2_cds_XP_057158343.1_18441	49.17	50.83	0.03307	64.23	3.74	3.92
lcl|NC_073253.2_cds_XP_008952702.1_18446	54.19	45.81	-0.01237	61.18	3.80	3.74
lcl|NC_073253.2_cds_XP_057158344.1_18448	57.69	42.31	-0.03800	74.10	3.90	3.52
lcl|NC_073253.2_cds_XP_008952699.3_18449	58.39	41.61	-0.02733	75.43	4.06	3.39
lcl|NC_073253.2_cds_XP_034816677.2_18463	59.68	40.32	0.04612	62.32	4.03	3.60
lcl|NC_073253.2_cds_XP_034816685.1_18478	58.48	41.52	-0.10560	80.02	4.23	3.58
lcl|NC_073253.2_cds_XP_034816693.2_18501	66.26	33.74	-0.17418	75.33	5.05	3.61
lcl|NC_073253.2_cds_XP_003829037.2_18548	52.61	47.39	-0.03598	60.07	3.83	3.78
lcl|NC_073253.2_cds_XP_063460342.1_18565	50.64	49.36	0.07968	60.96	3.87	3.76
lcl|NC_073253.2_cds_XP_034816741.1_18585	56.94	43.06	-0.00640	63.90	4.50	3.71
lcl|NC_073253.2_cds_XP_034816754.1_18610	49.12	50.88	0.01843	50.00	3.76	3.89
lcl|NC_073253.2_cds_XP_003829007.2_18615	45.53	54.47	0.08595	47.77	3.50	4.02
lcl|NC_073253.2_cds_XP_034816768.2_18635	53.58	46.42	-0.02918	72.32	3.93	3.60
lcl|NC_073253.2_cds_XP_008970649.1_18644	57.46	42.54	-0.00728	66.11	4.37	3.59
lcl|NC_073253.2_cds_XP_034816805.2_18701	52.05	47.95	-0.05475	64.09	3.71	3.64
lcl|NC_073253.2_cds_XP_034817193.2_18731	54.51	45.49	-0.04275	66.74	3.97	3.66
lcl|NC_073253.2_cds_XP_008961543.3_18743	57.27	42.73	0.04294	70.22	3.98	3.70
lcl|NC_073253.2_cds_XP_014200636.3_18755	58.97	41.03	-0.07270	77.89	4.05	3.61
lcl|NC_073253.2_cds_XP_003810964.1_18760	49.68	50.32	0.02968	65.87	3.75	3.69
lcl|NC_073253.2_cds_XP_054968835.1_18781	42.15	57.85	0.00211	41.97	3.34	4.24
lcl|NC_073253.2_cds_XP_003814037.1_18804	58.27	41.73	0.05785	78.64	4.19	3.51
lcl|NC_073253.2_cds_XP_034816856.1_18814	59.33	40.67	0.01016	71.60	4.41	3.55
lcl|NC_073253.2_cds_XP_034816892.2_18882	52.20	47.8	-0.11724	52.92	3.88	3.82
lcl|NC_073253.2_cds_XP_034816921.1_18913	59.04	40.96	-0.02618	76.89	3.97	3.33
lcl|NC_073253.2_cds_XP_034816922.2_18915	62.33	37.67	0.02918	63.69	4.70	3.45
lcl|NC_073253.2_cds_XP_034816930.1_18933	63.36	36.64	-0.01740	79.76	4.17	3.51
lcl|NC_073253.2_cds_XP_003806895.1_18935	62.30	37.7	0.08512	74.89	4.25	3.33
lcl|NC_073253.2_cds_XP_034816947.1_18962	47.23	52.77	0.03427	42.85	3.62	4.01
lcl|NC_073253.2_cds_XP_034816977.1_19024	63.09	36.91	-0.05442	70.76	4.45	3.39
lcl|NC_073253.2_cds_XP_034817049.1_19101	65.22	34.78	-0.03376	84.97	4.72	3.33
lcl|NC_073253.2_cds_XP_034817060.1_19106	63.17	36.83	-0.03707	80.58	4.57	3.38
lcl|NC_073253.2_cds_XP_034817089.1_19136	60.34	39.66	-0.12548	68.53	4.33	3.67
lcl|NC_073253.2_cds_XP_063460409.1_19156	60.03	39.97	0.00086	79.31	4.07	3.53
lcl|NC_073253.2_cds_XP_034817128.1_19182	62.48	37.52	0.01842	81.70	4.27	3.30
lcl|NC_073253.2_cds_XP_003806784.1_19203	44.32	55.68	0.08681	47.17	3.45	4.19
lcl|NC_073254.2_cds_XP_003805616.4_19259	45.26	54.74	0.03822	47.68	3.66	4.16
lcl|NC_073254.2_cds_XP_034817263.3_19312	52.12	47.88	0.05008	57.53	4.33	4.18
lcl|NC_073254.2_cds_XP_003806752.1_19339	40.54	59.46	0.11419	34.33	3.65	4.41
lcl|NC_073254.2_cds_XP_034817294.3_19381	62.31	37.69	-0.07121	76.42	4.64	3.35
lcl|NC_073254.2_cds_XP_008970781.1_19389	38.00	62	0.08012	37.72	3.36	4.41
lcl|NC_073254.2_cds_XP_003827571.2_19393	48.24	51.76	0.10202	58.18	3.74	3.99
lcl|NC_073254.2_cds_XP_003827603.1_19459	54.09	45.91	-0.05683	62.87	3.90	3.70
lcl|NC_073254.2_cds_XP_034817335.2_19471	46.00	54	-0.07836	40.35	3.69	4.12
lcl|NC_073254.2_cds_XP_014200716.2_19532	56.05	43.95	0.02527	67.44	4.41	3.73
lcl|NC_073254.2_cds_XP_054969179.2_19553	44.24	55.76	-0.06300	32.71	3.46	4.18
lcl|NC_073254.2_cds_XP_034817399.1_19562	48.21	51.79	0.07044	50.28	3.59	4.02
lcl|NC_073254.2_cds_XP_034817408.2_19577	52.66	47.34	-0.00753	53.12	4.41	4.01
lcl|NC_073254.2_cds_XP_003823243.2_19612	50.06	49.94	0.03563	54.46	3.73	3.91
lcl|NC_073254.2_cds_XP_054969196.2_19619	51.64	48.36	0.00344	55.55	3.88	3.81
lcl|NC_073254.2_cds_XP_034817449.3_19636	50.30	49.7	0.00905	54.83	3.73	3.96
lcl|NC_073254.2_cds_XP_063461238.1_19648	48.16	51.84	0.01767	49.19	3.76	4.16
lcl|NC_073254.2_cds_XP_003829712.2_19765	52.54	47.46	-0.18677	49.81	3.70	3.75
lcl|NC_073254.2_cds_XP_063461294.1_19849	38.41	61.59	0.09686	32.81	3.35	4.38
lcl|NC_073254.2_cds_XP_034817557.1_19889	56.36	43.64	-0.01407	70.42	4.21	3.57
lcl|NC_073254.2_cds_XP_063460847.1_19968	54.19	45.81	0.09753	62.90	4.20	3.95
lcl|NC_073254.2_cds_XP_003807406.2_19971	56.89	43.11	0.01370	51.43	4.31	3.75
lcl|NC_073254.2_cds_XP_003807393.1_19984	56.81	43.19	0.08366	65.26	4.05	3.61
lcl|NC_073254.2_cds_XP_034817593.2_20000	54.68	45.32	-0.09376	51.68	3.76	3.71
lcl|NC_073254.2_cds_XP_008957701.4_20009	62.34	37.66	0.00516	73.82	4.46	3.46
lcl|NC_073254.2_cds_XP_034817609.3_20031	48.48	51.52	-0.19696	41.75	3.59	3.84
lcl|NC_073254.2_cds_XP_034817610.3_20033	54.98	45.02	-0.29084	54.80	3.38	3.61
lcl|NC_073254.2_cds_XP_008957683.1_20041	59.99	40.01	0.07905	68.54	3.91	3.46
lcl|NC_073254.2_cds_XP_003831625.4_20106	61.71	38.29	-0.08486	53.99	4.35	3.40
lcl|NC_073254.2_cds_XP_063460861.1_20155	60.19	39.81	-0.06981	59.03	4.30	3.51
lcl|NC_073254.2_cds_XP_054969411.2_20194	53.44	46.56	-0.02928	62.44	3.85	3.78
lcl|NC_073254.2_cds_XP_003831600.1_20202	61.66	38.34	-0.10545	67.94	4.03	3.31
lcl|NC_073254.2_cds_XP_008955135.1_20204	61.51	38.49	0.00685	71.72	4.20	3.40
lcl|NC_073254.2_cds_XP_014200792.3_20224	62.61	37.39	0.05332	71.33	4.71	3.44
lcl|NC_073254.2_cds_XP_003831583.4_20235	58.57	41.43	0.00319	67.36	4.01	3.47
lcl|NC_073254.2_cds_XP_034817681.3_20240	58.36	41.64	0.00033	70.66	4.05	3.53
lcl|NC_073254.2_cds_XP_003831582.4_20243	58.34	41.66	0.00065	70.60	4.05	3.52
lcl|NC_073254.2_cds_XP_063461320.1_20249	65.26	34.74	-0.00467	76.34	4.58	3.41
lcl|NC_073254.2_cds_XP_003829810.3_20279	62.95	37.05	-0.04734	64.89	4.10	3.38
lcl|NC_073254.2_cds_XP_003808635.4_20325	64.75	35.25	0.09129	53.77	4.30	3.25
lcl|NC_073254.2_cds_XP_034817739.1_20369	59.55	40.45	-0.02041	70.09	4.34	3.47
lcl|NC_073254.2_cds_XP_008958869.3_20390	58.42	41.58	-0.01751	83.70	4.29	3.32
lcl|NC_073254.2_cds_XP_034817765.1_20402	61.13	38.87	-0.07098	82.43	4.15	3.19
lcl|NC_073254.2_cds_XP_003808581.4_20433	51.77	48.23	-0.02770	55.45	3.79	3.70
lcl|NC_073254.2_cds_XP_063460908.1_20443	57.94	42.06	-0.01598	68.01	4.23	3.65
lcl|NC_073254.2_cds_XP_063460915.1_20452	56.80	43.2	-0.01917	67.33	4.09	3.56
lcl|NC_073254.2_cds_XP_054969496.2_20527	45.90	54.1	-0.03212	51.96	3.45	3.98
lcl|NC_073254.2_cds_XP_054969490.2_20551	56.50	43.5	0.01076	66.25	4.15	3.49
lcl|NC_073254.2_cds_XP_034817873.2_20584	62.79	37.21	0.01213	68.19	4.21	3.57
lcl|NC_073254.2_cds_XP_003818932.3_20638	51.63	48.37	0.08417	62.92	3.82	3.72
lcl|NC_073254.2_cds_XP_063460952.1_20643	61.27	38.73	-0.04794	77.97	4.30	3.55
lcl|NC_073254.2_cds_XP_054969541.2_20659	40.80	59.2	0.08346	38.95	3.60	4.38
lcl|NC_073254.2_cds_XP_063461344.1_20673	55.68	44.32	0.00727	71.21	4.04	3.72
lcl|NC_073254.2_cds_XP_054969548.2_20718	47.54	52.46	-0.00741	54.93	3.42	3.94
lcl|NC_073254.2_cds_XP_034817983.3_20790	65.25	34.75	-0.14126	66.20	4.63	3.45
lcl|NC_073254.2_cds_XP_054969578.1_20811	59.39	40.61	-0.11516	69.26	4.29	3.66
lcl|NC_073254.2_cds_XP_003833340.2_20820	41.89	58.11	0.08020	37.19	3.45	4.29
lcl|NC_073254.2_cds_XP_034817997.3_20829	48.18	51.82	-0.08776	45.56	3.59	4.04
lcl|NC_073254.2_cds_XP_003833328.3_20847	62.42	37.58	0.04736	65.85	4.60	3.57
lcl|NC_073254.2_cds_XP_003833319.3_20855	59.47	40.53	0.01037	71.62	4.04	3.53
lcl|NC_073254.2_cds_XP_034818006.3_20864	60.18	39.82	0.01745	73.40	4.03	3.49
lcl|NC_073254.2_cds_XP_034818010.3_20868	58.15	41.85	0.01016	68.53	4.00	3.56
lcl|NC_073254.2_cds_XP_034818016.3_20875	66.67	33.33	0.01050	77.61	4.98	3.29
lcl|NC_073254.2_cds_XP_003833309.4_20889	49.47	50.53	-0.02192	45.76	3.89	3.94
lcl|NC_073254.2_cds_XP_034818024.2_20890	61.45	38.55	-0.01322	71.39	4.09	3.36
lcl|NC_073254.2_cds_XP_008956992.2_20946	47.50	52.5	0.01223	51.62	3.61	3.87
lcl|NC_073254.2_cds_XP_054969618.1_20969	56.56	43.44	-0.09637	78.20	4.02	3.48
lcl|NC_073254.2_cds_XP_003833247.4_21054	43.44	56.56	0.12258	41.49	3.86	4.46
lcl|NC_073254.2_cds_XP_008956928.4_21066	46.12	53.88	-0.04742	53.21	3.49	4.00
lcl|NC_073254.2_cds_XP_003833241.2_21070	45.26	54.74	-0.02991	50.71	3.45	4.11
lcl|NC_073254.2_cds_XP_003833233.2_21080	49.67	50.33	-0.08082	63.99	3.70	3.98
lcl|NC_073254.2_cds_XP_008956905.4_21122	48.20	51.8	0.02783	48.69	3.62	3.94
lcl|NC_073254.2_cds_XP_034818129.2_21127	53.09	46.91	0.05000	59.84	3.88	3.62
lcl|NC_073254.2_cds_XP_008952619.1_21159	48.29	51.71	-0.24302	43.89	3.63	3.86
lcl|NC_073254.2_cds_XP_008952616.2_21176	40.32	59.68	-0.02778	34.29	3.49	4.21
lcl|NC_073254.2_cds_XP_054969659.1_21182	46.62	53.38	0.15821	29.85	3.60	4.18
lcl|NC_073254.2_cds_XP_024785059.4_21188	41.51	58.49	0.09303	38.90	3.47	4.27
lcl|NC_073254.2_cds_XP_063460997.1_21207	40.02	59.98	0.06667	35.78	3.43	4.29
lcl|NC_073254.2_cds_XP_054969687.1_21255	39.86	60.14	0.07429	30.75	3.45	4.32
lcl|NC_073254.2_cds_XP_063461394.1_21259	40.06	59.94	-0.00317	33.51	3.33	4.49
lcl|NC_073254.2_cds_XP_054970389.2_21265	40.06	59.94	-0.09487	33.05	3.45	4.51
lcl|NC_073254.2_cds_XP_003809600.3_21337	43.69	56.31	0.06914	41.83	3.49	4.15
lcl|NC_073254.2_cds_XP_054969824.1_21341	52.00	48	0.13517	33.16	3.67	4.05
lcl|NC_073254.2_cds_XP_054969831.2_21342	55.58	44.42	0.12223	37.91	4.06	3.81
lcl|NC_073254.2_cds_XP_054969825.1_21345	37.68	62.32	0.00573	29.42	3.37	4.37
lcl|NC_073254.2_cds_XP_034818227.1_21383	51.29	48.71	0.03807	47.47	4.25	3.92
lcl|NC_073254.2_cds_XP_034818260.1_21433	50.92	49.08	0.02228	52.02	4.22	3.99
lcl|NC_073254.2_cds_XP_034818278.3_21472	40.83	59.17	0.04348	37.34	3.49	4.41
lcl|NC_073254.2_cds_XP_054969866.1_21474	47.18	52.82	0.04665	40.22	3.76	4.09
lcl|NC_073254.2_cds_XP_003805858.3_21482	43.80	56.2	0.09302	43.72	3.71	4.14
lcl|NC_073254.2_cds_XP_003805861.1_21486	37.32	62.68	0.08828	29.56	3.58	4.53
lcl|NC_073254.2_cds_XP_008973518.2_21495	40.98	59.02	0.11954	37.48	3.60	4.39
lcl|NC_073254.2_cds_XP_034818299.1_21512	41.68	58.32	0.08311	32.60	3.58	4.35
lcl|NC_073254.2_cds_XP_054969884.1_21527	37.06	62.94	0.03145	30.19	3.52	4.54
lcl|NC_073254.2_cds_XP_054969889.1_21547	39.78	60.22	0.10390	31.11	3.38	4.28
lcl|NC_073254.2_cds_XP_008967696.2_21559	41.66	58.34	0.01963	37.85	3.37	4.16
lcl|NC_073254.2_cds_XP_034818346.3_21594	49.82	50.18	-0.10783	35.21	3.88	3.96
lcl|NC_073254.2_cds_XP_003816442.1_21613	37.62	62.38	0.11322	32.41	3.38	4.37
