sequence	Cluster
lcl|NC_085926.1_cds_XP_003825163.2_11084	1
lcl|NC_085926.1_cds_XP_034813042.2_11185	3
lcl|NC_085926.1_cds_XP_034813058.1_11223	1
lcl|NC_085926.1_cds_XP_008948716.3_11234	2
lcl|NC_085926.1_cds_XP_003825222.3_11250	2
lcl|NC_085926.1_cds_XP_034813072.1_11268	3
lcl|NC_085926.1_cds_XP_008948743.2_11286	3
lcl|NC_085926.1_cds_XP_003825249.3_11295	1
lcl|NC_085926.1_cds_XP_034813082.1_11304	3
lcl|NC_085926.1_cds_XP_008948760.2_11311	1
lcl|NC_085926.1_cds_XP_034813086.2_11317	3
lcl|NC_085926.1_cds_XP_008948762.3_11328	1
lcl|NC_085926.1_cds_XP_034813102.1_11334	2
lcl|NC_085926.1_cds_XP_034813136.3_11377	3
lcl|NC_085926.1_cds_XP_057157868.1_11416	2
lcl|NC_085926.1_cds_XP_008966432.2_11427	1
lcl|NC_085926.1_cds_XP_034813185.2_11443	2
lcl|NC_085926.1_cds_XP_003815290.1_11456	2
lcl|NC_085926.1_cds_XP_054966377.1_11508	3
lcl|NC_085926.1_cds_XP_003829466.1_11531	2
lcl|NC_085926.1_cds_XP_034813219.2_11544	2
lcl|NC_085926.1_cds_XP_034813221.1_11561	1
lcl|NC_085926.1_cds_XP_054966417.1_11582	3
lcl|NC_085926.1_cds_XP_024784078.3_11585	3
lcl|NC_085926.1_cds_XP_003829492.5_11586	3
lcl|NC_085926.1_cds_XP_003829493.2_11588	2
lcl|NC_085926.1_cds_XP_034813256.2_11590	2
lcl|NC_085926.1_cds_XP_008974358.2_11661	1
lcl|NC_085926.1_cds_XP_063459001.1_11673	1
lcl|NC_085926.1_cds_XP_034813312.1_11693	2
lcl|NC_085926.1_cds_XP_003822546.3_11743	2
lcl|NC_085926.1_cds_XP_034813332.2_11744	3
lcl|NC_085926.1_cds_XP_034813338.1_11756	2
lcl|NC_085926.1_cds_XP_024784182.3_11820	2
lcl|NC_085926.1_cds_XP_034813386.1_11836	2
lcl|NC_085926.1_cds_XP_003826587.1_11847	2
lcl|NC_085926.1_cds_XP_034813404.1_11862	3
lcl|NC_085926.1_cds_XP_054966524.1_11875	3
lcl|NC_085926.1_cds_XP_054966540.1_11916	1
lcl|NC_085926.1_cds_XP_008950164.3_11950	3
lcl|NC_085926.1_cds_XP_003826566.2_11954	2
lcl|NC_085926.1_cds_XP_003826558.1_11975	1
lcl|NC_085926.1_cds_XP_008950129.1_12024	1
lcl|NC_085926.1_cds_XP_003826533.2_12026	1
lcl|NC_085926.1_cds_XP_034813470.1_12029	3
lcl|NC_085926.1_cds_XP_063459044.1_12063	1
lcl|NC_085926.1_cds_XP_003826509.3_12079	3
lcl|NC_085926.1_cds_XP_003826493.2_12111	1
lcl|NC_085926.1_cds_XP_003826492.2_12113	1
lcl|NC_085926.1_cds_XP_054966583.1_12127	2
lcl|NC_085926.1_cds_XP_054966591.1_12147	1
lcl|NC_085926.1_cds_XP_063459067.1_12157	3
lcl|NC_085926.1_cds_XP_003830671.1_12201	1
lcl|NC_085926.1_cds_XP_003817749.2_12221	3
lcl|NC_085926.1_cds_XP_034813579.1_12222	2
lcl|NC_085926.1_cds_XP_054966612.1_12237	3
lcl|NC_085926.1_cds_XP_034813582.1_12243	3
lcl|NC_085926.1_cds_XP_063459075.1_12267	3
lcl|NC_085926.1_cds_XP_008955541.2_12295	2
lcl|NC_085926.1_cds_XP_003831977.1_12317	2
lcl|NC_085926.1_cds_XP_034813611.1_12319	3
lcl|NC_085926.1_cds_XP_034813613.2_12322	3
lcl|NC_085926.1_cds_XP_054966657.1_12338	2
lcl|NC_085926.1_cds_XP_034813624.1_12344	3
lcl|NC_085926.1_cds_XP_034813635.1_12376	2
lcl|NC_085926.1_cds_XP_008955591.3_12401	1
lcl|NC_085926.1_cds_XP_003832023.3_12426	1
lcl|NC_085926.1_cds_XP_034813660.1_12438	1
lcl|NC_085926.1_cds_XP_003832031.3_12458	1
lcl|NC_085926.1_cds_XP_008955617.1_12484	3
lcl|NC_085926.1_cds_XP_003832042.3_12499	3
lcl|NC_085926.1_cds_XP_008953500.2_12513	2
lcl|NC_085926.1_cds_XP_003806631.1_12529	2
lcl|NC_085926.1_cds_XP_034813708.1_12530	2
lcl|NC_085926.1_cds_XP_003806620.1_12553	2
lcl|NC_085926.1_cds_XP_034813725.1_12569	2
lcl|NC_085926.1_cds_XP_063459083.1_12573	2
lcl|NC_085926.1_cds_XP_063458701.1_12576	2
lcl|NC_085926.1_cds_XP_034813738.2_12584	3
lcl|NC_085926.1_cds_XP_003807707.3_12710	3
lcl|NC_085926.1_cds_XP_054966767.1_12711	3
lcl|NC_085926.1_cds_XP_034813808.1_12727	2
lcl|NC_085926.1_cds_XP_054966977.1_12750	3
lcl|NC_085926.1_cds_XP_054966984.1_12758	3
lcl|NC_085926.1_cds_XP_034813838.1_12767	2
lcl|NC_085926.1_cds_XP_034813877.1_12862	1
lcl|NC_085926.1_cds_XP_054966793.1_12894	2
lcl|NC_073252.2_cds_XP_063459683.1_12951	3
lcl|NC_073252.2_cds_XP_003811358.3_12955	1
lcl|NC_073252.2_cds_XP_054967062.1_12966	1
lcl|NC_073252.2_cds_XP_008961960.1_13012	1
lcl|NC_073252.2_cds_XP_034814008.3_13023	1
lcl|NC_073252.2_cds_XP_008963710.3_13088	3
lcl|NC_073252.2_cds_XP_034814082.1_13107	3
lcl|NC_073252.2_cds_XP_063459742.1_13130	2
lcl|NC_073252.2_cds_XP_003812989.3_13138	1
lcl|NC_073252.2_cds_XP_034814106.4_13154	1
lcl|NC_073252.2_cds_XP_003813002.2_13205	1
lcl|NC_073252.2_cds_XP_003813027.5_13213	3
lcl|NC_073252.2_cds_XP_034814157.3_13223	1
lcl|NC_073252.2_cds_XP_034807805.3_13273	1
lcl|NC_073252.2_cds_XP_034807801.2_13277	1
lcl|NC_073252.2_cds_XP_034807814.2_13284	3
lcl|NC_073252.2_cds_XP_034807872.1_13291	3
lcl|NC_073252.2_cds_XP_054967150.1_13304	1
lcl|NC_073252.2_cds_XP_034807842.1_13315	2
lcl|NC_073252.2_cds_XP_034807865.2_13331	1
lcl|NC_073252.2_cds_XP_003816493.3_13364	1
lcl|NC_073252.2_cds_XP_034814187.3_13400	1
lcl|NC_073252.2_cds_XP_014200099.4_13422	1
lcl|NC_073252.2_cds_XP_034814198.2_13423	1
lcl|NC_073252.2_cds_XP_054967179.1_13433	1
lcl|NC_073252.2_cds_XP_057158018.2_13484	1
lcl|NC_073252.2_cds_XP_003826861.3_13508	1
lcl|NC_073252.2_cds_XP_008950408.2_13511	1
lcl|NC_073252.2_cds_XP_034814239.2_13515	3
lcl|NC_073252.2_cds_XP_003826867.4_13527	1
lcl|NC_073252.2_cds_XP_003826876.2_13542	1
lcl|NC_073252.2_cds_XP_003826881.2_13551	2
lcl|NC_073252.2_cds_XP_034814283.1_13574	1
lcl|NC_073252.2_cds_XP_034814292.1_13596	1
lcl|NC_073252.2_cds_XP_034814303.1_13604	1
lcl|NC_073252.2_cds_XP_034814314.2_13614	3
lcl|NC_073252.2_cds_XP_003832200.3_13623	3
lcl|NC_073252.2_cds_XP_008955808.1_13630	1
lcl|NC_073252.2_cds_XP_034814334.3_13679	2
lcl|NC_073252.2_cds_XP_034814339.3_13694	1
lcl|NC_073252.2_cds_XP_003832230.3_13695	1
lcl|NC_073252.2_cds_XP_054967260.1_13711	2
lcl|NC_073252.2_cds_XP_063459603.1_13717	1
lcl|NC_073252.2_cds_XP_024784262.3_13764	3
lcl|NC_073252.2_cds_XP_003832277.2_13789	1
lcl|NC_073252.2_cds_XP_034814417.2_13806	2
lcl|NC_073252.2_cds_XP_003832289.2_13831	3
lcl|NC_073252.2_cds_XP_054967333.1_13854	2
lcl|NC_073252.2_cds_XP_034814450.2_13856	2
lcl|NC_073252.2_cds_XP_034814488.3_13938	1
lcl|NC_073252.2_cds_XP_034814493.1_13949	2
lcl|NC_073252.2_cds_XP_003832328.2_13954	2
lcl|NC_073252.2_cds_XP_063459621.1_13984	2
lcl|NC_073252.2_cds_XP_054967357.2_13987	3
lcl|NC_073252.2_cds_XP_003832357.1_14051	1
lcl|NC_073252.2_cds_XP_008970073.3_14124	1
lcl|NC_073252.2_cds_XP_003818412.1_14137	2
lcl|NC_073252.2_cds_XP_054967421.1_14141	2
lcl|NC_073252.2_cds_XP_003809037.3_14169	3
lcl|NC_073252.2_cds_XP_054967453.2_14253	1
lcl|NC_073252.2_cds_XP_034814617.2_14263	3
lcl|NC_073252.2_cds_XP_034814627.3_14293	2
lcl|NC_073252.2_cds_XP_034814648.1_14307	2
lcl|NC_073252.2_cds_XP_003806544.3_14315	2
lcl|NC_073252.2_cds_XP_034814662.1_14340	1
lcl|NC_073252.2_cds_XP_034814673.2_14353	3
lcl|NC_073252.2_cds_XP_003806528.3_14356	1
lcl|NC_073252.2_cds_XP_034814677.1_14372	2
lcl|NC_073252.2_cds_XP_034814684.2_14380	1
lcl|NC_073252.2_cds_XP_003806519.1_14398	3
lcl|NC_073252.2_cds_XP_008952425.3_14406	1
lcl|NC_073252.2_cds_XP_008952414.3_14407	3
lcl|NC_073252.2_cds_XP_003806500.1_14470	3
lcl|NC_073252.2_cds_XP_054967539.1_14481	1
lcl|NC_073252.2_cds_XP_034814740.2_14498	2
lcl|NC_073252.2_cds_XP_003816062.5_14500	3
lcl|NC_073252.2_cds_XP_003816067.1_14503	3
lcl|NC_073252.2_cds_XP_054967556.2_14544	3
lcl|NC_073252.2_cds_XP_054967570.1_14586	3
lcl|NC_073252.2_cds_XP_054967578.2_14601	3
lcl|NC_073252.2_cds_XP_034814794.3_14618	1
lcl|NC_073252.2_cds_XP_008961905.1_14626	3
lcl|NC_073252.2_cds_XP_008961909.3_14629	1
lcl|NC_073252.2_cds_XP_063459640.1_14640	2
lcl|NC_073252.2_cds_XP_008961914.2_14649	3
lcl|NC_073252.2_cds_XP_003829944.4_14669	3
lcl|NC_073252.2_cds_XP_054967600.2_14670	1
lcl|NC_073252.2_cds_XP_054967603.1_14678	2
lcl|NC_073252.2_cds_XP_003829951.1_14684	1
lcl|NC_073252.2_cds_XP_008953561.1_14708	1
lcl|NC_073252.2_cds_XP_034814835.1_14755	3
lcl|NC_073252.2_cds_XP_008953685.5_14757	3
lcl|NC_073252.2_cds_XP_054968120.1_14773	3
lcl|NC_073252.2_cds_XP_003830003.2_14776	3
lcl|NC_073252.2_cds_XP_054967641.1_14780	1
lcl|NC_073252.2_cds_XP_003830013.4_14815	3
lcl|NC_073252.2_cds_XP_003830015.2_14819	2
lcl|NC_073252.2_cds_XP_008953607.4_14846	2
lcl|NC_073252.2_cds_XP_054967680.2_14900	1
lcl|NC_073252.2_cds_XP_003830069.1_14935	2
lcl|NC_073252.2_cds_XP_003830074.2_14942	3
lcl|NC_073252.2_cds_XP_063459941.1_14950	3
lcl|NC_073252.2_cds_XP_054967694.1_14961	2
lcl|NC_073252.2_cds_XP_054967741.2_15020	3
lcl|NC_073252.2_cds_XP_003830093.1_15055	3
lcl|NC_073252.2_cds_XP_024784450.1_15058	3
lcl|NC_073252.2_cds_XP_003830119.4_15061	1
lcl|NC_073252.2_cds_XP_008953676.3_15070	3
lcl|NC_073252.2_cds_XP_003830099.3_15076	3
lcl|NC_073252.2_cds_XP_034814960.1_15080	1
lcl|NC_073252.2_cds_XP_003816476.3_15105	2
lcl|NC_073252.2_cds_XP_034814995.1_15149	1
lcl|NC_073252.2_cds_XP_008967725.3_15151	2
lcl|NC_073252.2_cds_XP_003816447.1_15173	2
lcl|NC_073252.2_cds_XP_003816444.1_15180	2
lcl|NC_073252.2_cds_XP_008967710.3_15182	1
lcl|NC_073252.2_cds_XP_063459965.1_15190	2
lcl|NC_073252.2_cds_XP_008974938.4_15194	1
lcl|NC_073252.2_cds_XP_008974939.1_15200	3
lcl|NC_073252.2_cds_XP_063459967.1_15219	1
lcl|NC_073252.2_cds_XP_034815025.1_15232	2
lcl|NC_073252.2_cds_XP_034815035.2_15259	1
lcl|NC_073252.2_cds_XP_003820712.1_15263	3
lcl|NC_073252.2_cds_XP_003820718.1_15304	1
lcl|NC_073252.2_cds_XP_003820724.3_15315	3
lcl|NC_073252.2_cds_XP_003820737.1_15331	3
lcl|NC_073252.2_cds_XP_063459986.1_15348	3
lcl|NC_073252.2_cds_XP_063459985.1_15354	1
lcl|NC_073252.2_cds_XP_003820752.1_15360	1
lcl|NC_073252.2_cds_XP_003820751.4_15361	3
lcl|NC_073252.2_cds_XP_063460012.1_15389	2
lcl|NC_073252.2_cds_XP_014200243.2_15420	3
lcl|NC_073252.2_cds_XP_003815902.1_15448	1
lcl|NC_073252.2_cds_XP_034815118.1_15455	3
lcl|NC_073252.2_cds_XP_034815130.2_15494	2
lcl|NC_073252.2_cds_XP_034815134.3_15507	3
lcl|NC_073252.2_cds_XP_034815150.1_15515	3
lcl|NC_073252.2_cds_XP_063459660.1_15543	1
lcl|NC_073252.2_cds_XP_003822639.4_15560	1
lcl|NC_073252.2_cds_XP_024784478.4_15583	1
lcl|NC_073252.2_cds_XP_003822627.4_15593	3
lcl|NC_073252.2_cds_XP_003822600.1_15649	3
lcl|NC_073252.2_cds_XP_034815228.2_15677	3
lcl|NC_073252.2_cds_XP_034815230.1_15681	1
lcl|NC_073252.2_cds_XP_014200265.3_15696	3
lcl|NC_073252.2_cds_XP_003821841.2_15745	3
lcl|NC_073252.2_cds_XP_034815272.3_15755	3
lcl|NC_073252.2_cds_XP_054967966.1_15756	3
lcl|NC_073252.2_cds_XP_063460051.1_15760	3
lcl|NC_073252.2_cds_XP_003821855.1_15769	1
lcl|NC_073252.2_cds_XP_054967969.2_15779	2
lcl|NC_073252.2_cds_XP_003821859.2_15784	1
lcl|NC_073252.2_cds_XP_008975325.3_15844	2
lcl|NC_073252.2_cds_XP_034815330.3_15859	1
lcl|NC_073252.2_cds_XP_034815346.2_15882	1
lcl|NC_073252.2_cds_XP_034815351.3_15902	3
lcl|NC_073252.2_cds_XP_054968008.1_15915	2
lcl|NC_073252.2_cds_XP_034815362.1_15919	3
lcl|NC_073252.2_cds_XP_034815392.2_15986	1
lcl|NC_073252.2_cds_XP_034815403.2_16011	1
lcl|NC_073252.2_cds_XP_054968045.2_16036	3
lcl|NC_073252.2_cds_NP_001266163.1_16048	1
lcl|NC_073252.2_cds_XP_034815421.3_16068	1
lcl|NC_073253.2_cds_XP_063460147.1_16147	3
lcl|NC_073253.2_cds_XP_063460197.1_16174	1
lcl|NC_073253.2_cds_XP_063460432.1_16210	1
lcl|NC_073253.2_cds_XP_063460434.1_16215	1
lcl|NC_073253.2_cds_XP_034815602.1_16237	1
lcl|NC_073253.2_cds_XP_003808016.1_16240	1
lcl|NC_073253.2_cds_XP_034815613.1_16251	1
lcl|NC_073253.2_cds_XP_034815618.2_16266	1
lcl|NC_073253.2_cds_XP_003822001.1_16277	2
lcl|NC_073253.2_cds_XP_034815628.1_16290	1
lcl|NC_073253.2_cds_XP_008973690.3_16294	1
lcl|NC_073253.2_cds_XP_034815637.1_16295	1
lcl|NC_073253.2_cds_XP_054968150.1_16311	1
lcl|NC_073253.2_cds_XP_003822811.3_16338	3
lcl|NC_073253.2_cds_XP_063460451.1_16341	1
lcl|NC_073253.2_cds_XP_034815656.1_16354	1
lcl|NC_073253.2_cds_XP_063460464.1_16356	3
lcl|NC_073253.2_cds_XP_003822821.2_16397	3
lcl|NC_073253.2_cds_XP_003822834.1_16449	1
lcl|NC_073253.2_cds_XP_003822292.2_16465	3
lcl|NC_073253.2_cds_XP_003822311.1_16502	3
lcl|NC_073253.2_cds_XP_057158249.1_16504	1
lcl|NC_073253.2_cds_XP_014200354.2_16519	1
lcl|NC_073253.2_cds_XP_008974044.2_16535	2
lcl|NC_073253.2_cds_XP_003822326.2_16540	3
lcl|NC_073253.2_cds_XP_024784588.2_16588	1
lcl|NC_073253.2_cds_XP_024784604.1_16601	2
lcl|NC_073253.2_cds_XP_024784512.2_16620	1
lcl|NC_073253.2_cds_XP_008961090.4_16631	3
lcl|NC_073253.2_cds_XP_054968266.1_16669	3
lcl|NC_073253.2_cds_XP_003810506.2_16685	2
lcl|NC_073253.2_cds_XP_054968288.1_16686	3
lcl|NC_073253.2_cds_XP_063460501.1_16709	1
lcl|NC_073253.2_cds_XP_063460272.1_16722	3
lcl|NC_073253.2_cds_XP_003810531.1_16724	2
lcl|NC_073253.2_cds_XP_003810538.3_16738	3
lcl|NC_073253.2_cds_XP_054968296.1_16746	3
lcl|NC_073253.2_cds_XP_008955557.3_16758	3
lcl|NC_073253.2_cds_XP_034815902.1_16813	1
lcl|NC_073253.2_cds_XP_008951027.1_16834	1
lcl|NC_073253.2_cds_XP_003827475.2_16861	2
lcl|NC_073253.2_cds_XP_003827461.3_16876	2
lcl|NC_073253.2_cds_XP_034815938.2_16885	1
lcl|NC_073253.2_cds_XP_034815973.2_16941	1
lcl|NC_073253.2_cds_XP_003827430.1_16945	3
lcl|NC_073253.2_cds_XP_003827415.1_16985	1
lcl|NC_073253.2_cds_XP_003827414.2_16986	1
lcl|NC_073253.2_cds_XP_003827399.4_17028	1
lcl|NC_073253.2_cds_XP_003827398.1_17029	3
lcl|NC_073253.2_cds_XP_054968368.1_17037	2
lcl|NC_073253.2_cds_XP_003811062.3_17043	1
lcl|NC_073253.2_cds_XP_003811024.4_17110	3
lcl|NC_073253.2_cds_XP_003811022.3_17111	3
lcl|NC_073253.2_cds_XP_003811023.1_17112	3
lcl|NC_073253.2_cds_XP_008961582.2_17113	2
lcl|NC_073253.2_cds_XP_034816029.2_17136	3
lcl|NC_073253.2_cds_XP_034816034.2_17140	1
lcl|NC_073253.2_cds_XP_024784524.2_17147	3
lcl|NC_073253.2_cds_XP_034816041.1_17148	1
lcl|NC_073253.2_cds_XP_034816043.1_17150	2
lcl|NC_073253.2_cds_XP_034816047.1_17157	2
lcl|NC_073253.2_cds_XP_057158289.1_17159	1
lcl|NC_073253.2_cds_XP_024784619.3_17175	1
lcl|NC_073253.2_cds_XP_003806697.1_17177	1
lcl|NC_073253.2_cds_XP_034816070.1_17213	3
lcl|NC_073253.2_cds_XP_054968419.1_17240	3
lcl|NC_073253.2_cds_XP_003818552.3_17262	3
lcl|NC_073253.2_cds_XP_034816103.1_17273	2
lcl|NC_073253.2_cds_XP_008970091.3_17280	3
lcl|NC_073253.2_cds_XP_034816117.1_17287	1
lcl|NC_073253.2_cds_XP_024783189.3_17342	3
lcl|NC_073253.2_cds_XP_003817978.3_17400	3
lcl|NC_073253.2_cds_XP_034816150.1_17402	2
lcl|NC_073253.2_cds_XP_034816182.1_17411	1
lcl|NC_073253.2_cds_XP_008951940.2_17424	2
lcl|NC_073253.2_cds_XP_034816199.2_17440	2
lcl|NC_073253.2_cds_XP_003826804.2_17484	1
lcl|NC_073253.2_cds_XP_003826799.3_17498	1
lcl|NC_073253.2_cds_XP_008950328.3_17520	1
lcl|NC_073253.2_cds_XP_034816232.2_17535	3
lcl|NC_073253.2_cds_XP_003826777.3_17539	2
lcl|NC_073253.2_cds_XP_054968520.1_17544	1
lcl|NC_073253.2_cds_XP_003826767.2_17585	1
lcl|NC_073253.2_cds_XP_008950306.2_17597	3
lcl|NC_073253.2_cds_XP_034816270.2_17607	1
lcl|NC_073253.2_cds_XP_054968550.1_17635	3
lcl|NC_073253.2_cds_XP_054968562.1_17660	2
lcl|NC_073253.2_cds_XP_003826736.1_17678	2
lcl|NC_073253.2_cds_XP_034816328.1_17698	3
lcl|NC_073253.2_cds_XP_034816335.1_17705	1
lcl|NC_073253.2_cds_XP_003826714.3_17707	2
lcl|NC_073253.2_cds_XP_014200457.4_17716	1
lcl|NC_073253.2_cds_XP_003829381.2_17720	1
lcl|NC_073253.2_cds_XP_003829370.1_17728	2
lcl|NC_073253.2_cds_XP_063460285.1_17738	1
lcl|NC_073253.2_cds_XP_003829350.1_17768	3
lcl|NC_073253.2_cds_XP_034816382.1_17798	1
lcl|NC_073253.2_cds_XP_034816389.1_17815	2
lcl|NC_073253.2_cds_XP_003829335.3_17830	2
lcl|NC_073253.2_cds_XP_003829334.3_17831	3
lcl|NC_073253.2_cds_XP_034816406.2_17894	2
lcl|NC_073253.2_cds_XP_003829318.3_17913	3
lcl|NC_073253.2_cds_XP_054968674.1_17916	2
lcl|NC_073253.2_cds_XP_003829294.1_17966	1
lcl|NC_073253.2_cds_XP_034816447.1_18009	2
lcl|NC_073253.2_cds_XP_054968958.1_18026	2
lcl|NC_073253.2_cds_XP_008952852.3_18030	2
lcl|NC_073253.2_cds_XP_008952961.4_18041	2
lcl|NC_073253.2_cds_XP_034816478.1_18052	2
lcl|NC_073253.2_cds_XP_054968970.1_18068	2
lcl|NC_073253.2_cds_XP_003829252.3_18081	1
lcl|NC_073253.2_cds_XP_034816504.1_18111	1
lcl|NC_073253.2_cds_XP_054969010.1_18121	2
lcl|NC_073253.2_cds_XP_014200531.1_18122	2
lcl|NC_073253.2_cds_XP_034816519.2_18208	2
lcl|NC_073253.2_cds_XP_003829188.4_18214	1
lcl|NC_073253.2_cds_XP_014200501.1_18233	1
lcl|NC_073253.2_cds_XP_034816540.3_18253	2
lcl|NC_073253.2_cds_XP_034816561.2_18275	2
lcl|NC_073253.2_cds_XP_003829161.5_18279	2
lcl|NC_073253.2_cds_XP_063460721.1_18288	3
lcl|NC_073253.2_cds_XP_003829131.1_18347	2
lcl|NC_073253.2_cds_XP_008952741.1_18350	2
lcl|NC_073253.2_cds_XP_034816612.1_18355	1
lcl|NC_073253.2_cds_XP_054968746.1_18398	3
lcl|NC_073253.2_cds_XP_034816640.1_18405	2
lcl|NC_073253.2_cds_XP_054968750.1_18424	2
lcl|NC_073253.2_cds_XP_063460743.1_18437	3
lcl|NC_073253.2_cds_XP_057158343.1_18441	3
lcl|NC_073253.2_cds_XP_008952702.1_18446	2
lcl|NC_073253.2_cds_XP_057158344.1_18448	2
lcl|NC_073253.2_cds_XP_008952699.3_18449	1
lcl|NC_073253.2_cds_XP_034816677.2_18463	3
lcl|NC_073253.2_cds_XP_034816685.1_18478	1
lcl|NC_073253.2_cds_XP_034816693.2_18501	2
lcl|NC_073253.2_cds_XP_003829037.2_18548	2
lcl|NC_073253.2_cds_XP_063460342.1_18565	2
lcl|NC_073253.2_cds_XP_034816741.1_18585	2
lcl|NC_073253.2_cds_XP_034816754.1_18610	3
lcl|NC_073253.2_cds_XP_003829007.2_18615	2
lcl|NC_073253.2_cds_XP_034816768.2_18635	2
lcl|NC_073253.2_cds_XP_008970649.1_18644	3
lcl|NC_073253.2_cds_XP_034816805.2_18701	3
lcl|NC_073253.2_cds_XP_034817193.2_18731	3
lcl|NC_073253.2_cds_XP_008961543.3_18743	2
lcl|NC_073253.2_cds_XP_014200636.3_18755	3
lcl|NC_073253.2_cds_XP_003810964.1_18760	3
lcl|NC_073253.2_cds_XP_054968835.1_18781	3
lcl|NC_073253.2_cds_XP_003814037.1_18804	2
lcl|NC_073253.2_cds_XP_034816856.1_18814	3
lcl|NC_073253.2_cds_XP_034816892.2_18882	3
lcl|NC_073253.2_cds_XP_034816921.1_18913	3
lcl|NC_073253.2_cds_XP_034816922.2_18915	1
lcl|NC_073253.2_cds_XP_034816930.1_18933	3
lcl|NC_073253.2_cds_XP_003806895.1_18935	2
lcl|NC_073253.2_cds_XP_034816947.1_18962	2
lcl|NC_073253.2_cds_XP_034816977.1_19024	2
lcl|NC_073253.2_cds_XP_034817049.1_19101	1
lcl|NC_073253.2_cds_XP_034817060.1_19106	1
lcl|NC_073253.2_cds_XP_034817089.1_19136	2
lcl|NC_073253.2_cds_XP_063460409.1_19156	3
lcl|NC_073253.2_cds_XP_034817128.1_19182	3
lcl|NC_073253.2_cds_XP_003806784.1_19203	3
lcl|NC_073254.2_cds_XP_003805616.4_19259	1
lcl|NC_073254.2_cds_XP_034817263.3_19312	1
lcl|NC_073254.2_cds_XP_003806752.1_19339	2
lcl|NC_073254.2_cds_XP_034817294.3_19381	1
lcl|NC_073254.2_cds_XP_008970781.1_19389	1
lcl|NC_073254.2_cds_XP_003827571.2_19393	1
lcl|NC_073254.2_cds_XP_003827603.1_19459	3
lcl|NC_073254.2_cds_XP_034817335.2_19471	3
lcl|NC_073254.2_cds_XP_014200716.2_19532	3
lcl|NC_073254.2_cds_XP_054969179.2_19553	2
lcl|NC_073254.2_cds_XP_034817399.1_19562	3
lcl|NC_073254.2_cds_XP_034817408.2_19577	1
lcl|NC_073254.2_cds_XP_003823243.2_19612	3
lcl|NC_073254.2_cds_XP_054969196.2_19619	3
lcl|NC_073254.2_cds_XP_034817449.3_19636	3
lcl|NC_073254.2_cds_XP_063461238.1_19648	3
lcl|NC_073254.2_cds_XP_003829712.2_19765	3
lcl|NC_073254.2_cds_XP_063461294.1_19849	2
lcl|NC_073254.2_cds_XP_034817557.1_19889	2
lcl|NC_073254.2_cds_XP_063460847.1_19968	2
lcl|NC_073254.2_cds_XP_003807406.2_19971	2
lcl|NC_073254.2_cds_XP_003807393.1_19984	2
lcl|NC_073254.2_cds_XP_034817593.2_20000	3
lcl|NC_073254.2_cds_XP_008957701.4_20009	2
lcl|NC_073254.2_cds_XP_034817609.3_20031	3
lcl|NC_073254.2_cds_XP_034817610.3_20033	3
lcl|NC_073254.2_cds_XP_008957683.1_20041	2
lcl|NC_073254.2_cds_XP_003831625.4_20106	2
lcl|NC_073254.2_cds_XP_063460861.1_20155	2
lcl|NC_073254.2_cds_XP_054969411.2_20194	2
lcl|NC_073254.2_cds_XP_003831600.1_20202	3
lcl|NC_073254.2_cds_XP_008955135.1_20204	2
lcl|NC_073254.2_cds_XP_014200792.3_20224	2
lcl|NC_073254.2_cds_XP_003831583.4_20235	2
lcl|NC_073254.2_cds_XP_034817681.3_20240	2
lcl|NC_073254.2_cds_XP_003831582.4_20243	2
lcl|NC_073254.2_cds_XP_063461320.1_20249	2
lcl|NC_073254.2_cds_XP_003829810.3_20279	3
lcl|NC_073254.2_cds_XP_003808635.4_20325	2
lcl|NC_073254.2_cds_XP_034817739.1_20369	2
lcl|NC_073254.2_cds_XP_008958869.3_20390	2
lcl|NC_073254.2_cds_XP_034817765.1_20402	1
lcl|NC_073254.2_cds_XP_003808581.4_20433	2
lcl|NC_073254.2_cds_XP_063460908.1_20443	1
lcl|NC_073254.2_cds_XP_063460915.1_20452	2
lcl|NC_073254.2_cds_XP_054969496.2_20527	2
lcl|NC_073254.2_cds_XP_054969490.2_20551	2
lcl|NC_073254.2_cds_XP_034817873.2_20584	3
lcl|NC_073254.2_cds_XP_003818932.3_20638	2
lcl|NC_073254.2_cds_XP_063460952.1_20643	2
lcl|NC_073254.2_cds_XP_054969541.2_20659	1
lcl|NC_073254.2_cds_XP_063461344.1_20673	2
lcl|NC_073254.2_cds_XP_054969548.2_20718	2
lcl|NC_073254.2_cds_XP_034817983.3_20790	3
lcl|NC_073254.2_cds_XP_054969578.1_20811	3
lcl|NC_073254.2_cds_XP_003833340.2_20820	1
lcl|NC_073254.2_cds_XP_034817997.3_20829	3
lcl|NC_073254.2_cds_XP_003833328.3_20847	2
lcl|NC_073254.2_cds_XP_003833319.3_20855	2
lcl|NC_073254.2_cds_XP_034818006.3_20864	2
lcl|NC_073254.2_cds_XP_034818010.3_20868	2
lcl|NC_073254.2_cds_XP_034818016.3_20875	1
lcl|NC_073254.2_cds_XP_003833309.4_20889	2
lcl|NC_073254.2_cds_XP_034818024.2_20890	2
lcl|NC_073254.2_cds_XP_008956992.2_20946	3
lcl|NC_073254.2_cds_XP_054969618.1_20969	3
lcl|NC_073254.2_cds_XP_003833247.4_21054	1
lcl|NC_073254.2_cds_XP_008956928.4_21066	3
lcl|NC_073254.2_cds_XP_003833241.2_21070	3
