chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_071990.2	36399075	36399606	1	1	+	NC_071990.2	36399094	36399172	36399272	36399448	MAPK13	XM_002816803.6	+	1	36399172	36399272	100	2
NC_071990.2	41831890	41832511	2	1	+	NC_071990.2	41832056	41832139	41832248	41832455	FOXP4	XM_002816867.6	+	2	41832139	41832248	109	6
NC_071990.2	41831890	41832511	2	1	+	NC_071990.2	41832056	41832139	41832284	41832455	FOXP4	XM_009241858.4	+	2	41832139	41832284	145	5
NC_071990.2	43177134	43177479	1	1	+	NC_071990.2	43177305	43177366	43177469	43177479	CNPY3	XM_063725240.1	+	1	43177366	43177469	103	1
NC_071990.2	43250744	43251341	3	1	+	NC_071990.2	43250785	43250984	43251069	43251179	PPP2R5D	XM_009241889.4	+	3	43250984	43251069	85	2
NC_071990.2	43254398	43254911	3	1	+	NC_071990.2	43254545	43254617	43254762	43254878	PPP2R5D	XM_009241889.4	+	3	43254617	43254762	145	2
NC_071990.2	43448560	43449415	2	1	+	NC_071990.2	43448739	43448848	43448924	43449106	CUL9	XM_024248845.3	+	2	43448848	43448924	76	2
NC_071990.2	43448560	43449415	2	1	+	NC_071990.2	43448924	43449106	43449254	43449414	CUL9	XM_024248845.3	+	2	43449106	43449254	148	2
NC_071990.2	43448560	43449415	2	1	+	NC_071990.2	43448739	43448848	43448924	43449414	CUL9	XM_054557526.2	+	2	43448848	43448924	76	2
NC_071990.2	43700873	43701275	3	1	+	NC_071990.2	43700951	43701080	43701177	43701274	ABCC10	XM_054557545.2	+	3	43701080	43701177	97	1
NC_071990.2	43700873	43701275	3	1	+	NC_071990.2	43700951	43701080	43701177	43701275	ABCC10	XM_054557547.2	+	3	43701080	43701177	97	1
NC_071990.2	43875683	43876376	-2	1	-	NC_071990.2	43876128	43876236	43875735	43875932	GTPBP2	XM_002832969.6	-	2	43875932	43876128	196	6
NC_071990.2	44408801	44409368	3	1	+	NC_071990.2	44408853	44408933	44409180	44409368	TMEM63B	XM_024248593.3	+	3	44408933	44409180	247	10
NC_071990.2	44505044	44505617	3	1	+	NC_071990.2	44505070	44505260	44505387	44505534	HSP90AB1	NM_001132972.2	+	3	44505260	44505387	127	2
NC_071990.2	44510366	44511392	-2	1	-	NC_071990.2	44511079	44511089	44510372	44510565	SLC35B2	NM_001133978.2	-	2	44510565	44511079	514	1
NC_071990.2	44513653	44514235	-3	1	-	NC_071990.2	44514104	44514192	44513696	44513935	NFKBIE	XM_003776846.5	-	3	44513935	44514104	169	1
NC_071990.2	44556625	44557321	-3	1	-	NC_071990.2	44557145	44557282	44556659	44556767	AARS2	XM_002816937.5	-	3	44556767	44557145	378	1
NC_071990.2	7769913	7770270	1	1	+	NC_071990.2	7769920	7770030	7770124	7770270	BMP6	XM_024248953.3	+	1	7770030	7770124	94	1
NC_071990.2	79744875	79745559	-1	1	-	NC_071990.2	79745511	79745550	79745182	79745211	PHIP	XM_002817078.6	-	1	79745211	79745511	300	2
NC_071990.2	79744875	79745559	-1	1	-	NC_071990.2	79745182	79745211	79744930	79744989	PHIP	XM_002817078.6	-	1	79744989	79745182	193	2
NC_071990.2	86377994	86378492	-2	1	-	NC_071990.2	86378316	86378429	86378040	86378216	SYNCRIP	XM_003776870.5	-	2	86378216	86378316	100	8
NC_071991.2	10089341	10090310	-3	1	-	NC_071991.2	10090008	10090070	10089432	10089731	SPACDR	XM_002817760.4	-	3	10089731	10090008	277	1
NC_071991.2	101844303	101844708	-2	1	-	NC_071991.2	101844583	101844683	101844370	101844477	SRPK2	XM_009243112.4	-	2	101844477	101844583	106	12
NC_071991.2	102284547	102284937	1	1	+	NC_071991.2	102284565	102284745	102284818	102284936	RINT1	XM_024249862.3	+	1	102284745	102284818	73	7
NC_071991.2	10239294	10239696	1	1	+	NC_071991.2	10239383	10239547	10239668	10239696	MOSPD3	XM_024250466.3	+	1	10239547	10239668	121	6
NC_071991.2	10260546	10261161	-2	1	-	NC_071991.2	10260835	10260946	10260607	10260729	TFR2	XM_002817770.4	-	2	10260729	10260835	106	6
NC_071991.2	10275134	10275596	-3	1	-	NC_071991.2	10275338	10275432	10275165	10275271	ACTL6B	XM_024249809.3	-	3	10275271	10275338	67	3
NC_071991.2	10282340	10283033	-3	1	-	NC_071991.2	10282967	10282991	10282440	10282516	ACTL6B	XM_024249809.3	-	3	10282516	10282967	451	2
NC_071991.2	102829377	102830028	-2	1	-	NC_071991.2	102829771	102829821	102829429	102829500	SYPL1	XM_054558828.1	-	2	102829500	102829771	271	2
NC_071991.2	10306058	10306568	3	1	+	NC_071991.2	10306167	10306383	10306465	10306568	GNB2	XM_024249896.3	+	3	10306383	10306465	82	1
NC_071991.2	10310467	10311424	-1	1	-	NC_071991.2	10311287	10311369	10311041	10311181	GIGYF1	XM_024249990.3	-	1	10311181	10311287	106	11
NC_071991.2	10313493	10314255	-2	1	-	NC_071991.2	10313932	10314185	10313727	10313832	GIGYF1	XM_024249990.3	-	2	10313832	10313932	100	11
NC_071991.2	10497815	10498652	3	1	+	NC_071991.2	10497849	10497974	10498233	10498604	TRIP6	XM_002817780.6	+	3	10497974	10498233	259	1
NC_071991.2	10514354	10514675	3	1	+	NC_071991.2	10514355	10514453	10514538	10514655	SRRT	NM_001133377.1	+	3	10514453	10514538	85	5
NC_071991.2	10575524	10586687	3	1	+	NC_071991.2	10575583	10581300	10582981	10584271	MUC3A	XM_054560306.1	+	3	10581300	10582981	1681	1
NC_071991.2	10575524	10586687	3	1	+	NC_071991.2	10582981	10584271	10584815	10586685	MUC3A	XM_054560306.1	+	3	10584271	10584815	544	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10616314	10616377	10616864	10617658	LOC129060557	XM_054560111.1	+	1	10616377	10616864	487	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10616864	10617658	10617902	10618019	LOC129060557	XM_054560111.1	+	1	10617658	10617902	244	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10617902	10618019	10618173	10618445	LOC129060557	XM_054560111.1	+	1	10618019	10618173	154	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10618173	10618445	10619406	10619548	LOC129060557	XM_054560111.1	+	1	10618445	10619406	961	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10622434	10622603	10622889	10623646	LOC129060558	XM_054560112.1	+	1	10622603	10622889	286	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10622889	10623646	10624295	10624494	LOC129060558	XM_054560112.1	+	1	10623646	10624295	649	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10626289	10626298	10626693	10628585	LOC129060559	XM_054560113.1	+	1	10626298	10626693	395	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10647331	10648414	10648670	10650529	LOC129047298	XM_054560117.1	+	1	10648414	10648670	256	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10634842	10635026	10635180	10635883	LOC129060561	XM_063725817.1	+	1	10635026	10635180	154	1
NC_071991.2	10606161	10650531	1	1	+	NC_071991.2	10635180	10635883	10636175	10636328	LOC129060561	XM_063725817.1	+	1	10635883	10636175	292	1
NC_071991.2	10680756	10703067	1	1	+	NC_071991.2	10680878	10682401	10684577	10685032	MUC12	XM_054560320.2	+	1	10682401	10684577	2176	1
NC_071991.2	10680756	10703067	1	1	+	NC_071991.2	10684577	10685032	10686863	10692955	MUC12	XM_054560320.2	+	1	10685032	10686863	1831	1
NC_071991.2	10680756	10703067	1	1	+	NC_071991.2	10686863	10692955	10693361	10698791	MUC12	XM_054560320.2	+	1	10692955	10693361	406	1
NC_071991.2	10680756	10703067	1	1	+	NC_071991.2	10693361	10698791	10701462	10702756	MUC12	XM_054560320.2	+	1	10698791	10701462	2671	1
NC_071991.2	10728791	10738901	3	1	+	NC_071991.2	10735125	10735233	10735588	10735764	MUC17	XM_054560118.1	+	3	10735233	10735588	355	1
NC_071991.2	10728791	10738901	3	1	+	NC_071991.2	10735588	10735764	10735942	10736271	MUC17	XM_054560118.1	+	3	10735764	10735942	178	1
NC_071991.2	10728791	10738901	3	1	+	NC_071991.2	10735942	10736271	10736800	10738896	MUC17	XM_054560118.1	+	3	10736271	10736800	529	1
NC_071991.2	10907374	10907935	-1	1	-	NC_071991.2	10907624	10907765	10907423	10907536	PLOD3	NM_001135399.1	-	1	10907536	10907624	88	2
NC_071991.2	12125924	12126452	3	1	+	NC_071991.2	12125990	12126224	12126327	12126443	LRWD1	XM_002817808.5	+	3	12126224	12126327	103	1
NC_071991.2	12132259	12132856	2	1	+	NC_071991.2	12132396	12132551	12132636	12132748	LRWD1	XM_002817808.5	+	2	12132551	12132636	85	1
NC_071991.2	12148978	12149422	-1	1	-	NC_071991.2	12149209	12149273	12148979	12149097	RASA4B	XM_024249818.3	-	1	12149097	12149209	112	2
NC_071991.2	12161850	12162633	-2	1	-	NC_071991.2	12162406	12162523	12162027	12162177	RASA4B	XM_024249818.3	-	2	12162177	12162406	229	2
NC_071991.2	12166292	12166859	-3	1	-	NC_071991.2	12166692	12166823	12166294	12166388	RASA4B	XM_024249818.3	-	3	12166388	12166692	304	2
NC_071991.2	124866660	124869801	1	1	+	NC_071991.2	124867630	124868055	124868413	124868497	LOC129060724	XM_054560780.1	+	1	124868055	124868413	358	1
NC_071991.2	124866660	124869801	1	1	+	NC_071991.2	124868413	124868497	124868927	124869801	LOC129060724	XM_054560780.1	+	1	124868497	124868927	430	1
NC_071991.2	125849773	125850628	-1	1	-	NC_071991.2	125850047	125850253	125849809	125849896	IMPDH1	XM_024250046.3	-	1	125849896	125850047	151	9
NC_071991.2	126124601	126125255	3	1	+	NC_071991.2	126124681	126124874	126124965	126125078	FLNC	XM_009243211.4	+	3	126124874	126124965	91	4
NC_071991.2	126127274	126127799	3	1	+	NC_071991.2	126127320	126127437	126127528	126127790	FLNC	XM_009243211.4	+	3	126127437	126127528	91	4
NC_071991.2	126175423	126176371	-1	1	-	NC_071991.2	126175961	126176046	126175438	126175590	KCP	XM_054559806.2	-	1	126175590	126175961	371	1
NC_071991.2	12790996	12791767	2	1	+	NC_071991.2	12791326	12791415	12791683	12791744	TMEM120A	XM_002817822.4	+	2	12791415	12791683	268	1
NC_071991.2	128828284	128828887	-1	1	-	NC_071991.2	128828740	128828887	128828417	128828478	PODXL	XM_009243230.4	-	1	128828478	128828740	262	1
NC_071991.2	13599357	13599687	1	1	+	NC_071991.2	13599428	13599522	13599625	13599687	CASTOR2	XM_024249430.3	+	1	13599522	13599625	103	1
NC_071991.2	13771630	13772080	-1	1	-	NC_071991.2	13771993	13772058	13771632	13771815	GTF2I	XM_024249940.3	-	1	13771815	13771993	178	14
NC_071991.2	139045614	139046115	-2	1	-	NC_071991.2	139045899	139046030	139045616	139045766	DENND11	XM_024249606.2	-	2	139045766	139045899	133	2
NC_071991.2	139652100	139652841	-2	1	-	NC_071991.2	139652610	139652769	139652281	139652366	LOC100452723	XM_054559920.1	-	2	139652366	139652610	244	1
NC_071991.2	139943653	139944223	2	1	+	NC_071991.2	139943762	139943810	139943919	139944223	LOC112134308	unassigned_transcript_348	+	2	139943810	139943919	109	1
NC_071991.2	140086542	140087370	1	1	+	NC_071991.2	140086750	140086798	140086925	140087370	LOC129060744	unassigned_transcript_362	+	1	140086798	140086925	127	1
NC_071991.2	140482571	140482835	-3	1	-	NC_071991.2	140482749	140482835	140482573	140482649	TRPV6	XM_024250333.3	-	3	140482649	140482749	100	2
NC_071991.2	140521755	140522373	-2	1	-	NC_071991.2	140522155	140522320	140521914	140521980	TRPV5	XM_002818578.4	-	2	140521980	140522155	175	1
NC_071991.2	141002921	141003557	-3	1	-	NC_071991.2	141003408	141003557	141002923	141003116	EPHA1	XM_024250335.2	-	3	141003116	141003408	292	1
NC_071991.2	141054337	141055504	2	1	+	NC_071991.2	141054503	141055307	141055356	141055504	TAS2R60	XM_054559944.1	+	2	141055307	141055356	49	1
NC_071991.2	14468623	14469556	-1	1	-	NC_071991.2	14469433	14469525	14468962	14469027	ELN	XM_054560393.2	-	1	14469027	14469433	406	13
NC_071991.2	14468623	14469556	-1	1	-	NC_071991.2	14469433	14469525	14468962	14469012	ELN	XM_054560394.2	-	1	14469012	14469433	421	4
NC_071991.2	147712527	147713346	1	1	+	NC_071991.2	147712589	147712768	147713003	147713247	LOC112131356	XM_054560792.2	+	1	147712768	147713003	235	1
NC_071991.2	147726682	147727423	2	1	+	NC_071991.2	147726846	147726937	147727019	147727250	LOC112131356	XM_054560792.2	+	2	147726937	147727019	82	1
NC_071991.2	147727305	147727839	1	1	+	NC_071991.2	147727361	147727513	147727610	147727750	LOC112131356	XM_054560792.2	+	1	147727513	147727610	97	1
NC_071991.2	147731849	147733112	3	1	+	NC_071991.2	147732103	147732253	147732779	147732851	LOC112131356	XM_054560792.2	+	3	147732253	147732779	526	1
NC_071991.2	147779082	147779628	-2	1	-	NC_071991.2	147779446	147779541	147779083	147779196	RARRES2	NM_001134159.1	-	2	147779196	147779446	250	1
NC_071991.2	14816619	14816952	-2	1	-	NC_071991.2	14816817	14816899	14816621	14816717	BUD23	XM_002817861.5	-	2	14816717	14816817	100	3
NC_071991.2	148407947	148408619	-3	1	-	NC_071991.2	148408223	148408495	148407949	148408135	KCNH2	XM_024250417.2	-	3	148408135	148408223	88	5
NC_071991.2	148469727	148470117	1	1	+	NC_071991.2	148469779	148469911	148470038	148470116	NOS3	XM_024250344.3	+	1	148469911	148470038	127	2
NC_071991.2	148474591	148475185	2	1	+	NC_071991.2	148474724	148474918	148475027	148475185	NOS3	XM_024250344.3	+	2	148474918	148475027	109	1
NC_071991.2	148537987	148538800	2	1	+	NC_071991.2	148538112	148538281	148538519	148538692	SLC4A2	NM_001131672.1	+	2	148538281	148538519	238	3
NC_071991.2	148579885	148580641	2	1	+	NC_071991.2	148580132	148580219	148580400	148580485	AGAP3	XM_024250310.3	+	2	148580219	148580400	181	8
NC_071991.2	1486293	1486758	-2	1	-	NC_071991.2	1486560	1486669	1486294	1486406	INTS1	XM_024241278.3	-	2	1486406	1486560	154	4
NC_071991.2	14905187	14906456	3	1	+	NC_071991.2	14905212	14905743	14905999	14906066	MLXIPL	XM_002817862.4	+	3	14905743	14905999	256	2
NC_071991.2	14905187	14906456	3	1	+	NC_071991.2	14905999	14906066	14906142	14906292	MLXIPL	XM_002817862.4	+	3	14906066	14906142	76	1
NC_071991.2	14905187	14906456	3	1	+	NC_071991.2	14905999	14906066	14906145	14906292	MLXIPL	XM_054560415.2	+	3	14906066	14906145	79	1
NC_071991.2	1493763	1494657	-2	1	-	NC_071991.2	1494474	1494633	1494114	1494254	INTS1	XM_024241278.3	-	2	1494254	1494474	220	4
NC_071991.2	1502632	1503508	-1	1	-	NC_071991.2	1503113	1503292	1502921	1503025	INTS1	XM_024241278.3	-	1	1503025	1503113	88	4
NC_071991.2	1504281	1505121	-2	1	-	NC_071991.2	1504735	1504914	1504438	1504587	INTS1	XM_024241278.3	-	2	1504587	1504735	148	4
NC_071991.2	1517645	1518248	-3	1	-	NC_071991.2	1517864	1518023	1517647	1517752	INTS1	XM_024241278.3	-	3	1517752	1517864	112	4
NC_071991.2	15198508	15198976	2	1	+	NC_071991.2	15198540	15198750	15198835	15198975	NSUN5	XM_024249523.3	+	2	15198750	15198835	85	2
NC_071991.2	1565691	1566705	-2	1	-	NC_071991.2	1566489	1566686	1565692	1565918	TMEM184A	XM_024241287.3	-	2	1565918	1566489	571	1
NC_071991.2	1569021	1569543	-2	1	-	NC_071991.2	1569295	1569370	1569023	1569114	TMEM184A	XM_024241287.3	-	2	1569114	1569295	181	1
NC_071991.2	21195291	21195894	1	1	+	NC_071991.2	21195525	21195574	21195746	21195847	LOC103891092	XM_054560477.2	+	1	21195574	21195746	172	2
NC_071991.2	25291500	25292877	1	1	+	NC_071991.2	25291520	25291615	25291760	25292162	LOC129060696	XM_054560751.2	+	1	25291615	25291760	145	1
NC_071991.2	2687024	2687585	-3	1	-	NC_071991.2	2687286	2687399	2687118	2687168	IQCE	XM_024241234.3	-	3	2687168	2687286	118	28
NC_071991.2	39954439	39955141	2	1	+	NC_071991.2	39954443	39954614	39954894	39955051	TBRG4	XM_024250433.2	+	2	39954614	39954894	280	5
NC_071991.2	40920263	40920995	3	1	+	NC_071991.2	40920396	40920540	40920835	40920939	MYL7	XM_024249787.2	+	3	40920540	40920835	295	1
NC_071991.2	40920263	40920995	3	1	+	NC_071991.2	40920465	40920540	40920835	40920939	MYL7	XM_024249788.2	+	3	40920540	40920835	295	1
NC_071991.2	40939539	40940367	1	1	+	NC_071991.2	40939653	40939851	40940158	40940238	POLD2	XM_002818001.5	+	1	40939851	40940158	307	2
NC_071991.2	40945189	40945879	-1	1	-	NC_071991.2	40945606	40945750	40945424	40945509	AEBP1	XM_024249480.3	-	1	40945509	40945606	97	2
NC_071991.2	4868353	4869724	-1	1	-	NC_071991.2	4869422	4869534	4868398	4868635	RADIL	XM_024241292.2	-	1	4868635	4869422	787	4
NC_071991.2	54041232	54041931	-2	1	-	NC_071991.2	54041700	54041802	54041466	54041573	GHRHR	XM_024250058.2	-	2	54041573	54041700	127	1
NC_071991.2	54088251	54089415	-2	1	-	NC_071991.2	54088879	54089280	54088486	54088650	AQP1	XM_063725513.1	-	2	54088650	54088879	229	1
NC_071991.2	5558034	5558670	-2	1	-	NC_071991.2	5558497	5558619	5558128	5558367	ACTB	NM_001133354.1	-	2	5558367	5558497	130	1
NC_071991.2	58995283	58995589	2	1	+	NC_071991.2	58995309	58995410	58995486	58995566	HNRNPA2B1	NM_001133859.2	+	2	58995410	58995486	76	5
NC_071991.2	63242535	63242919	-2	1	-	NC_071991.2	63242731	63242913	63242537	63242652	DNAH11	XM_054559402.2	-	2	63242652	63242731	79	1
NC_071991.2	6868916	6869492	3	1	+	NC_071991.2	6868917	6869076	6869365	6869492	RAC1	XM_024250035.3	+	3	6869076	6869365	289	2
NC_071991.2	6969006	6969432	-2	1	-	NC_071991.2	6969253	6969408	6969031	6969117	GRID2IP	XM_024250010.3	-	2	6969117	6969253	136	4
NC_071991.2	7919550	7920138	-2	1	-	NC_071991.2	7919815	7919964	7919552	7919709	TECPR1	NM_001133184.1	-	2	7919709	7919815	106	1
NC_071991.2	83872186	83872630	2	1	+	NC_071991.2	83872219	83872361	83872452	83872555	PEX1	XM_024250284.3	+	2	83872361	83872452	91	3
NC_071991.2	9841311	9842046	1	1	+	NC_071991.2	9841606	9841684	9841907	9842032	COPS6	NM_001131286.1	+	1	9841684	9841907	223	1
NC_071991.2	9841311	9842046	1	1	+	NC_071991.2	9841606	9841684	9841910	9842032	COPS6	XM_009242602.4	+	1	9841684	9841910	226	1
NC_071991.2	9843948	9844410	1	1	+	NC_071991.2	9844034	9844134	9844273	9844410	COPS6	NM_001131286.1	+	1	9844134	9844273	139	2
NC_071991.2	9849886	9850582	-1	1	-	NC_071991.2	9850159	9850273	9849943	9850074	MCM7	XM_002817741.6	-	1	9850074	9850159	85	1
NC_071991.2	9975058	9975718	2	1	+	NC_071991.2	9975099	9975263	9975319	9975446	PVRIG	XM_009242626.2	+	2	9975263	9975319	56	1
NC_071991.2	9975721	9976225	2	1	+	NC_071991.2	9975742	9975802	9975905	9976225	PVRIG	XM_009242626.2	+	2	9975802	9975905	103	1
NC_071991.2	999847	1001086	2	1	+	NC_071991.2	1000317	1000466	1000533	1000690	LOC100446332	XM_024241255.2	+	2	1000466	1000533	67	1
NC_071992.2	107283080	107283338	3	1	+	NC_071992.2	107283090	107283144	107283229	107283332	SLC26A7	XM_002819259.3	+	3	107283144	107283229	85	2
NC_071992.2	110045511	110045997	-1	1	-	NC_071992.2	110045835	110045993	110045530	110045729	CDH17	XM_063726725.1	-	1	110045729	110045835	106	1
NC_071992.2	115926870	115927176	-1	1	-	NC_071992.2	115927083	115927176	115926885	115926965	RGS22	XM_024251116.3	-	1	115926965	115927083	118	14
NC_071992.2	11932412	11939156	3	1	+	NC_071992.2	11932519	11935775	11937030	11939151	RP1L1	XM_054546148.1	+	3	11935775	11937030	1255	1
NC_071992.2	139432147	139432627	2	1	+	NC_071992.2	139432148	139432227	139432354	139432446	TBC1D31	NM_001131687.1	+	2	139432227	139432354	127	2
NC_071992.2	139432147	139432627	2	1	+	NC_071992.2	139432148	139432227	139432300	139432446	TBC1D31	XM_024250535.3	+	2	139432227	139432300	73	12
NC_071992.2	140291536	140291884	2	1	+	NC_071992.2	140291566	140291620	140291720	140291851	FER1L6	XM_054518809.2	+	2	140291620	140291720	100	1
NC_071992.2	157863307	157864702	-3	1	-	NC_071992.2	157864211	157864333	157863907	157864009	LOC100451616	XM_024251148.3	-	3	157864009	157864211	202	10
NC_071992.2	157863307	157864702	-3	1	-	NC_071992.2	157863907	157864009	157863634	157863708	LOC100451616	XM_024251148.3	-	3	157863708	157863907	199	10
NC_071992.2	159010959	159011529	1	1	+	NC_071992.2	159011050	159011085	159011248	159011355	ADGRB1	XM_054518963.2	+	1	159011085	159011248	163	4
NC_071992.2	159574828	159575326	2	1	+	NC_071992.2	159574880	159574952	159575037	159575153	LY6L	XM_054561086.2	+	2	159574952	159575037	85	1
NC_071992.2	159808203	159808710	-1	1	-	NC_071992.2	159808477	159808604	159808205	159808299	TOP1MT	XM_024250885.3	-	1	159808299	159808477	178	7
NC_071992.2	160061918	160062512	-2	1	-	NC_071992.2	160062369	160062512	160062102	160062275	MROH6	XM_024250882.3	-	2	160062275	160062369	94	1
NC_071992.2	160062948	160063908	-1	1	-	NC_071992.2	160063585	160063702	160062950	160063087	MROH6	XM_024250882.3	-	1	160063087	160063585	498	1
NC_071992.2	160068744	160069356	-1	1	-	NC_071992.2	160069048	160069128	160068849	160068951	NAPRT	XM_024250888.3	-	1	160068951	160069048	97	1
NC_071992.2	160073352	160074003	-1	1	-	NC_071992.2	160073770	160073885	160073354	160073550	NAPRT	XM_024250888.3	-	1	160073550	160073770	220	1
NC_071992.2	160111137	160111818	-1	1	-	NC_071992.2	160111666	160111794	160111200	160111333	GFUS	NM_001132050.1	-	1	160111333	160111666	333	3
NC_071992.2	160221295	160221823	2	1	+	NC_071992.2	160221563	160221592	160221728	160221818	MAPK15	XM_024251245.3	+	2	160221592	160221728	136	1
NC_071992.2	160222086	160222830	1	1	+	NC_071992.2	160222448	160222578	160222666	160222829	MAPK15	XM_024251245.3	+	1	160222578	160222666	88	1
NC_071992.2	160224116	160224869	3	1	+	NC_071992.2	160224374	160224511	160224671	160224776	MAPK15	XM_024251245.3	+	3	160224511	160224671	160	1
NC_071992.2	160229541	160233063	-1	1	-	NC_071992.2	160232809	160232973	160229542	160232374	FAM83H	XM_024251659.3	-	1	160232374	160232809	435	4
NC_071992.2	160290212	160291373	3	1	+	NC_071992.2	160290213	160290554	160290747	160290839	IQANK1	XM_054519055.2	+	3	160290554	160290747	193	7
NC_071992.2	160290212	160291373	3	1	+	NC_071992.2	160290747	160290839	160291074	160291182	IQANK1	XM_054519055.2	+	3	160290839	160291074	235	9
NC_071992.2	160290212	160291373	3	1	+	NC_071992.2	160290213	160290361	160290500	160290554	IQANK1	XM_054519057.2	+	3	160290361	160290500	139	1
NC_071992.2	160290212	160291373	3	1	+	NC_071992.2	160290500	160290554	160290747	160290839	IQANK1	XM_054519057.2	+	3	160290554	160290747	193	2
NC_071992.2	160290212	160291373	3	1	+	NC_071992.2	160290213	160290352	160290500	160290554	IQANK1	XM_054519058.2	+	3	160290352	160290500	148	1
NC_071992.2	160291132	160291654	2	1	+	NC_071992.2	160291353	160291446	160291519	160291653	IQANK1	XM_054519055.2	+	2	160291446	160291519	73	5
NC_071992.2	160291132	160291654	2	1	+	NC_071992.2	160291353	160291446	160291519	160291654	IQANK1	XM_054519059.2	+	2	160291446	160291519	73	1
NC_071992.2	160292835	160293618	-1	1	-	NC_071992.2	160293402	160293544	160293289	160293326	SCRIB	XM_024251446.3	-	1	160293326	160293402	76	8
NC_071992.2	160293893	160294790	-2	1	-	NC_071992.2	160294386	160294493	160294118	160294277	SCRIB	XM_024251446.3	-	2	160294277	160294386	109	7
NC_071992.2	160293893	160294790	-2	1	-	NC_071992.2	160294118	160294277	160293895	160294045	SCRIB	XM_024251446.3	-	2	160294045	160294118	73	9
NC_071992.2	160296618	160297026	-1	1	-	NC_071992.2	160296829	160296939	160296691	160296747	SCRIB	XM_024251446.3	-	1	160296747	160296829	82	9
NC_071992.2	160306333	160307029	-3	1	-	NC_071992.2	160306856	160306936	160306472	160306747	SCRIB	XM_024251446.3	-	3	160306747	160306856	109	8
NC_071992.2	160306333	160307029	-3	1	-	NC_071992.2	160306877	160306936	160306472	160306747	SCRIB	XM_054519044.2	-	3	160306747	160306877	130	1
NC_071992.2	160319621	160320128	-2	1	-	NC_071992.2	160320036	160320128	160319705	160319918	PUF60	NM_001133545.1	-	2	160319918	160320036	118	15
NC_071992.2	160336381	160337146	-3	1	-	NC_071992.2	160336988	160337041	160336828	160336891	NRBP2	XM_024251590.3	-	3	160336891	160336988	97	2
NC_071992.2	160336381	160337146	-3	1	-	NC_071992.2	160336828	160336891	160336382	160336590	NRBP2	XM_063726911.1	-	3	160336590	160336828	238	1
NC_071992.2	160339720	160340245	-3	1	-	NC_071992.2	160340194	160340217	160340038	160340121	NRBP2	XM_024251590.3	-	3	160340121	160340194	73	2
NC_071992.2	160339720	160340245	-3	1	-	NC_071992.2	160340038	160340121	160339904	160339959	NRBP2	XM_024251590.3	-	3	160339959	160340038	79	2
NC_071992.2	160340539	160341097	-3	1	-	NC_071992.2	160340957	160341058	160340541	160340581	NRBP2	XM_024251590.3	-	3	160340581	160340957	376	2
NC_071992.2	160359319	160379362	-3	1	-	NC_071992.2	160371383	160379296	160359320	160369810	EPPK1	XM_063726912.1	-	3	160369810	160371383	1573	1
NC_071992.2	160445844	160446453	-1	1	-	NC_071992.2	160446151	160446257	160445950	160446069	PLEC	XM_024250768.3	-	1	160446069	160446151	82	20
NC_071992.2	160445844	160446453	-1	1	-	NC_071992.2	160446163	160446257	160445950	160446069	PLEC	XM_024250769.3	-	1	160446069	160446163	94	6
NC_071992.2	160494779	160495349	-2	1	-	NC_071992.2	160495026	160495247	160494824	160494920	PARP10	XM_024251039.3	-	2	160494920	160495026	106	3
NC_071992.2	160494779	160495349	-2	1	-	NC_071992.2	160495026	160495247	160494851	160494920	PARP10	XM_024251040.3	-	2	160494920	160495026	106	2
NC_071992.2	160556735	160557296	-2	1	-	NC_071992.2	160556993	160557153	160556808	160556905	OPLAH	XM_024251670.3	-	2	160556905	160556993	88	6
NC_071992.2	160557805	160558474	-3	1	-	NC_071992.2	160558070	160558216	160557854	160557988	OPLAH	XM_024251670.3	-	3	160557988	160558070	82	6
NC_071992.2	160562472	160563297	-1	1	-	NC_071992.2	160563122	160563260	160562566	160562831	OPLAH	XM_024251670.3	-	1	160562831	160563122	291	6
NC_071992.2	160589644	160590292	2	1	+	NC_071992.2	160589664	160589765	160589859	160590055	GPAA1	XM_002819548.4	+	2	160589765	160589859	94	4
NC_071992.2	160619810	160620278	3	1	+	NC_071992.2	160619880	160620077	160620156	160620277	WDR97	XM_054519257.2	+	3	160620077	160620156	79	10
NC_071992.2	160743845	160744391	3	1	+	NC_071992.2	160743904	160743944	160744194	160744335	MROH1	XM_024251174.3	+	3	160743944	160744194	250	25
NC_071992.2	160765824	160766268	1	1	+	NC_071992.2	160765825	160765959	160766032	160766267	MROH1	XM_024251174.3	+	1	160765959	160766032	73	8
NC_071992.2	160765824	160766268	1	1	+	NC_071992.2	160765825	160765959	160766032	160766134	MROH1	XM_024251178.3	+	1	160765959	160766032	73	17
