sequence	Cluster
lcl|NC_060926.1_cds_XP_054200002.1_17884	3
lcl|NC_060926.1_cds_XP_054197019.1_17892	1
lcl|NC_060926.1_cds_NP_115519.2_17898	3
lcl|NC_060926.1_cds_NP_001365036.1_17901	3
lcl|NC_060926.1_cds_NP_002290.2_17908	3
lcl|NC_060926.1_cds_NP_001303278.1_17919	3
lcl|NC_060926.1_cds_NP_061027.2_17932	3
lcl|NC_060926.1_cds_NP_055610.1_18022	2
lcl|NC_060926.1_cds_XP_054198919.1_18037	3
lcl|NC_060926.1_cds_XP_054197932.1_18072	1
lcl|NC_060926.1_cds_XP_054198718.1_18118	2
lcl|NC_060926.1_cds_NP_001258137.2_18190	3
lcl|NC_060926.1_cds_XP_054196315.1_18214	1
lcl|NC_060926.1_cds_NP_001382417.1_18228	2
lcl|NC_060926.1_cds_XP_054196268.1_18301	3
lcl|NC_060926.1_cds_NP_001364147.1_18330	3
lcl|NC_060926.1_cds_XP_054200242.1_18345	3
lcl|NC_060926.1_cds_XP_054197544.1_18405	2
lcl|NC_060926.1_cds_NP_001185688.1_18497	2
lcl|NC_060926.1_cds_NP_002340.2_18501	2
lcl|NC_060926.1_cds_NP_031392.3_18503	2
lcl|NC_060926.1_cds_XP_054199093.1_18534	1
lcl|NC_060926.1_cds_NP_071451.2_18571	3
lcl|NC_060926.1_cds_XP_054200393.1_18592	3
lcl|NC_060926.1_cds_NP_001265387.1_18607	2
lcl|NC_060926.1_cds_NP_008853.3_18623	3
lcl|NC_060926.1_cds_NP_001358175.1_18633	3
lcl|NC_060926.1_cds_NP_079029.3_18645	2
lcl|NC_060926.1_cds_NP_001340877.1_18661	3
lcl|NC_060926.1_cds_XP_054199295.1_18667	3
lcl|NC_060926.1_cds_NP_002967.2_18675	3
lcl|NC_060926.1_cds_NP_689594.4_18685	3
lcl|NC_060926.1_cds_XP_054200292.1_18726	3
lcl|NC_060926.1_cds_NP_004516.2_18738	3
lcl|NC_060926.1_cds_NP_742067.3_18777	2
lcl|NC_060926.1_cds_XP_054196603.1_18780	3
lcl|NC_060926.1_cds_NP_001381857.1_18874	2
lcl|NC_060926.1_cds_NP_008954.2_18892	1
lcl|NC_060926.1_cds_XP_054196793.1_18940	3
lcl|NC_060926.1_cds_NP_058649.3_19045	1
lcl|NC_060926.1_cds_XP_054196335.1_19097	3
lcl|NC_060926.1_cds_NP_001254479.2_19130	3
lcl|NC_060926.1_cds_XP_054197460.1_19151	3
lcl|NC_060926.1_cds_NP_001362958.1_19185	3
lcl|NC_060926.1_cds_NP_000876.3_19195	2
lcl|NC_060926.1_cds_NP_001123917.1_19206	2
lcl|NC_060926.1_cds_NP_995314.1_19250	3
lcl|NC_060926.1_cds_NP_919226.1_19259	3
lcl|NC_060926.1_cds_XP_054198010.1_19260	3
lcl|NC_060926.1_cds_NP_002201.2_19267	1
lcl|NC_060926.1_cds_NP_000081.2_19360	1
lcl|NC_060926.1_cds_NP_000384.2_19361	2
lcl|NC_060926.1_cds_XP_054196640.1_19373	3
lcl|NC_060926.1_cds_NP_001307974.1_19429	2
lcl|NC_060926.1_cds_XP_054198108.1_19573	3
lcl|NC_060926.1_cds_XP_054199056.1_19598	2
lcl|NC_060926.1_cds_NP_061720.2_19608	1
lcl|NC_060926.1_cds_XP_054199152.1_19630	1
lcl|NC_060926.1_cds_NP_001074008.1_19637	1
lcl|NC_060926.1_cds_NP_036218.1_19652	1
lcl|NC_060926.1_cds_NP_079265.2_19658	3
lcl|NC_060926.1_cds_NP_001354424.1_19671	2
lcl|NC_060926.1_cds_NP_036565.2_19681	1
lcl|NC_060926.1_cds_NP_006217.3_19719	2
lcl|NC_060926.1_cds_XP_054196733.1_19782	3
lcl|NC_060926.1_cds_XP_054197619.1_19792	3
lcl|NC_060926.1_cds_NP_055864.2_19945	1
lcl|NC_060926.1_cds_XP_054196740.1_19964	2
lcl|NC_060926.1_cds_XP_054199177.1_19979	1
lcl|NC_060926.1_cds_NP_001264301.2_20004	3
lcl|NC_060926.1_cds_NP_001195.2_20014	1
lcl|NC_060926.1_cds_XP_054199428.1_20059	3
lcl|NC_060926.1_cds_XP_054199412.1_20196	3
lcl|NC_060926.1_cds_XP_054196388.1_20215	1
lcl|NC_060926.1_cds_XP_054200338.1_20229	3
lcl|NC_060926.1_cds_XP_054198640.1_20243	3
lcl|NC_060926.1_cds_NP_065974.1_20266	1
lcl|NC_060926.1_cds_XP_054196941.1_20400	1
lcl|NC_060926.1_cds_NP_001362433.1_20450	3
lcl|NC_060926.1_cds_NP_001358915.1_20530	1
lcl|NC_060926.1_cds_XP_054196703.1_20550	2
lcl|NC_060926.1_cds_XP_054196992.1_20588	1
lcl|NC_060926.1_cds_XP_054197317.1_20635	3
lcl|NC_060926.1_cds_NP_997647.2_20658	1
lcl|NC_060926.1_cds_NP_001120679.1_20676	3
lcl|NC_060926.1_cds_XP_054199582.1_20693	1
lcl|NC_060926.1_cds_NP_065986.3_20798	1
lcl|NC_060926.1_cds_XP_054200206.1_20804	1
lcl|NC_060926.1_cds_NP_001353219.1_20822	1
lcl|NC_060926.1_cds_NP_001356352.1_20866	1
lcl|NC_060926.1_cds_XP_054200650.1_20873	1
lcl|NC_060926.1_cds_XP_054197249.1_20903	3
lcl|NC_060926.1_cds_NP_005680.1_20940	1
lcl|NC_060926.1_cds_NP_001070666.1_20941	1
lcl|NC_060926.1_cds_NP_002837.1_20975	1
lcl|NC_060926.1_cds_XP_054196108.1_20994	1
lcl|NC_060926.1_cds_XP_054197125.1_21067	2
lcl|NC_060926.1_cds_NP_443134.3_21085	1
lcl|NC_060926.1_cds_NP_001313488.2_21087	1
lcl|NC_060926.1_cds_NP_004429.1_21096	3
lcl|NC_060926.1_cds_XP_054198817.1_21161	3
lcl|NC_060926.1_cds_XP_054197850.1_21172	1
lcl|NC_060926.1_cds_NP_000083.3_21226	3
lcl|NC_060926.1_cds_NP_000082.2_21232	3
lcl|NC_060926.1_cds_XP_054200028.1_21288	3
lcl|NC_060926.1_cds_NP_001335257.1_21352	1
lcl|NC_060926.1_cds_XP_054196271.1_21386	3
lcl|NC_060926.1_cds_NP_001073860.1_21444	3
lcl|NC_060926.1_cds_NP_002798.2_21470	1
lcl|NC_060926.1_cds_NP_689596.4_21515	1
lcl|NC_060926.1_cds_NP_001096617.1_21542	2
lcl|NC_060926.1_cds_NP_001017915.1_21566	3
lcl|NC_060926.1_cds_XP_054200226.1_21591	3
lcl|NC_060926.1_cds_NP_001369225.1_21610	2
lcl|NC_060926.1_cds_XP_054197675.1_21635	3
lcl|NC_060926.1_cds_XP_054199818.1_21657	3
lcl|NC_060926.1_cds_NP_001358235.1_21693	3
lcl|NC_060926.1_cds_NP_001423054.1_21707	2
lcl|NC_060926.1_cds_NP_004360.2_21732	3
lcl|NC_060926.1_cds_XP_054200483.1_21768	2
lcl|NC_060926.1_cds_NP_001073973.3_21818	2
lcl|NC_060926.1_cds_NP_919288.2_21832	1
lcl|NC_060926.1_cds_NP_073728.1_21844	3
lcl|NC_060926.1_cds_XP_054200697.1_21888	2
lcl|NC_060926.1_cds_XP_054198396.1_21960	3
lcl|NC_060926.1_cds_XP_054198625.1_22050	3
lcl|NC_060926.1_cds_NP_001338234.1_22058	1
lcl|NC_060926.1_cds_XP_054197293.1_22060	3
lcl|NC_060926.1_cds_NP_001239048.1_22083	1
lcl|NC_060926.1_cds_XP_054198308.1_22098	3
lcl|NC_060926.1_cds_NP_001307894.1_22133	1
lcl|NC_060926.1_cds_XP_054200734.1_22196	3
lcl|NC_060927.1_cds_XP_054200966.1_22305	3
lcl|NC_060927.1_cds_NP_001336280.1_22325	3
lcl|NC_060927.1_cds_NP_001337024.1_22349	3
lcl|NC_060927.1_cds_NP_001365381.1_22427	3
lcl|NC_060927.1_cds_XP_054202353.1_22443	2
lcl|NC_060927.1_cds_XP_054204571.1_22503	3
lcl|NC_060927.1_cds_XP_054203082.1_22550	1
lcl|NC_060927.1_cds_XP_054203763.1_22631	1
lcl|NC_060927.1_cds_NP_001021100.3_22673	1
lcl|NC_060927.1_cds_NP_997234.3_22789	2
lcl|NC_060927.1_cds_NP_149075.2_22799	1
lcl|NC_060927.1_cds_XP_054202618.1_22845	2
lcl|NC_060927.1_cds_NP_001155971.1_23006	1
lcl|NC_060927.1_cds_NP_001363867.1_23016	2
lcl|NC_060927.1_cds_NP_079199.2_23045	3
lcl|NC_060927.1_cds_NP_001158507.1_23054	2
lcl|NC_060927.1_cds_NP_004619.3_23073	1
lcl|NC_060927.1_cds_XP_054204018.1_23087	1
lcl|NC_060927.1_cds_XP_054204047.1_23097	3
lcl|NC_060927.1_cds_XP_054201370.1_23109	3
lcl|NC_060927.1_cds_NP_001336206.1_23248	1
lcl|NC_060927.1_cds_NP_001137854.1_23300	2
lcl|NC_060927.1_cds_XP_054201169.1_23383	3
lcl|NC_060927.1_cds_NP_653316.3_23391	3
lcl|NC_060927.1_cds_NP_001317629.1_23540	1
lcl|NC_060927.1_cds_NP_001381899.1_23585	3
lcl|NC_060927.1_cds_NP_001308032.1_23614	1
lcl|NC_060927.1_cds_NP_001034200.1_23733	2
lcl|NC_060927.1_cds_XP_054201739.1_23806	1
lcl|NC_060927.1_cds_NP_001155901.1_23849	1
lcl|NC_060927.1_cds_NP_001372524.1_23853	3
lcl|NC_060927.1_cds_XP_054204563.1_23938	3
lcl|NC_060927.1_cds_XP_054202177.1_24036	1
lcl|NC_060927.1_cds_NP_002198.2_24051	3
lcl|NC_060927.1_cds_NP_001371967.1_24057	3
lcl|NC_060927.1_cds_XP_054204622.1_24064	1
lcl|NC_060927.1_cds_NP_932173.1_24132	3
lcl|NC_060927.1_cds_XP_054203461.1_24147	3
lcl|NC_060927.1_cds_XP_054201080.1_24148	3
lcl|NC_060927.1_cds_XP_054201559.1_24179	3
lcl|NC_060927.1_cds_XP_054201461.1_24208	1
lcl|NC_060927.1_cds_XP_054202076.1_24229	3
lcl|NC_060927.1_cds_NP_060356.2_24285	3
lcl|NC_060927.1_cds_XP_054201669.1_24290	1
lcl|NC_060927.1_cds_NP_001336053.1_24358	2
lcl|NC_060927.1_cds_XP_054204415.1_24370	1
lcl|NC_060927.1_cds_NP_001138502.1_24443	2
lcl|NC_060927.1_cds_NP_852466.1_24454	1
lcl|NC_060927.1_cds_NP_001310222.1_24471	3
lcl|NC_060927.1_cds_NP_001338661.1_24473	3
lcl|NC_060927.1_cds_XP_054203278.1_24494	3
lcl|NC_060927.1_cds_NP_073753.3_24542	3
lcl|NC_060927.1_cds_NP_078789.2_24595	1
lcl|NC_060927.1_cds_NP_001177636.1_24636	1
lcl|NC_060927.1_cds_NP_055990.1_24657	1
lcl|NC_060927.1_cds_NP_054878.5_24671	1
lcl|NC_060927.1_cds_NP_056281.1_24698	1
lcl|NC_060927.1_cds_XP_054201696.1_24706	1
lcl|NC_060927.1_cds_NP_003065.3_24755	1
lcl|NC_060927.1_cds_XP_054201690.1_24762	1
lcl|NC_060927.1_cds_XP_054202493.1_24924	3
lcl|NC_060927.1_cds_XP_054202860.1_24981	1
lcl|NC_060927.1_cds_NP_000085.1_25034	1
lcl|NC_060927.1_cds_NP_001398.2_25052	1
lcl|NC_060927.1_cds_NP_060501.4_25128	1
lcl|NC_060927.1_cds_XP_054201008.1_25220	1
lcl|NC_060927.1_cds_NP_002283.3_25222	1
lcl|NC_060927.1_cds_NP_003354.2_25246	1
lcl|NC_060927.1_cds_NP_004384.5_25267	1
lcl|NC_060927.1_cds_XP_054204258.1_25322	1
lcl|NC_060927.1_cds_NP_071347.2_25347	1
lcl|NC_060927.1_cds_XP_054202442.1_25358	1
lcl|NC_060927.1_cds_NP_003326.2_25367	1
lcl|NC_060927.1_cds_XP_054202561.1_25390	1
lcl|NC_060927.1_cds_XP_054200809.1_25406	1
lcl|NC_060927.1_cds_XP_054204413.1_25522	2
lcl|NC_060927.1_cds_XP_054201478.1_25576	1
lcl|NC_060927.1_cds_NP_037418.3_25607	2
lcl|NC_060927.1_cds_NP_001336098.1_25619	1
lcl|NC_060927.1_cds_NP_001309182.1_25640	1
lcl|NC_060927.1_cds_XP_054202342.1_25660	1
lcl|NC_060927.1_cds_NP_059138.1_25742	2
lcl|NC_060927.1_cds_NP_056327.4_25760	1
lcl|NC_060927.1_cds_NP_009115.3_25779	2
lcl|NC_060927.1_cds_XP_054201790.1_25784	1
lcl|NC_060927.1_cds_XP_054203049.1_25842	1
lcl|NC_060927.1_cds_XP_054203612.1_25992	1
lcl|NC_060927.1_cds_NP_002206.2_25996	3
lcl|NC_060927.1_cds_NP_001378948.1_26000	3
lcl|NC_060927.1_cds_NP_002209.2_26011	3
lcl|NC_060927.1_cds_NP_057413.2_26015	1
lcl|NC_060927.1_cds_XP_054203744.1_26044	3
lcl|NC_060927.1_cds_NP_060868.2_26069	2
lcl|NC_060927.1_cds_XP_054202102.1_26098	3
lcl|NC_060927.1_cds_NP_001340076.1_26104	1
lcl|NC_060927.1_cds_NP_001352564.1_26133	1
lcl|NC_060927.1_cds_NP_001352957.1_26183	2
lcl|NC_060927.1_cds_NP_001364467.1_26211	2
lcl|NC_060927.1_cds_NP_001157789.1_26254	3
lcl|NC_060927.1_cds_XP_054203384.1_26387	3
lcl|NC_060927.1_cds_XP_054204143.1_26445	2
lcl|NC_060927.1_cds_NP_001170858.1_26463	2
lcl|NC_060927.1_cds_NP_001357457.1_26475	3
lcl|NC_060927.1_cds_NP_891550.1_26478	3
lcl|NC_060927.1_cds_NP_001028229.1_26479	2
lcl|NC_060927.1_cds_NP_056356.2_26498	2
lcl|NC_060927.1_cds_NP_001350808.1_26544	2
lcl|NC_060927.1_cds_XP_054201773.1_26560	2
lcl|NC_060927.1_cds_NP_055824.1_26632	2
lcl|NC_060927.1_cds_NP_001380305.1_26637	2
lcl|NC_060927.1_cds_XP_054200782.1_26658	3
lcl|NC_060927.1_cds_XP_054203432.1_26675	3
lcl|NC_060927.1_cds_XP_054203418.1_26715	3
lcl|NC_060927.1_cds_XP_054203145.1_26764	2
lcl|NC_060927.1_cds_NP_005224.2_26785	1
lcl|NC_060927.1_cds_XP_054202245.1_26812	3
lcl|NC_060927.1_cds_NP_705833.3_26840	3
lcl|NC_060927.1_cds_NP_001374779.1_26898	3
lcl|NC_060927.1_cds_NP_001362476.1_27003	3
lcl|NC_060927.1_cds_NP_057331.2_27005	3
lcl|NC_060927.1_cds_XP_054203333.1_27013	1
lcl|NC_060927.1_cds_NP_055230.2_27031	1
lcl|NC_060927.1_cds_NP_078824.2_27037	2
lcl|NC_060927.1_cds_NP_001308715.1_27070	2
lcl|NC_060927.1_cds_XP_054203255.1_27101	3
lcl|NC_060927.1_cds_XP_054201712.1_27144	1
lcl|NC_060927.1_cds_NP_065941.2_27147	2
lcl|NC_060927.1_cds_XP_054204461.1_27150	2
lcl|NC_060927.1_cds_XP_054202146.1_27175	3
lcl|NC_060927.1_cds_NP_001127910.1_27209	3
lcl|NC_060927.1_cds_NP_001382436.1_27217	3
lcl|NC_060927.1_cds_NP_898884.1_27235	3
lcl|NC_060927.1_cds_NP_955805.1_27268	1
lcl|NC_060927.1_cds_XP_054204311.1_27290	3
lcl|NC_060927.1_cds_NP_001157968.1_27327	1
lcl|NC_060927.1_cds_NP_001318007.1_27329	1
lcl|NC_060927.1_cds_NP_001309223.1_27334	3
lcl|NC_060927.1_cds_XP_054201637.1_27359	1
lcl|NC_060927.1_cds_NP_065868.1_27402	1
lcl|NC_060927.1_cds_NP_065805.2_27485	3
lcl|NC_060927.1_cds_NP_001335272.1_27557	2
lcl|NC_060927.1_cds_NP_955452.3_27569	1
lcl|NC_060927.1_cds_XP_054202196.1_27592	1
lcl|NC_060927.1_cds_NP_001171536.2_27634	3
lcl|NC_060927.1_cds_NP_001374801.1_27662	3
lcl|NC_060927.1_cds_NP_060024.2_27695	2
lcl|NC_060927.1_cds_NP_001243276.1_27705	1
lcl|NC_060927.1_cds_NP_001365188.1_27730	2
lcl|NC_060927.1_cds_XP_054202594.1_27761	3
lcl|NC_060927.1_cds_NP_001353264.1_27790	2
lcl|NC_060927.1_cds_XP_054204269.1_27812	1
lcl|NC_060927.1_cds_NP_065784.1_27870	3
lcl|NC_060927.1_cds_NP_001257293.1_27920	1
lcl|NC_060927.1_cds_NP_079388.3_27939	2
lcl|NC_060927.1_cds_NP_115618.3_27955	2
lcl|NC_060927.1_cds_NP_004517.2_27973	1
lcl|NC_060927.1_cds_XP_054203364.1_28040	3
lcl|NC_060927.1_cds_NP_057212.1_28072	1
lcl|NC_060927.1_cds_NP_443711.2_28095	1
lcl|NC_060927.1_cds_NP_055918.3_28126	2
lcl|NC_060927.1_cds_NP_001399086.1_28150	3
lcl|NC_060927.1_cds_XP_054201208.1_28151	3
lcl|NC_060927.1_cds_NP_055417.1_28166	1
lcl|NC_060927.1_cds_NP_001365440.1_28167	1
lcl|NC_060927.1_cds_NP_001316055.1_28269	2
lcl|NC_060927.1_cds_NP_694972.3_28281	2
lcl|NC_060927.1_cds_NP_008958.2_28308	2
lcl|NC_060927.1_cds_NP_001265612.1_28324	1
lcl|NC_060927.1_cds_NP_004432.1_28385	1
lcl|NC_060927.1_cds_NP_002709.2_28386	3
lcl|NC_060927.1_cds_NP_005853.2_28402	1
lcl|NC_060927.1_cds_NP_001309760.1_28492	1
lcl|NC_060927.1_cds_XP_054202826.1_28533	1
lcl|NC_060927.1_cds_NP_004757.1_28553	1
lcl|NC_060927.1_cds_NP_071414.2_28583	3
lcl|NC_060927.1_cds_XP_054201897.1_28627	3
lcl|NC_060927.1_cds_NP_001290175.1_28735	2
lcl|NC_060927.1_cds_XP_054202903.1_28782	3
lcl|NC_060927.1_cds_XP_054202913.1_28791	1
lcl|NC_060927.1_cds_NP_001073884.1_28839	2
lcl|NC_060927.1_cds_XP_054203600.1_28935	2
lcl|NC_060927.1_cds_NP_115759.2_28937	2
lcl|NC_060927.1_cds_XP_054201271.1_28942	3
lcl|NC_060927.1_cds_XP_054201117.1_29016	2
lcl|NC_060927.1_cds_XP_054202272.1_29057	3
lcl|NC_060927.1_cds_NP_056410.3_29190	2
lcl|NC_060927.1_cds_NP_065916.2_29197	2
lcl|NC_060927.1_cds_XP_054201713.1_29219	1
lcl|NC_060927.1_cds_XP_054203839.1_29292	3
lcl|NC_060927.1_cds_XP_054200798.1_29409	2
lcl|NC_060927.1_cds_NP_001032.2_29478	3
lcl|NC_060927.1_cds_NP_055741.2_29482	1
lcl|NC_060927.1_cds_XP_054203870.1_29490	3
lcl|NC_060927.1_cds_NP_001353086.1_29511	3
lcl|NC_060927.1_cds_NP_004982.2_29534	3
lcl|NC_060927.1_cds_NP_001424924.1_29594	1
lcl|NC_060927.1_cds_NP_055843.1_29632	1
lcl|NC_060927.1_cds_XP_054202834.1_29635	3
lcl|NC_060927.1_cds_NP_073600.3_29647	3
lcl|NC_060927.1_cds_NP_001336023.1_29700	1
lcl|NC_060927.1_cds_NP_001352853.1_29720	3
lcl|NC_060927.1_cds_XP_054202817.1_29811	1
lcl|NC_060927.1_cds_NP_003931.2_29854	2
lcl|NC_060927.1_cds_NP_852091.1_29904	2
lcl|NC_060927.1_cds_NP_055431.1_29918	2
lcl|NC_060927.1_cds_NP_055893.4_29947	3
lcl|NC_060927.1_cds_NP_001338299.1_29986	3
lcl|NC_060927.1_cds_XP_054200801.1_30023	3
lcl|NC_060927.1_cds_NP_001377770.1_30058	1
lcl|NC_060927.1_cds_NP_055508.3_30070	1
lcl|NC_060927.1_cds_NP_002799.3_30076	1
lcl|NC_060927.1_cds_NP_001181875.2_30079	1
lcl|NC_060927.1_cds_NP_004357.3_30098	1
lcl|NC_060927.1_cds_XP_054204191.1_30136	1
lcl|NC_060927.1_cds_NP_004434.2_30149	1
lcl|NC_060927.1_cds_NP_001336224.1_30151	1
lcl|NC_060927.1_cds_XP_054204332.1_30182	1
lcl|NC_060927.1_cds_NP_940907.2_30422	3
lcl|NC_060927.1_cds_XP_054204062.1_30426	3
lcl|NC_060927.1_cds_NP_001354478.1_30474	1
lcl|NC_060927.1_cds_XP_054201885.1_30501	3
lcl|NC_060927.1_cds_XP_054200826.1_30516	1
lcl|NC_060927.1_cds_NP_001309397.1_30571	3
lcl|NC_060927.1_cds_NP_004078.2_30681	1
lcl|NC_060927.1_cds_XP_054204488.1_30711	1
lcl|NC_060928.1_cds_NP_597731.2_30761	3
lcl|NC_060928.1_cds_NP_001120650.1_30762	2
lcl|NC_060928.1_cds_XP_054206142.1_30792	3
lcl|NC_060928.1_cds_XP_054205549.1_30897	2
lcl|NC_060928.1_cds_XP_054205037.1_30927	2
lcl|NC_060928.1_cds_XP_047300288.1_30966	2
lcl|NC_060928.1_cds_NP_001428233.1_31044	3
lcl|NC_060928.1_cds_NP_001427822.1_31082	3
lcl|NC_060928.1_cds_NP_861524.2_31115	1
lcl|NC_060928.1_cds_NP_066023.2_31120	2
lcl|NC_060928.1_cds_XP_054207114.1_31132	2
lcl|NC_060928.1_cds_NP_003694.1_31183	2
lcl|NC_060928.1_cds_NP_002102.4_31212	3
lcl|NC_060928.1_cds_NP_001381084.1_31218	2
lcl|NC_060928.1_cds_NP_667338.3_31299	3
lcl|NC_060928.1_cds_NP_714928.1_31305	2
lcl|NC_060928.1_cds_NP_001351618.1_31361	3
lcl|NC_060928.1_cds_NP_005996.2_31371	3
lcl|NC_060928.1_cds_NP_056089.1_31382	2
lcl|NC_060928.1_cds_XP_054207282.1_31392	1
lcl|NC_060928.1_cds_XP_054206556.1_31434	2
lcl|NC_060928.1_cds_NP_061859.4_31505	2
lcl|NC_060928.1_cds_NP_001362745.1_31630	2
lcl|NC_060928.1_cds_XP_054205597.1_31653	2
lcl|NC_060928.1_cds_XP_054204900.1_31656	2
lcl|NC_060928.1_cds_NP_001365544.1_31675	2
lcl|NC_060928.1_cds_XP_054207135.1_31773	2
lcl|NC_060928.1_cds_NP_056503.1_31822	2
lcl|NC_060928.1_cds_XP_054206685.1_31832	2
lcl|NC_060928.1_cds_NP_001381375.1_31841	2
lcl|NC_060928.1_cds_XP_054207237.1_31849	1
lcl|NC_060928.1_cds_NP_660333.2_31893	2
lcl|NC_060928.1_cds_NP_056002.2_31956	2
lcl|NC_060928.1_cds_NP_001166994.1_31992	2
lcl|NC_060928.1_cds_NP_056045.2_31999	3
lcl|NC_060928.1_cds_XP_054205961.1_32002	3
lcl|NC_060928.1_cds_NP_001138462.1_32010	3
lcl|NC_060928.1_cds_XP_054205365.1_32021	2
lcl|NC_060928.1_cds_XP_054206607.1_32111	1
lcl|NC_060928.1_cds_XP_054206654.1_32126	2
lcl|NC_060928.1_cds_NP_783864.1_32128	2
lcl|NC_060928.1_cds_NP_001093869.1_32156	1
lcl|NC_060928.1_cds_XP_054206455.1_32161	2
lcl|NC_060928.1_cds_XP_054205257.1_32296	3
lcl|NC_060928.1_cds_XP_054204714.1_32365	3
lcl|NC_060928.1_cds_NP_065186.3_32432	3
lcl|NC_060928.1_cds_NP_006578.2_32434	3
lcl|NC_060928.1_cds_NP_001265552.1_32436	2
lcl|NC_060928.1_cds_XP_054205712.1_32474	2
lcl|NC_060928.1_cds_XP_054205903.1_32536	3
lcl|NC_060928.1_cds_NP_001334757.1_32642	3
lcl|NC_060928.1_cds_NP_001372213.1_32648	2
lcl|NC_060928.1_cds_NP_002244.1_32656	3
lcl|NC_060928.1_cds_XP_054207263.1_32665	2
lcl|NC_060928.1_cds_XP_054206469.1_32696	1
lcl|NC_060928.1_cds_NP_079285.2_32706	2
lcl|NC_060928.1_cds_XP_054206535.1_32710	2
lcl|NC_060928.1_cds_NP_001310819.1_32726	2
lcl|NC_060928.1_cds_XP_054204749.1_32738	3
lcl|NC_060928.1_cds_NP_001350382.1_32787	1
lcl|NC_060928.1_cds_NP_000929.1_32793	1
lcl|NC_060928.1_cds_XP_054205434.1_32799	1
lcl|NC_060928.1_cds_NP_001268694.1_32877	3
lcl|NC_060928.1_cds_NP_001803.2_32882	2
lcl|NC_060928.1_cds_NP_060697.4_32887	2
lcl|NC_060928.1_cds_NP_114095.2_32976	3
lcl|NC_060928.1_cds_NP_001427558.1_33016	1
lcl|NC_060928.1_cds_NP_055058.2_33035	1
lcl|NC_060928.1_cds_NP_115593.3_33048	2
lcl|NC_060928.1_cds_NP_001276978.1_33195	2
lcl|NC_060928.1_cds_NP_001381883.1_33283	1
lcl|NC_060928.1_cds_NP_065910.3_33293	1
lcl|NC_060928.1_cds_NP_079350.5_33342	1
lcl|NC_060928.1_cds_XP_054206424.1_33346	1
lcl|NC_060928.1_cds_NP_001387083.1_33464	1
lcl|NC_060928.1_cds_XP_054206803.1_33469	1
lcl|NC_060928.1_cds_NP_598375.3_33495	3
lcl|NC_060928.1_cds_XP_054205291.1_33533	1
lcl|NC_060928.1_cds_XP_054206615.1_33563	3
lcl|NC_060928.1_cds_XP_054206027.1_33597	3
lcl|NC_060928.1_cds_NP_055023.2_33632	3
lcl|NC_060928.1_cds_NP_000288.1_33649	2
lcl|NC_060928.1_cds_XP_054206290.1_33678	3
lcl|NC_060928.1_cds_NP_057407.2_33684	2
lcl|NC_060928.1_cds_NP_055421.1_33688	3
lcl|NC_060928.1_cds_XP_054204673.1_33708	1
lcl|NC_060928.1_cds_NP_001358332.1_33749	3
lcl|NC_060928.1_cds_XP_054205966.1_33752	2
lcl|NC_060928.1_cds_XP_054205793.1_33792	1
lcl|NC_060928.1_cds_NP_001121901.1_33804	2
lcl|NC_060928.1_cds_XP_054207122.1_33838	3
lcl|NC_060928.1_cds_NP_000244.2_33905	3
lcl|NC_060928.1_cds_XP_054205767.1_33908	3
lcl|NC_060928.1_cds_NP_001369555.1_33945	1
lcl|NC_060928.1_cds_NP_005899.3_33956	2
lcl|NC_060928.1_cds_NP_001804.2_34010	3
lcl|NC_060928.1_cds_NP_001120680.1_34017	1
lcl|NC_060928.1_cds_NP_001156907.2_34072	1
lcl|NC_060928.1_cds_NP_001287742.1_34152	2
lcl|NC_060928.1_cds_NP_001954.2_34205	1
lcl|NC_060928.1_cds_NP_001968.3_34213	3
lcl|NC_060928.1_cds_NP_079420.3_34233	3
lcl|NC_060928.1_cds_XP_054206389.1_34253	2
lcl|NC_060928.1_cds_NP_001373103.1_34345	3
lcl|NC_060928.1_cds_NP_072091.1_34423	3
lcl|NC_060928.1_cds_XP_054207227.1_34427	3
lcl|NC_060928.1_cds_NP_003610.2_34438	2
lcl|NC_060928.1_cds_NP_001304995.1_34445	3
lcl|NC_060928.1_cds_NP_597734.2_34447	3
lcl|NC_060928.1_cds_NP_061923.2_34458	2
lcl|NC_060928.1_cds_NP_001074.2_34494	1
lcl|NC_060928.1_cds_XP_054206743.1_34557	2
lcl|NC_060928.1_cds_NP_001371054.1_34561	1
lcl|NC_060928.1_cds_NP_001425251.1_34624	1
lcl|NC_060928.1_cds_XP_054206533.1_34647	1
lcl|NC_060928.1_cds_NP_001425325.1_34651	2
lcl|NC_060928.1_cds_NP_056508.2_34657	1
lcl|NC_060928.1_cds_NP_001304310.1_34661	2
lcl|NC_060928.1_cds_NP_001428286.1_34674	2
lcl|NC_060928.1_cds_XP_054206299.1_34723	2
lcl|NC_060928.1_cds_XP_054206833.1_34774	1
lcl|NC_060928.1_cds_XP_054206572.1_34808	2
lcl|NC_060928.1_cds_NP_061908.1_34814	3
lcl|NC_060928.1_cds_NP_476516.1_34851	2
lcl|NC_060928.1_cds_NP_061187.3_34867	3
lcl|NC_060928.1_cds_NP_055945.2_34905	3
lcl|NC_060928.1_cds_NP_001317969.1_34944	3
lcl|NC_060928.1_cds_NP_115946.2_34952	2
lcl|NC_060928.1_cds_NP_003592.3_34971	2
lcl|NC_060928.1_cds_NP_001161707.1_34973	3
lcl|NC_060928.1_cds_XP_054206243.1_35015	1
