sequence	Cluster
lcl|NC_072425.2_cds_XP_055128695.1_11705	3
lcl|NC_072425.2_cds_XP_055128705.1_11761	3
lcl|NC_072425.2_cds_XP_055128691.1_11771	2
lcl|NC_072425.2_cds_XP_055128737.1_11806	2
lcl|NC_072425.2_cds_XP_055128764.1_11819	2
lcl|NC_072425.2_cds_XP_055128770.1_11849	3
lcl|NC_072425.2_cds_XP_055128766.1_11873	1
lcl|NC_072425.2_cds_XP_055128816.1_11876	3
lcl|NC_072425.2_cds_XP_063490979.1_11911	2
lcl|NC_072425.2_cds_XP_055128831.1_11926	3
lcl|NC_072425.2_cds_XP_055128847.1_11928	3
lcl|NC_072425.2_cds_XP_055128849.1_11930	3
lcl|NC_072425.2_cds_XP_055128850.1_11932	2
lcl|NC_072425.2_cds_XP_063492516.1_11935	2
lcl|NC_072425.2_cds_XP_055128854.1_11943	2
lcl|NC_072425.2_cds_XP_055128903.1_11991	1
lcl|NC_072425.2_cds_XP_055128925.1_12012	3
lcl|NC_072425.2_cds_XP_055128947.1_12044	2
lcl|NC_072425.2_cds_XP_055128965.1_12083	2
lcl|NC_072425.2_cds_XP_055128979.1_12087	2
lcl|NC_072425.2_cds_XP_055128987.1_12116	3
lcl|NC_072425.2_cds_XP_055128992.1_12119	2
lcl|NC_072425.2_cds_XP_055129005.1_12123	3
lcl|NC_072425.2_cds_XP_055129018.1_12136	3
lcl|NC_072425.2_cds_XP_055129023.1_12156	3
lcl|NC_072425.2_cds_XP_055129129.1_12241	1
lcl|NC_072425.2_cds_XP_055129158.1_12297	1
lcl|NC_072425.2_cds_XP_055129218.1_12358	1
lcl|NC_072425.2_cds_XP_055129232.1_12369	3
lcl|NC_072425.2_cds_XP_063491562.1_12401	1
lcl|NC_072425.2_cds_XP_055129268.1_12427	3
lcl|NC_072425.2_cds_XP_055129288.1_12462	1
lcl|NC_072425.2_cds_XP_055129277.1_12469	1
lcl|NC_072425.2_cds_XP_063492626.1_12522	1
lcl|NC_072425.2_cds_XP_063492627.1_12539	1
lcl|NC_072425.2_cds_XP_063491621.1_12577	1
lcl|NC_072425.2_cds_XP_055129403.1_12587	1
lcl|NC_072425.2_cds_XP_055129435.1_12632	1
lcl|NC_072425.2_cds_XP_063492655.1_12643	1
lcl|NC_072425.2_cds_XP_055129462.1_12671	1
lcl|NC_072425.2_cds_XP_063492661.1_12676	3
lcl|NC_072425.2_cds_XP_055129478.1_12681	3
lcl|NC_072425.2_cds_XP_055129487.1_12688	3
lcl|NC_072425.2_cds_XP_055129517.1_12726	2
lcl|NC_072425.2_cds_XP_055129570.1_12795	1
lcl|NC_072425.2_cds_XP_055129574.1_12799	3
lcl|NC_072425.2_cds_XP_055129584.1_12813	2
lcl|NC_072425.2_cds_XP_055129642.1_12885	1
lcl|NC_072425.2_cds_XP_055129687.1_12938	1
lcl|NC_072425.2_cds_XP_055129699.1_12951	1
lcl|NC_072425.2_cds_XP_055129707.1_12972	2
lcl|NC_072425.2_cds_XP_055129717.1_13000	2
lcl|NC_072425.2_cds_XP_055129746.1_13014	2
lcl|NC_072425.2_cds_XP_055126007.1_13015	1
lcl|NC_072425.2_cds_XP_055129758.1_13024	1
lcl|NC_072425.2_cds_XP_055129789.1_13062	1
lcl|NC_072425.2_cds_XP_055129800.1_13075	1
lcl|NC_072426.2_cds_XP_055130062.1_13103	2
lcl|NC_072426.2_cds_XP_055130064.1_13117	1
lcl|NC_072426.2_cds_XP_063493890.1_13179	1
lcl|NC_072426.2_cds_XP_055130139.1_13194	1
lcl|NC_072426.2_cds_XP_055130154.1_13215	2
lcl|NC_072426.2_cds_XP_055130173.1_13227	2
lcl|NC_072426.2_cds_XP_063493926.1_13248	1
lcl|NC_072426.2_cds_XP_055130195.1_13255	2
lcl|NC_072426.2_cds_XP_055130224.1_13293	1
lcl|NC_072426.2_cds_XP_055130312.1_13382	3
lcl|NC_072426.2_cds_XP_055130325.1_13401	2
lcl|NC_072426.2_cds_XP_055130366.1_13432	3
lcl|NC_072426.2_cds_XP_055130398.1_13461	3
lcl|NC_072426.2_cds_XP_055130416.1_13477	2
lcl|NC_072426.2_cds_XP_063493245.1_13489	3
lcl|NC_072426.2_cds_XP_063493222.1_13520	1
lcl|NC_072426.2_cds_XP_063493206.1_13529	3
lcl|NC_072426.2_cds_XP_063493212.1_13560	2
lcl|NC_072426.2_cds_XP_055130449.1_13571	2
lcl|NC_072426.2_cds_XP_055130485.1_13580	2
lcl|NC_072426.2_cds_XP_055130491.1_13591	2
lcl|NC_072426.2_cds_XP_055130506.1_13607	3
lcl|NC_072426.2_cds_XP_055130508.1_13609	1
lcl|NC_072426.2_cds_XP_055130546.2_13649	2
lcl|NC_072426.2_cds_XP_063493170.1_13651	3
lcl|NC_072426.2_cds_XP_055130560.1_13670	1
lcl|NC_072426.2_cds_XP_055130566.1_13675	1
lcl|NC_072426.2_cds_XP_055130572.1_13687	2
lcl|NC_072426.2_cds_XP_055130578.1_13692	1
lcl|NC_072426.2_cds_XP_055130614.1_13736	2
lcl|NC_072426.2_cds_XP_055130618.1_13737	2
lcl|NC_072426.2_cds_XP_055130621.1_13743	1
lcl|NC_072426.2_cds_XP_055130637.1_13777	1
lcl|NC_072426.2_cds_XP_055130651.1_13779	2
lcl|NC_072426.2_cds_XP_055130688.1_13817	1
lcl|NC_072426.2_cds_XP_055130678.1_13824	2
lcl|NC_072426.2_cds_XP_055130674.1_13831	3
lcl|NC_072426.2_cds_XP_055130694.1_13834	1
lcl|NC_072426.2_cds_XP_055130704.1_13842	2
lcl|NC_072426.2_cds_XP_055130705.1_13843	3
lcl|NC_072426.2_cds_XP_055130712.1_13851	3
lcl|NC_072426.2_cds_XP_055130762.1_13904	3
lcl|NC_072426.2_cds_XP_055130800.1_13956	2
lcl|NC_072426.2_cds_XP_055130822.1_13979	3
lcl|NC_072426.2_cds_XP_055129953.1_14009	3
lcl|NC_072426.2_cds_XP_055129957.1_14021	3
lcl|NC_072426.2_cds_XP_055130872.1_14048	2
lcl|NC_072426.2_cds_XP_055130854.1_14049	3
lcl|NC_072426.2_cds_XP_055130886.1_14080	3
lcl|NC_072426.2_cds_XP_055130896.1_14092	2
lcl|NC_072426.2_cds_XP_055130901.1_14093	3
lcl|NC_072426.2_cds_XP_055130934.1_14141	2
lcl|NC_072426.2_cds_XP_055130944.1_14148	2
lcl|NC_072426.2_cds_XP_055129962.1_14175	2
lcl|NC_072426.2_cds_XP_055130978.1_14184	2
lcl|NC_072426.2_cds_XP_063493309.1_14231	3
lcl|NC_072426.2_cds_XP_055131005.1_14232	3
lcl|NC_072426.2_cds_XP_063493350.1_14258	3
lcl|NC_072426.2_cds_XP_063493401.1_14262	2
lcl|NC_072426.2_cds_XP_055131053.1_14296	1
lcl|NC_072426.2_cds_XP_055131051.1_14299	2
lcl|NC_072426.2_cds_XP_055131060.1_14307	2
lcl|NC_072426.2_cds_XP_063493409.1_14308	2
lcl|NC_072426.2_cds_XP_055131070.1_14315	3
lcl|NC_072426.2_cds_XP_055131075.1_14346	2
lcl|NC_072426.2_cds_XP_055131149.1_14429	3
lcl|NC_072426.2_cds_XP_055131156.1_14448	3
lcl|NC_072426.2_cds_XP_055131187.1_14466	1
lcl|NC_072426.2_cds_XP_055131191.1_14474	2
lcl|NC_072426.2_cds_XP_055131235.1_14544	3
lcl|NC_072426.2_cds_XP_055131279.1_14603	1
lcl|NC_072426.2_cds_XP_055131307.1_14632	2
lcl|NC_072426.2_cds_XP_055131325.1_14644	1
lcl|NC_072426.2_cds_XP_055131328.1_14649	3
lcl|NC_072426.2_cds_XP_055131341.1_14668	3
lcl|NC_072426.2_cds_XP_055131382.2_14712	3
lcl|NC_072426.2_cds_XP_055131399.1_14730	3
lcl|NC_072426.2_cds_XP_063494155.1_14739	2
lcl|NC_072426.2_cds_XP_063494185.1_14784	2
lcl|NC_072426.2_cds_XP_055131435.2_14791	2
lcl|NC_072426.2_cds_XP_055131432.2_14795	2
lcl|NC_072426.2_cds_XP_055131439.1_14801	2
lcl|NC_072426.2_cds_XP_055131457.1_14822	1
lcl|NC_072426.2_cds_XP_055131460.1_14830	3
lcl|NC_072426.2_cds_XP_055131464.1_14837	2
lcl|NC_072426.2_cds_XP_055131471.1_14852	3
lcl|NC_072426.2_cds_XP_055131549.1_14935	3
lcl|NC_072426.2_cds_XP_055131568.1_14959	1
lcl|NC_072426.2_cds_XP_055131562.1_14961	1
lcl|NC_072426.2_cds_XP_063493554.1_14969	2
lcl|NC_072426.2_cds_XP_055131620.1_15063	3
lcl|NC_072426.2_cds_XP_055131654.1_15092	1
lcl|NC_072426.2_cds_XP_055131701.1_15130	1
lcl|NC_072426.2_cds_XP_055131700.1_15143	1
lcl|NC_072426.2_cds_XP_055131705.1_15164	1
lcl|NC_072426.2_cds_XP_055131711.1_15167	1
lcl|NC_072426.2_cds_XP_055131720.1_15171	1
lcl|NC_072426.2_cds_XP_063493549.1_15280	2
lcl|NC_072426.2_cds_XP_055131822.1_15289	1
lcl|NC_072426.2_cds_XP_055131848.1_15297	3
lcl|NC_072426.2_cds_XP_055131831.1_15301	2
lcl|NC_072426.2_cds_XP_055131827.1_15342	2
lcl|NC_072426.2_cds_XP_063494257.1_15350	1
lcl|NC_072426.2_cds_XP_055131895.1_15377	2
lcl|NC_072426.2_cds_XP_055131903.1_15387	3
lcl|NC_072426.2_cds_XP_055131907.1_15412	2
lcl|NC_072426.2_cds_XP_055131932.1_15423	3
lcl|NC_072426.2_cds_XP_055131951.1_15446	3
lcl|NC_072426.2_cds_XP_063493704.1_15468	3
lcl|NC_072426.2_cds_XP_055131978.1_15476	2
lcl|NC_072426.2_cds_XP_055131983.1_15482	2
lcl|NC_072426.2_cds_XP_055131980.1_15483	3
lcl|NC_072426.2_cds_XP_055131986.1_15501	1
lcl|NC_072426.2_cds_XP_055132014.1_15531	3
lcl|NC_072426.2_cds_XP_063494319.1_15570	1
lcl|NC_072426.2_cds_XP_055132042.1_15587	3
lcl|NC_072426.2_cds_XP_055132065.1_15603	1
lcl|NC_072426.2_cds_XP_055132066.1_15612	3
lcl|NC_072426.2_cds_XP_055132090.1_15620	3
lcl|NC_072426.2_cds_XP_055132127.1_15659	2
lcl|NC_072426.2_cds_XP_055132134.1_15676	2
lcl|NC_072426.2_cds_XP_063494366.1_15695	2
lcl|NC_072426.2_cds_XP_055130032.1_15707	3
lcl|NC_072426.2_cds_XP_055132206.1_15748	3
lcl|NC_072426.2_cds_XP_055132251.1_15781	3
lcl|NC_072426.2_cds_XP_055132237.1_15787	2
lcl|NC_072426.2_cds_XP_055132266.1_15805	3
lcl|NC_072426.2_cds_XP_055132307.1_15853	3
lcl|NC_072426.2_cds_XP_063494432.1_15868	3
lcl|NC_072426.2_cds_XP_055132326.1_15881	3
lcl|NC_072426.2_cds_XP_055132336.1_15884	3
lcl|NC_072426.2_cds_XP_055132341.1_15890	1
lcl|NC_072426.2_cds_XP_063494441.1_15924	1
lcl|NC_072426.2_cds_XP_055132362.1_15938	2
lcl|NC_072426.2_cds_XP_063494513.1_16019	1
lcl|NC_072426.2_cds_XP_055132419.1_16031	2
lcl|NC_072426.2_cds_XP_055132455.1_16067	2
lcl|NC_072426.2_cds_XP_055132468.1_16085	3
lcl|NC_072426.2_cds_XP_055132481.1_16096	1
lcl|NC_072426.2_cds_XP_063493733.1_16102	3
lcl|NC_072426.2_cds_XP_063494540.1_16121	2
lcl|NC_072426.2_cds_XP_063493867.1_16123	2
lcl|NC_072426.2_cds_XP_055132524.1_16223	2
lcl|NC_072426.2_cds_XP_063493737.1_16259	2
lcl|NC_072426.2_cds_XP_055132595.1_16277	3
lcl|NC_072426.2_cds_XP_055132609.1_16292	2
lcl|NC_072426.2_cds_XP_055132634.1_16320	2
lcl|NC_072426.2_cds_XP_055130051.2_16344	2
lcl|NC_072427.2_cds_XP_055133015.2_16362	2
lcl|NC_072427.2_cds_XP_055133021.1_16374	3
lcl|NC_072427.2_cds_XP_055133041.2_16401	2
lcl|NC_072427.2_cds_XP_055133062.2_16447	2
lcl|NC_072427.2_cds_XP_055133066.2_16451	3
lcl|NC_072427.2_cds_XP_055133095.1_16460	2
lcl|NC_072427.2_cds_XP_063496142.1_16482	1
lcl|NC_072427.2_cds_XP_055133140.2_16539	1
lcl|NC_072427.2_cds_XP_055133144.2_16560	1
lcl|NC_072427.2_cds_XP_055133160.2_16583	2
lcl|NC_072427.2_cds_XP_055133173.1_16592	1
lcl|NC_072427.2_cds_XP_055133175.1_16614	3
lcl|NC_072427.2_cds_XP_055133220.2_16634	3
lcl|NC_072427.2_cds_XP_055133216.2_16649	2
lcl|NC_072427.2_cds_XP_063496187.1_16656	3
lcl|NC_072427.2_cds_XP_055133242.2_16659	1
lcl|NC_072427.2_cds_XP_055133232.2_16676	1
lcl|NC_072427.2_cds_XP_055133262.2_16704	1
lcl|NC_072427.2_cds_XP_055133298.2_16743	1
lcl|NC_072427.2_cds_XP_055133308.2_16752	3
lcl|NC_072427.2_cds_XP_063494663.1_16766	1
lcl|NC_072427.2_cds_XP_063494676.1_16786	3
lcl|NC_072427.2_cds_XP_055133315.2_16791	1
lcl|NC_072427.2_cds_XP_055133359.1_16812	1
lcl|NC_072427.2_cds_XP_055133389.1_16842	3
lcl|NC_072427.2_cds_XP_055133409.2_16851	3
lcl|NC_072427.2_cds_XP_055133416.1_16863	3
lcl|NC_072427.2_cds_XP_055133434.2_16870	3
lcl|NC_072427.2_cds_XP_055133435.2_16878	3
lcl|NC_072427.2_cds_XP_063494697.1_16890	3
lcl|NC_072427.2_cds_XP_055133491.1_16931	3
lcl|NC_072427.2_cds_XP_055133500.2_16942	3
lcl|NC_072427.2_cds_XP_055133517.1_16955	1
lcl|NC_072427.2_cds_XP_055133526.1_16984	2
lcl|NC_072427.2_cds_XP_055133567.2_17010	2
lcl|NC_072427.2_cds_XP_063494734.1_17028	1
lcl|NC_072427.2_cds_XP_055133617.2_17063	1
lcl|NC_072427.2_cds_XP_055133669.2_17124	1
lcl|NC_072427.2_cds_XP_055133672.1_17139	1
lcl|NC_072427.2_cds_XP_055133680.2_17150	1
lcl|NC_072427.2_cds_XP_055133714.2_17178	1
lcl|NC_072427.2_cds_XP_055133785.1_17278	2
lcl|NC_072427.2_cds_XP_055133828.2_17325	3
lcl|NC_072427.2_cds_XP_055133819.1_17333	1
lcl|NC_072427.2_cds_XP_063496246.1_17355	1
lcl|NC_072427.2_cds_XP_055133861.1_17385	1
lcl|NC_072427.2_cds_XP_055133890.1_17391	2
lcl|NC_072427.2_cds_XP_055133906.2_17404	2
lcl|NC_072427.2_cds_XP_055133941.1_17450	1
lcl|NC_072427.2_cds_XP_063494882.1_17473	3
lcl|NC_072427.2_cds_XP_055133977.1_17489	2
lcl|NC_072427.2_cds_XP_055133987.2_17507	3
lcl|NC_072427.2_cds_XP_063494951.1_17592	1
lcl|NC_072427.2_cds_XP_055134014.2_17595	3
lcl|NC_072427.2_cds_XP_063494918.1_17626	2
lcl|NC_072427.2_cds_XP_055134070.2_17639	3
lcl|NC_072427.2_cds_XP_055134071.1_17664	1
lcl|NC_072427.2_cds_XP_063494926.1_17672	1
lcl|NC_072427.2_cds_XP_063494927.1_17684	1
lcl|NC_072427.2_cds_XP_055134138.1_17731	1
lcl|NC_072427.2_cds_XP_055134178.2_17774	1
lcl|NC_072427.2_cds_XP_055134244.1_17845	1
lcl|NC_072427.2_cds_XP_055134250.2_17850	1
lcl|NC_072427.2_cds_XP_055134259.1_17866	2
lcl|NC_072427.2_cds_XP_055134293.1_17895	3
lcl|NC_072427.2_cds_XP_055134303.2_17912	1
lcl|NC_072427.2_cds_XP_055134313.1_17932	1
lcl|NC_072427.2_cds_XP_055134380.2_17984	1
lcl|NC_072427.2_cds_XP_055134383.1_17986	3
lcl|NC_072427.2_cds_XP_063496290.1_18009	2
lcl|NC_072427.2_cds_XP_063496289.1_18013	2
lcl|NC_072427.2_cds_XP_055134450.1_18033	2
lcl|NC_072427.2_cds_XP_055134453.2_18037	2
lcl|NC_072427.2_cds_XP_055134469.1_18059	1
lcl|NC_072427.2_cds_XP_055134509.2_18106	2
lcl|NC_072427.2_cds_XP_055134518.2_18117	3
lcl|NC_072427.2_cds_XP_055134521.2_18126	2
lcl|NC_072427.2_cds_XP_055134545.1_18146	1
lcl|NC_072427.2_cds_XP_055134552.2_18156	3
lcl|NC_072427.2_cds_XP_055134563.2_18171	3
lcl|NC_072427.2_cds_XP_055134570.1_18197	1
lcl|NC_072427.2_cds_XP_063495130.1_18204	1
lcl|NC_072427.2_cds_XP_055134592.1_18216	1
lcl|NC_072427.2_cds_XP_055134634.2_18256	3
lcl|NC_072427.2_cds_XP_055134643.1_18264	2
lcl|NC_072427.2_cds_XP_055134651.1_18275	1
lcl|NC_072427.2_cds_XP_055134657.1_18298	1
lcl|NC_072427.2_cds_XP_063496355.1_18303	1
lcl|NC_072427.2_cds_XP_055134713.1_18340	3
lcl|NC_072427.2_cds_XP_055134733.1_18369	1
lcl|NC_072427.2_cds_XP_055134729.1_18374	1
lcl|NC_072427.2_cds_XP_055134772.2_18443	1
lcl|NC_072427.2_cds_XP_063495248.1_18446	1
lcl|NC_072427.2_cds_XP_055134782.1_18449	1
lcl|NC_072427.2_cds_XP_055134786.1_18452	1
lcl|NC_072427.2_cds_XP_055134812.1_18485	1
lcl|NC_072427.2_cds_XP_055136290.2_18525	2
lcl|NC_072427.2_cds_XP_055136255.2_18561	1
lcl|NC_072427.2_cds_XP_063496404.1_18607	3
lcl|NC_072427.2_cds_XP_055136216.1_18613	3
lcl|NC_072427.2_cds_XP_055136213.2_18615	1
lcl|NC_072427.2_cds_XP_055136188.1_18627	2
lcl|NC_072427.2_cds_XP_055136138.2_18724	3
lcl|NC_072427.2_cds_XP_055136126.2_18741	2
lcl|NC_072427.2_cds_XP_055136097.1_18766	1
lcl|NC_072427.2_cds_XP_055136091.2_18782	2
lcl|NC_072427.2_cds_XP_055136069.2_18807	3
lcl|NC_072427.2_cds_XP_063496481.1_18847	3
lcl|NC_072427.2_cds_XP_055136002.2_18866	2
lcl|NC_072427.2_cds_XP_055136009.1_18893	1
lcl|NC_072427.2_cds_XP_055136001.2_18906	3
lcl|NC_072427.2_cds_XP_055136000.2_18907	3
lcl|NC_072427.2_cds_XP_055135927.2_18977	2
lcl|NC_072427.2_cds_XP_063496576.1_19050	3
lcl|NC_072427.2_cds_XP_055135840.2_19076	2
lcl|NC_072427.2_cds_XP_063496584.1_19078	3
lcl|NC_072427.2_cds_XP_063495300.1_19212	3
lcl|NC_072427.2_cds_XP_055135745.2_19213	3
lcl|NC_072427.2_cds_XP_055135734.1_19223	2
lcl|NC_072427.2_cds_XP_055135712.1_19267	3
lcl|NC_072427.2_cds_XP_055135687.2_19292	2
lcl|NC_072427.2_cds_XP_055135628.2_19346	2
lcl|NC_072427.2_cds_XP_055135642.2_19367	2
lcl|NC_072427.2_cds_XP_055135617.2_19381	2
lcl|NC_072427.2_cds_XP_055135612.2_19385	3
lcl|NC_072427.2_cds_XP_063495385.1_19434	3
lcl|NC_072427.2_cds_XP_055135504.1_19446	1
lcl|NC_072427.2_cds_XP_055135512.1_19452	3
lcl|NC_072427.2_cds_XP_055135496.2_19517	2
lcl|NC_072427.2_cds_XP_055135474.2_19519	2
lcl|NC_072427.2_cds_XP_055135460.2_19548	2
lcl|NC_072427.2_cds_XP_055135447.1_19558	1
lcl|NC_072427.2_cds_XP_055135426.2_19570	3
lcl|NC_072427.2_cds_XP_055135395.1_19633	3
lcl|NC_072427.2_cds_XP_063496706.1_19658	2
lcl|NC_072427.2_cds_XP_055135361.2_19671	2
lcl|NC_072427.2_cds_XP_055135359.2_19677	2
lcl|NC_072427.2_cds_XP_055135358.1_19678	2
lcl|NC_072427.2_cds_XP_055135315.2_19726	3
lcl|NC_072427.2_cds_XP_055135304.1_19734	3
lcl|NC_072427.2_cds_XP_055135285.1_19762	2
lcl|NC_072427.2_cds_XP_055135279.1_19765	2
lcl|NC_072427.2_cds_XP_063495464.1_19780	1
lcl|NC_072427.2_cds_XP_055135227.2_19804	2
lcl|NC_072427.2_cds_XP_063495456.1_19826	3
lcl|NC_072427.2_cds_XP_055135210.2_19837	2
lcl|NC_072427.2_cds_XP_055135180.1_19842	1
lcl|NC_072427.2_cds_XP_055135174.2_19884	3
lcl|NC_072427.2_cds_XP_055135168.2_19887	3
lcl|NC_072427.2_cds_XP_055135162.2_19905	1
lcl|NC_072427.2_cds_XP_055135149.1_19920	1
lcl|NC_072427.2_cds_XP_055135142.2_19922	3
lcl|NC_072427.2_cds_XP_055135098.1_19955	2
lcl|NC_072427.2_cds_XP_063495521.1_19976	2
lcl|NC_072427.2_cds_XP_055135060.1_19999	2
lcl|NC_072427.2_cds_XP_055135070.2_20012	1
lcl|NC_072427.2_cds_XP_055135046.2_20033	3
lcl|NC_072427.2_cds_XP_063496763.1_20069	1
lcl|NC_072427.2_cds_XP_063496777.1_20073	2
lcl|NC_072427.2_cds_XP_055135009.2_20075	3
lcl|NC_072427.2_cds_XP_055134996.2_20088	3
lcl|NC_072427.2_cds_XP_055134984.2_20106	3
lcl|NC_072427.2_cds_XP_055134944.1_20153	1
lcl|NC_072427.2_cds_XP_055134942.2_20159	1
lcl|NC_072427.2_cds_XP_055132742.2_20195	2
lcl|NC_072427.2_cds_XP_063495557.1_20237	1
lcl|NC_072427.2_cds_XP_063495546.1_20252	1
lcl|NC_072427.2_cds_XP_055132759.2_20267	1
lcl|NC_072427.2_cds_XP_055134939.1_20287	1
lcl|NC_072427.2_cds_XP_055134909.1_20289	1
lcl|NC_072427.2_cds_XP_055134918.1_20302	1
lcl|NC_072427.2_cds_XP_055134875.2_20344	1
lcl|NC_072427.2_cds_XP_055134878.1_20346	1
lcl|NC_072427.2_cds_XP_055134830.2_20355	1
lcl|NC_072427.2_cds_XP_055134824.2_20361	3
lcl|NC_072427.2_cds_XP_055134826.2_20380	1
lcl|NC_072427.2_cds_XP_055134836.1_20399	1
lcl|NC_072427.2_cds_XP_055134821.1_20416	3
lcl|NC_072427.2_cds_XP_055132912.1_20418	1
lcl|NC_072427.2_cds_XP_055132909.1_20420	1
lcl|NC_072427.2_cds_XP_063495666.1_20444	2
lcl|NC_072427.2_cds_XP_055136353.2_20483	2
lcl|NC_072427.2_cds_XP_063495688.1_20501	3
lcl|NC_072427.2_cds_XP_063496823.1_20520	3
lcl|NC_072427.2_cds_XP_055136416.2_20535	3
lcl|NC_072427.2_cds_XP_055136434.2_20582	2
lcl|NC_072427.2_cds_XP_055136475.2_20604	3
lcl|NC_072427.2_cds_XP_055136504.1_20642	1
lcl|NC_072427.2_cds_XP_055136507.1_20649	3
lcl|NC_072427.2_cds_XP_055136518.2_20671	3
lcl|NC_072427.2_cds_XP_055136510.1_20675	1
lcl|NC_072427.2_cds_XP_055136549.1_20681	3
lcl|NC_072427.2_cds_XP_055136590.1_20725	1
lcl|NC_072427.2_cds_XP_055136626.1_20761	2
lcl|NC_072427.2_cds_XP_063496869.1_20852	3
lcl|NC_072427.2_cds_XP_055136693.2_20855	1
lcl|NC_072427.2_cds_XP_063496870.1_20865	3
lcl|NC_072427.2_cds_XP_055136704.2_20870	3
lcl|NC_072427.2_cds_XP_055136703.2_20871	3
lcl|NC_072427.2_cds_XP_055136707.1_20879	1
lcl|NC_072427.2_cds_XP_055136706.2_20883	1
lcl|NC_072427.2_cds_XP_055136762.1_20939	3
lcl|NC_072427.2_cds_XP_055136770.2_20944	3
lcl|NC_072427.2_cds_XP_055136791.2_20990	1
lcl|NC_072427.2_cds_XP_055136813.1_21021	1
lcl|NC_072427.2_cds_XP_055136844.1_21049	1
lcl|NC_072427.2_cds_XP_063495845.1_21119	1
lcl|NC_072427.2_cds_XP_055136916.1_21135	1
lcl|NC_072427.2_cds_XP_063495856.1_21152	1
lcl|NC_072427.2_cds_XP_055136943.2_21181	3
lcl|NC_072427.2_cds_XP_055136942.2_21207	3
lcl|NC_072427.2_cds_XP_055136987.2_21208	1
lcl|NC_072427.2_cds_XP_055137004.1_21225	3
lcl|NC_072427.2_cds_XP_055137081.2_21335	3
lcl|NC_072427.2_cds_XP_063495924.1_21343	3
lcl|NC_072427.2_cds_XP_055137135.2_21391	1
lcl|NC_072427.2_cds_XP_063495891.1_21444	1
lcl|NC_072427.2_cds_XP_055137168.2_21451	3
lcl|NC_072427.2_cds_XP_055137164.1_21458	1
lcl|NC_072427.2_cds_XP_055137183.2_21474	2
lcl|NC_072428.2_cds_XP_055137508.1_21495	2
lcl|NC_072428.2_cds_XP_055137511.1_21499	1
lcl|NC_072428.2_cds_XP_055137512.1_21500	2
lcl|NC_072428.2_cds_XP_055137514.1_21502	3
lcl|NC_072428.2_cds_XP_063496930.1_21571	1
lcl|NC_072428.2_cds_XP_055137584.1_21612	1
lcl|NC_072428.2_cds_XP_055137659.1_21655	1
lcl|NC_072428.2_cds_XP_055137658.1_21656	1
lcl|NC_072428.2_cds_XP_055137680.1_21718	1
lcl|NC_072428.2_cds_XP_055137691.1_21755	1
lcl|NC_072428.2_cds_XP_055137800.1_21837	3
lcl|NC_072428.2_cds_XP_055137839.1_21892	3
lcl|NC_072428.2_cds_XP_063497046.1_21919	3
lcl|NC_072428.2_cds_XP_055137926.1_21983	2
lcl|NC_072428.2_cds_XP_055137925.1_21984	1
lcl|NC_072428.2_cds_XP_055137940.1_22007	3
lcl|NC_072428.2_cds_XP_063497086.1_22021	1
lcl|NC_072428.2_cds_XP_055137964.1_22037	1
lcl|NC_072428.2_cds_XP_055137975.1_22043	2
lcl|NC_072428.2_cds_XP_055138044.1_22122	3
lcl|NC_072428.2_cds_XP_055138050.1_22143	2
lcl|NC_072428.2_cds_XP_055138080.1_22157	3
lcl|NC_072428.2_cds_XP_063497975.1_22191	3
lcl|NC_072428.2_cds_XP_055138113.1_22196	1
lcl|NC_072428.2_cds_XP_055138119.1_22212	3
lcl|NC_072428.2_cds_XP_055138136.1_22216	3
lcl|NC_072428.2_cds_XP_055138142.1_22239	1
lcl|NC_072428.2_cds_XP_055138143.1_22271	1
lcl|NC_072428.2_cds_XP_055137281.1_22301	1
lcl|NC_072428.2_cds_XP_063497990.1_22303	1
lcl|NC_072428.2_cds_XP_055138215.1_22311	3
lcl|NC_072428.2_cds_XP_055138217.1_22343	2
lcl|NC_072428.2_cds_XP_063498000.1_22350	3
lcl|NC_072428.2_cds_XP_055138248.1_22362	3
lcl|NC_072428.2_cds_XP_055138297.1_22424	2
lcl|NC_072428.2_cds_XP_055138318.1_22427	1
lcl|NC_072428.2_cds_XP_055138367.1_22480	3
lcl|NC_072428.2_cds_XP_055138381.1_22500	1
lcl|NC_072428.2_cds_XP_055138392.1_22510	1
lcl|NC_072428.2_cds_XP_055138395.1_22512	1
lcl|NC_072428.2_cds_XP_063497176.1_22515	3
lcl|NC_072428.2_cds_XP_063497150.1_22531	1
lcl|NC_072428.2_cds_XP_055138433.1_22562	1
lcl|NC_072428.2_cds_XP_055138426.1_22566	1
lcl|NC_072428.2_cds_XP_055138441.1_22572	1
lcl|NC_072428.2_cds_XP_055138478.1_22594	1
lcl|NC_072428.2_cds_XP_055138463.1_22609	1
lcl|NC_072428.2_cds_XP_055138524.1_22684	3
lcl|NC_072428.2_cds_XP_063497225.1_22699	1
lcl|NC_072428.2_cds_XP_055138570.1_22724	1
lcl|NC_072428.2_cds_XP_063497238.1_22736	1
lcl|NC_072428.2_cds_XP_055138615.1_22784	1
lcl|NC_072428.2_cds_XP_063497324.1_22957	1
lcl|NC_072428.2_cds_XP_055138718.1_23002	1
lcl|NC_072428.2_cds_XP_063497329.1_23039	1
lcl|NC_072428.2_cds_XP_055138810.1_23056	2
lcl|NC_072428.2_cds_XP_055138816.1_23068	1
